case_id	taxa	nucleotide_columns	distinct_aligned_sequences	informative_nucleotide_columns	diagnostic_fit_completed	copy_caveat	fcs_omission_status	remaining_taxa_after_fcs_omission	target_original_dS_review_label	multistart_refit_completed	case_specific_review_flags	selection_eligibility	remaining_general_requirements
Aspergillus__2852757at2759__code1	10	1482	10	501	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.726747523997981	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__288615at2759__code1	10	1974	10	671	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.176457889515127	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__319730at2759__code1	10	1341	10	496	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.2297187265516039	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__340246at2759__code1	10	2052	9	756	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.7855150797093363	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__345792at2759__code1	10	870	9	198	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.4656389011063628	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__352891at2759__code1	10	756	9	266	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.361266558345882	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__3643464at2759__code1	10	2325	10	898	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.554404858506342	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4613677at2759__code1	9	357	9	117	True	none_recorded	unchanged_by_declared_fcs_omission	9	2.859944012474831	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4695236at2759__code1	9	3234	9	919	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.6997496312074675	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4747214at2759__code1	9	417	9	121	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.74243471402749	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4764044at2759__code1	10	1542	10	569	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.0037217142091763	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4803900at2759__code1	10	366	10	130	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.9130702596824365	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4810093at2759__code1	8	2376	8	792	True	none_recorded	unchanged_by_declared_fcs_omission	8	1.0457506277501512	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4813267at2759__code1	10	2637	10	918	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.8501980507037018	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4823929at2759__code1	10	1278	9	446	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.1231097910032517	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4837017at2759__code1	10	687	10	205	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.6020192806552411	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4838864at2759__code1	10	1932	10	714	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.0044765949123249	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4843240at2759__code1	10	2016	10	850	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.2430002407733138	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4843824at2759__code1	10	564	9	168	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.4056163574371023	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4867008at2759__code1	10	522	10	226	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.1166162205786285	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4888252at2759__code1	10	2775	10	1091	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.322974074167014	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4896098at2759__code1	10	594	9	196	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.2390214058681412	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4900375at2759__code1	10	597	10	192	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.41216055903509274	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4908955at2759__code1	10	954	10	323	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.3400338594068113	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4911644at2759__code1	10	2892	10	944	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.8236487749228882	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4940884at2759__code1	10	2823	10	960	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.0001014256401828	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4969018at2759__code1	10	1371	10	413	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.7074608523023954	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4969636at2759__code1	9	1248	9	380	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.868841077607758	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4969990at2759__code1	10	1056	9	358	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.9583725615825562	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4970387at2759__code1	9	456	9	153	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.9426954345734732	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4970538at2759__code1	10	2871	9	1152	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.0913961670781396	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4971272at2759__code1	10	1329	10	427	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.007641229313583	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4974767at2759__code1	10	435	10	132	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.351120749035007	False	tree_parameter_boundary_warning;near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4975094at2759__code1	10	3030	9	1089	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.383048556960115	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4976279at2759__code1	10	1308	10	604	True	none_recorded	unchanged_by_declared_fcs_omission	10	2.017615323777871	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4977163at2759__code1	10	561	10	201	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.7774556636694883	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4977863at2759__code1	9	1866	8	704	True	none_recorded	unchanged_by_declared_fcs_omission	9	1.0891622803576921	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4983000at2759__code1	9	1470	9	485	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.8308163150353662	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4985971at2759__code1	10	1047	9	355	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.723723904724079	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4986044at2759__code1	10	792	10	522	True	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	unchanged_by_declared_fcs_omission	10	54.940448638511896	False	copy_reconciliation_required;tree_pairwise_saturation_warning;near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4987397at2759__code1	9	2571	9	858	True	none_recorded	unchanged_by_declared_fcs_omission	9	1.1368283441591593	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4988239at2759__code1	10	3117	10	1004	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.8258242421202389	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__4999134at2759__code1	10	7008	10	1831	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.8485625252895069	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__5000045at2759__code1	10	1143	9	304	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.8587040670880944	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__5000152at2759__code1	10	3570	10	1192	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.336024743220654	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__5000362at2759__code1	10	2706	10	933	True	none_recorded	unchanged_by_declared_fcs_omission	10	1.195413741247156	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__5000371at2759__code1	10	1254	9	561	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.8420710016386352	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__5000452at2759__code1	9	861	9	277	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.6422599943076466	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__5000476at2759__code1	10	1161	9	366	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.8914706223740726	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__5000743at2759__code1	10	540	10	160	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.823897758994918	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__5000823at2759__code1	10	2859	10	766	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.5872739992919578	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Aspergillus__5000870at2759__code1	10	2280	10	783	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.8815798173903381	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
