representative_input_id	cluster_input_id	source	model_id	taxon_id	protein_id	marker	species_name	study_role	major_lineage
M002234	M001763	AlphaFold	AF-A0A1E4RX08-F1	F4903	XP_020068833.1	319730at2759	Williopsis jadinii	ingroup	Ascomycota
M002234	M002170	AlphaFold	AF-A0A1J9RYA2-F1	F236234	XP_020129587.1	319730at2759	Diplodia corticola	ingroup	Ascomycota
M002234	M004250	AlphaFold	AF-A0A5E8BZP1-F1	F2606893	XP_031855063.1	319730at2759	Magnusiomyces paraingens	ingroup	Ascomycota
M002234	M004307	AlphaFold	AF-A0A6A6B994-F1	F462254	XP_033395851.1	319730at2759	Aplosporella prunicola	ingroup	Ascomycota
M002234	M004710	AlphaFold	AF-A0A6A6UEV9-F1	F703497	KAF2670027.1	319730at2759	Microthyrium microscopicum	ingroup	Ascomycota
M002234	M004901	AlphaFold	AF-A0A6A6Y1D6-F1	F574789	XP_033569590.1	319730at2759	Mytilinidion resinicola	ingroup	Ascomycota
M002234	M005495	AlphaFold	AF-A0A6G1IAF9-F1	F703511	KAF2405270.1	319730at2759	Trichodelitschia bisporula	ingroup	Ascomycota
M002234	M006151	AlphaFold	AF-A0A8E2ECK7-F1	F741139	OCK81281.1	319730at2759	Lepidopterella palustris	ingroup	Ascomycota
M002234	M007291	AlphaFold	AF-A0A9P4NE54-F1	F1048955	KAF2416694.1	319730at2759	Tothia fuscella	ingroup	Ascomycota
M002234	M007742	AlphaFold	AF-A0A9P6IGR1-F1	F1095194	XP_038751678.1	319730at2759	Colletotrichum karsti	ingroup	Ascomycota
M002234	M007848	AlphaFold	AF-A0A9P8D7Q3-F1	F1042133	XP_044675878.1	319730at2759	Fusarium musae	ingroup	Ascomycota
M002234	M008065	AlphaFold	AF-A0A9P8PRW3-F1	F599730	KAH3677278.1	319730at2759	Waltiozyma pijperi	ingroup	Ascomycota
M002234	M008486	AlphaFold	AF-A0A9W8V684-F1	F195108	XP_053009415.1	319730at2759	Fusarium falciforme	ingroup	Ascomycota
M002234	M009142	AlphaFold	AF-A0AAD9ZGV0-F1	F209136	KAK3178861.1	319730at2759	Lepraria neglecta	ingroup	Ascomycota
M002234	M009470	AlphaFold	AF-A0AAI9Z1K9-F1	F1209916	XP_060315973.1	319730at2759	Colletotrichum costaricense	ingroup	Ascomycota
M002234	M009470	AlphaFold	AF-A0AAI9Z1K9-F1	F1209934	XP_060385950.1	319730at2759	Colletotrichum tamarilloi	ingroup	Ascomycota
M002234	M009470	AlphaFold	AF-A0AAI9Z1K9-F1	F1671311	XP_060398338.1	319730at2759	Colletotrichum abscissum	ingroup	Ascomycota
M002234	M009568	AlphaFold	AF-A0AAJ0C9J8-F1	F1093897	XP_060288883.1	319730at2759	Phialemonium atrogriseum	ingroup	Ascomycota
M002234	M009681	AlphaFold	AF-A0AAN6E4I9-F1	F2486360	XP_062672956.1	319730at2759	Exophiala viscosa	ingroup	Ascomycota
M002234	M009912	AlphaFold	AF-A0AAV9P491-F1	F1690608	XP_064657118.1	319730at2759	Saxophila tyrrhenica	ingroup	Ascomycota
M002234	M010103	AlphaFold	AF-A0AAX4J0B2-F1	F34406	XP_062786074.1	319730at2759	Colletotrichum destructivum	ingroup	Ascomycota
M002234	M010288	AlphaFold	AF-B0Y360-F1	F746128	XP_754081.1	319730at2759	Aspergillus fumigatus	ingroup	Ascomycota
M002234	M011279	AlphaFold	AF-I1RK15-F1	F5518	XP_011321427.1	319730at2759	Fusarium graminearum	ingroup	Ascomycota
M002234	M012844	AlphaFold	AF-W2RXW1-F1	F293227	XP_008717461.1	319730at2759	Cyphellophora europaea	ingroup	Ascomycota
M002234	M013245	ESMFold	ESM-S041daf096dd09572841ef1765e98836e2df6adf48d3eb59a1fafb9016baa58ef-d662a12b8ced	F5507	XP_031034088.2	319730at2759	Fusarium oxysporum	ingroup	Ascomycota
M002234	M006973	AlphaFold	AF-A0A8K0PFV9-F1	F2601811	KAG8623954.1	319730at2759	Elsinoe batatas	ingroup	Ascomycota
M002234	M002760	AlphaFold	AF-A0A2K1QJT6-F1	F2082308	PNS15428.1	319730at2759	Sphaceloma murrayae	ingroup	Ascomycota
M002234	M007280	AlphaFold	AF-A0A9P4MM78-F1	F147570	KAF2158127.1	319730at2759	Myriangium duriaei	ingroup	Ascomycota
M002234	M007474	AlphaFold	AF-A0A9P4UN97-F1	F705562	KAF2719578.1	319730at2759	Polychaeton citri	ingroup	Ascomycota
M002234	M002640	AlphaFold	AF-A0A2G5HI73-F1	F122368	XP_023451433.1	319730at2759	Cercospora beticola	ingroup	Ascomycota
M002234	M009225	AlphaFold	AF-A0AAE0WKU0-F1	F574656	XP_064690220.1	319730at2759	Recurvomyces mirabilis	ingroup	Ascomycota
M002234	M010148	AlphaFold	AF-A0AB34KKM7-F1	F1052096	XP_069227467.1	319730at2759	Cladosporium halotolerans	ingroup	Ascomycota
M002234	M007512	AlphaFold	AF-A0A9P4VNH1-F1	F703506	KAF2839726.1	319730at2759	Patellaria atrata	ingroup	Ascomycota
M002234	M008782	AlphaFold	AF-A0AA38VRG9-F1	F41990	KAJ9142619.1	319730at2759	Pleurostoma richardsiae	ingroup	Ascomycota
M002234	M009734	AlphaFold	AF-A0AAN7T8G3-F1	F1690604	XP_064752575.1	319730at2759	Lithohypha guttulata	ingroup	Ascomycota
M002234	M003171	AlphaFold	AF-A0A2T4A225-F1	F5544	XP_024770700.1	319730at2759	Trichoderma harzianum	ingroup	Ascomycota
M002234	M003272	AlphaFold	AF-A0A2T4B2N4-F1	F58853	XP_024746907.1	319730at2759	Trichoderma citrinoviride	ingroup	Ascomycota
M002234	M004405	AlphaFold	AF-A0A6A6NKT2-F1	F578093	KAF2452322.1	319730at2759	Lineolata rhizophorae	ingroup	Ascomycota
M002234	M005829	AlphaFold	AF-A0A7R7XWP2-F1	F1220207	XP_041561065.1	319730at2759	Aspergillus puulaauensis	ingroup	Ascomycota
M002234	M005953	AlphaFold	AF-A0A7U2MRU8-F1	F5059	XP_071365957.1	319730at2759	Aspergillus flavus	ingroup	Ascomycota
M002234	M008552	AlphaFold	AF-A0A9W9E2I1-F1	F2034170	XP_056025439.1	319730at2759	Trichoderma breve	ingroup	Ascomycota
M002234	M008924	AlphaFold	AF-A0AAD5WR67-F1	F339359	KAJ2900192.1	319730at2759	Zalerion maritima	ingroup	Ascomycota
M002234	M009027	AlphaFold	AF-A0AAD9MD64-F1	F1825666	KAK2069603.1	319730at2759	Phyllachora maydis	ingroup	Ascomycota
M002234	M011654	AlphaFold	AF-K3UD17-F1	F101028	XP_009261798.1	319730at2759	Fusarium pseudograminearum	ingroup	Ascomycota
M002234	M012247	AlphaFold	AF-Q5AS63-F1	F162425	XP_682136.1	319730at2759	Aspergillus nidulans	ingroup	Ascomycota
M002234	M012482	AlphaFold	AF-S0EIA2-F1	F5127	XP_023435625.1	319730at2759	Fusarium fujikuroi	ingroup	Ascomycota
M002234	M012599	AlphaFold	AF-S3D8A4-F1	F61273	EPE09670.1	319730at2759	Ophiostoma piceae	ingroup	Ascomycota
M002234	M010883	AlphaFold	AF-F0XM27-F1	F226899	XP_014170771.1	319730at2759	Leptographium clavigerum	ingroup	Ascomycota
M002234	M001595	AlphaFold	AF-A0A1D2VNY6-F1	F54195	XP_020049638.1	319730at2759	Ascoidea rubescens	ingroup	Ascomycota
M002234	M001707	AlphaFold	AF-A0A1E3P4B5-F1	F4927	XP_019039390.1	319730at2759	Hansenula anomala	ingroup	Ascomycota
M002234	M006500	AlphaFold	AF-A0A8H3G548-F1	F116794	CAF9936739.1	319730at2759	Heterodermia speciosa	ingroup	Ascomycota
M002234	M006816	AlphaFold	AF-A0A8H6FI12-F1	F560253	XP_037156515.1	319730at2759	Letharia lupina	ingroup	Ascomycota
M002234	M009846	AlphaFold	AF-A0AAV5QRX1-F1	F43959	XP_064854195.1	319730at2759	Saccharomycopsis crataegensis	ingroup	Ascomycota
M002234	M010672	AlphaFold	AF-E4UV21-F1	F63402	XP_003173968.1	319730at2759	Nannizzia gypsea	ingroup	Ascomycota
M002234	M011161	AlphaFold	AF-H0GDZ1-F1	F332112	EHN08031.1	319730at2759	Saccharomyces cerevisiae x Saccharomyces kudriavzevii	ingroup	Ascomycota
M002234	M011475	AlphaFold	AF-J4TWY0-F1	F114524	XP_056086686.1	319730at2759	Saccharomyces kudriavzevii	ingroup	Ascomycota
M002234	M011605	AlphaFold	AF-J8Q3Q2-F1	F706196	EJS44303.1	319730at2759	Saccharomyces arboricola	ingroup	Ascomycota
M002234	M011946	AlphaFold	AF-P07284-F1	F4932	NP_010306.1	319730at2759	Saccharomyces cerevisiae	ingroup	Ascomycota
M002234	M012158	AlphaFold	AF-Q2UTJ1-F1	F5062	XP_023088766.1	319730at2759	Aspergillus oryzae	ingroup	Ascomycota
M002234	M009363	AlphaFold	AF-A0AAE1JF89-F1	F173216	XP_062758790.1	319730at2759	Trichoderma aggressivum	ingroup	Ascomycota
M002234	M018244	ESMFold	ESM-Sfeb9005b53ceb6d9973acc344455f27c45fdf63878b3ba75a5476da5ef16db8e-d662a12b8ced	F13290	CAD7063429.1	319730at2759	Tilletia caries	ingroup	Basidiomycota
M002234	M018244	ESMFold	ESM-Sfeb9005b53ceb6d9973acc344455f27c45fdf63878b3ba75a5476da5ef16db8e-d662a12b8ced	F13291	CAD6971991.1	319730at2759	Tilletia controversa	ingroup	Basidiomycota
M002234	M018244	ESMFold	ESM-Sfeb9005b53ceb6d9973acc344455f27c45fdf63878b3ba75a5476da5ef16db8e-d662a12b8ced	F157183	CAD6899554.1	319730at2759	Tilletia laevis	ingroup	Basidiomycota
M002234	M000218	AlphaFold	AF-A0A084FYT7-F1	F563466	XP_016640048.1	319730at2759	Scedosporium apiospermum	ingroup	Ascomycota
M002234	M000330	AlphaFold	AF-A0A099P5P4-F1	F4909	XP_029323717.1	319730at2759	Pichia kudriavzevii	ingroup	Ascomycota
M002234	M000829	AlphaFold	AF-A0A0W4ZIQ4-F1	F42068	XP_018228804.1	319730at2759	Pneumocystis jirovecii	ingroup	Ascomycota
M002234	M002536	AlphaFold	AF-A0A1Y2EKH1-F1	F1141098	XP_040721624.1	319730at2759	Pseudomassariella vexata	ingroup	Ascomycota
M002234	M002868	AlphaFold	AF-A0A2N1J7C5-F1	F2020962	XP_056064209.1	319730at2759	Malassezia vespertilionis	ingroup	Basidiomycota
M002234	M003485	AlphaFold	AF-A0A316VM92-F1	F1522189	XP_025365817.1	319730at2759	Ceraceosorus guamensis	ingroup	Basidiomycota
M002234	M003555	AlphaFold	AF-A0A370TIB4-F1	F2656787	XP_031867924.1	319730at2759	Venustampulla echinocandica	ingroup	Ascomycota
M002234	M003672	AlphaFold	AF-A0A384JD69-F1	F40559	XP_024547831.1	319730at2759	Botrytis cinerea	ingroup	Ascomycota
M002234	M004105	AlphaFold	AF-A0A4U7KM91-F1	F280036	XP_029737249.1	319730at2759	Sporisorium graminicola	ingroup	Basidiomycota
M002234	M005160	AlphaFold	AF-A0A6G1FW28-F1	F1341166	XP_033531512.1	319730at2759	Eremomyces bilateralis	ingroup	Ascomycota
M002234	M005996	AlphaFold	AF-A0A875RSQ1-F1	F13502	XP_038776312.1	319730at2759	Brettanomyces nanus	ingroup	Ascomycota
M002234	M011832	AlphaFold	AF-M7NNK8-F1	F263815	XP_007874926.1	319730at2759	Pneumocystis murina	ingroup	Ascomycota
M002234	M012775	AlphaFold	AF-W1QJU7-F1	F1005962	XP_013936108.1	319730at2759	Ogataea parapolymorpha	ingroup	Ascomycota
M002234	M012939	AlphaFold	AF-W3WV28-F1	F393283	XP_007838865.1	319730at2759	Pestalotiopsis fici	ingroup	Ascomycota
M002234	M013372	ESMFold	ESM-S094a1dd3c85511d8950043a6b5b62e5a8c4703b2694c0fa48cdbdf0646e486ff-d662a12b8ced	F63577	XP_013947906.2	319730at2759	Trichoderma atroviride	ingroup	Ascomycota
M002234	M013689	ESMFold	ESM-S1886120fc5891887a0ee8a7fa7da5b2564866c13aaec51c95d413cd72b88d141-d662a12b8ced	F1658444	XP_049165146.1	319730at2759	Neoarthrinium moseri	ingroup	Ascomycota
M002234	M015491	ESMFold	ESM-S702be7c2b8a9d80e578eb585d8bfdb70ff813c7d216b6fb8167b4734b317bdb6-d662a12b8ced	F170446	QRV84849.1	319730at2759	Ceratobasidium sp. AG-Ba	ingroup	Basidiomycota
M002234	M016904	ESMFold	ESM-Sb77afd37d262d7db495f38f08689a03d43c6e91c9183cb533dc3d1bc74fd62d3-d662a12b8ced	F2600216	KAG8859418.1	319730at2759	Serendipita sp. 411	ingroup	Basidiomycota
M002242	M002242	AlphaFold	AF-A0A1U7LKD3-F1	F48691	OLL23053.1	160487at2759	Neolecta irregularis	ingroup	Ascomycota
M002243	M002243	AlphaFold	AF-A0A1U7LKE2-F1	F48691	OLL22991.1	4823929at2759	Neolecta irregularis	ingroup	Ascomycota
M002245	M002245	AlphaFold	AF-A0A1U7LKL9-F1	F48691	OLL23143.1	4837017at2759	Neolecta irregularis	ingroup	Ascomycota
M002245	M001285	AlphaFold	AF-A0A167CYL2-F1	F796027	XP_018734739.1	4837017at2759	Sugiyamaella lignohabitans	ingroup	Ascomycota
M002249	M002249	AlphaFold	AF-A0A1U7LM31-F1	F48691	OLL23714.1	4803900at2759	Neolecta irregularis	ingroup	Ascomycota
M002249	M008150	AlphaFold	AF-A0A9P8TKD5-F1	F599730	KAH3681531.1	4803900at2759	Waltiozyma pijperi	ingroup	Ascomycota
M002254	M002254	AlphaFold	AF-A0A1U7LNA6-F1	F48691	OLL24108.1	5000452at2759	Neolecta irregularis	ingroup	Ascomycota
M002266	M002266	AlphaFold	AF-A0A1U7LPW1-F1	F48691	OLL24669.1	776280at2759	Neolecta irregularis	ingroup	Ascomycota
M002272	M002272	AlphaFold	AF-A0A1U7LQB2-F1	F48691	OLL24773.1	5001318at2759	Neolecta irregularis	ingroup	Ascomycota
M002273	M002273	AlphaFold	AF-A0A1U7LQP5-F1	F48691	OLL24903.1	5005274at2759	Neolecta irregularis	ingroup	Ascomycota
M002274	M002274	AlphaFold	AF-A0A1U7LQQ9-F1	F48691	OLL24995.1	5004327at2759	Neolecta irregularis	ingroup	Ascomycota
M002275	M002275	AlphaFold	AF-A0A1U7LQV8-F1	F48691	OLL25045.1	5013259at2759	Neolecta irregularis	ingroup	Ascomycota
M002283	M002283	AlphaFold	AF-A0A1U7LRU8-F1	F48691	OLL25348.1	4896098at2759	Neolecta irregularis	ingroup	Ascomycota
M002285	M002285	AlphaFold	AF-A0A1U7LRV8-F1	F48691	OLL25406.1	4985971at2759	Neolecta irregularis	ingroup	Ascomycota
M002287	M002287	AlphaFold	AF-A0A1U7LS58-F1	F48691	OLL25497.1	649304at2759	Neolecta irregularis	ingroup	Ascomycota
M002293	M002293	AlphaFold	AF-A0A1U7LSV2-F1	F48691	OLL25622.1	539632at2759	Neolecta irregularis	ingroup	Ascomycota
M003021	M003021	AlphaFold	AF-A0A2T3B6K9-F1	F5101	XP_024722536.1	5013259at2759	Amorphotheca resinae	ingroup	Ascomycota
M003035	M003035	AlphaFold	AF-A0A2T3B8E3-F1	F5101	XP_024723180.1	5005010at2759	Amorphotheca resinae	ingroup	Ascomycota
M003503	M003503	AlphaFold	AF-A0A316YZ48-F1	F58919	XP_025594828.1	4986044at2759	Tilletiopsis washingtonensis	ingroup	Basidiomycota
M003507	M003507	AlphaFold	AF-A0A317XEA2-F1	F1882483	PWY96849.1	5004118at2759	Testicularia cyperi	ingroup	Basidiomycota
M003507	M001361	AlphaFold	AF-A0A167G673-F1	F63146	KZO90212.1	5004118at2759	Calocera viscosa	ingroup	Basidiomycota
M003507	M003473	AlphaFold	AF-A0A316UHU2-F1	F1569628	XP_025359402.1	5004118at2759	Jaminaea rosea	ingroup	Basidiomycota
M003507	M003505	AlphaFold	AF-A0A316Z0B7-F1	F58919	XP_025594733.1	5004118at2759	Tilletiopsis washingtonensis	ingroup	Basidiomycota
M003507	M007670	AlphaFold	AF-A0A9P6H3M5-F1	F56493	KAF9778212.1	5004118at2759	Thelephora terrestris	ingroup	Basidiomycota
M003509	M003509	AlphaFold	AF-A0A317XFA5-F1	F1882483	PWY97104.1	5005892at2759	Testicularia cyperi	ingroup	Basidiomycota
M003509	M003477	AlphaFold	AF-A0A316V0Y2-F1	F1280837	XP_025351512.1	5005892at2759	Meira miltonrushii	ingroup	Basidiomycota
M003509	M004475	AlphaFold	AF-A0A6A6P5J4-F1	F578093	KAF2459169.1	5005892at2759	Lineolata rhizophorae	ingroup	Ascomycota
M003509	M004732	AlphaFold	AF-A0A6A6UK85-F1	F703497	KAF2672180.1	5005892at2759	Microthyrium microscopicum	ingroup	Ascomycota
M003509	M002039	AlphaFold	AF-A0A1J7JEM7-F1	F177197	OIW31785.1	5005892at2759	Coniochaeta ligniaria	ingroup	Ascomycota
M003509	M005547	AlphaFold	AF-A0A6P8AZX4-F1	F148305	XP_030980526.1	5005892at2759	Pyricularia grisea	ingroup	Ascomycota
M003509	M009422	AlphaFold	AF-A0AAF0EWA6-F1	F223818	XP_060121210.1	5005892at2759	Malassezia japonica	ingroup	Basidiomycota
M003509	M014452	ESMFold	ESM-S3e2566fd25e1b4ff7dacfada6bdd3c3cb5aa87af15b014746c6111206b569a81-d662a12b8ced	F89243	MIE9576241.1	5005892at2759	Laccaria amethystina	ingroup	Basidiomycota
M003509	M000130	AlphaFold	AF-A0A074XQQ7-F1	F5580	XP_029764017.1	5005892at2759	Aureobasidium pullulans	ingroup	Ascomycota
M003509	M016134	ESMFold	ESM-S9132055716e710bf946c01520d95309f806c94566cd5e06fbad261c789338f8b-d662a12b8ced	F34349	XP_014565727.1	5005892at2759	Mixia osmundae	ingroup	Basidiomycota
M003515	M003515	AlphaFold	AF-A0A367XPX9-F1	F5486	RCK55676.1	288615at2759	Candida viswanathii	ingroup	Ascomycota
M003518	M003518	AlphaFold	AF-A0A367XRR7-F1	F5486	RCK56334.1	4975094at2759	Candida viswanathii	ingroup	Ascomycota
M003519	M003519	AlphaFold	AF-A0A367XS24-F1	F5486	RCK55592.1	4888252at2759	Candida viswanathii	ingroup	Ascomycota
M003527	M003527	AlphaFold	AF-A0A370TAE9-F1	F2656787	XP_031865137.1	4823929at2759	Venustampulla echinocandica	ingroup	Ascomycota
M003529	M003529	AlphaFold	AF-A0A370TAI7-F1	F2656787	XP_031865203.1	649304at2759	Venustampulla echinocandica	ingroup	Ascomycota
M003554	M003554	AlphaFold	AF-A0A370TI74-F1	F2656787	XP_031867875.1	4974767at2759	Venustampulla echinocandica	ingroup	Ascomycota
M003554	M009279	AlphaFold	AF-A0AAE1C370-F1	F574656	XP_064693349.1	4974767at2759	Recurvomyces mirabilis	ingroup	Ascomycota
M003563	M003563	AlphaFold	AF-A0A370TKL5-F1	F2656787	XP_031868728.1	4613677at2759	Venustampulla echinocandica	ingroup	Ascomycota
M003583	M003583	AlphaFold	AF-A0A370TQT9-F1	F2656787	XP_031870546.1	5006412at2759	Venustampulla echinocandica	ingroup	Ascomycota
M003583	M003054	AlphaFold	AF-A0A2T3BD74-F1	F5101	XP_024724884.1	5006412at2759	Amorphotheca resinae	ingroup	Ascomycota
M003583	M001053	AlphaFold	AF-A0A146FI42-F1	F1069201	XP_041544481.1	5006412at2759	Aspergillus luchuensis	ingroup	Ascomycota
M003586	M003586	AlphaFold	AF-A0A370TS18-F1	F2656787	XP_031870982.1	260326at2759	Venustampulla echinocandica	ingroup	Ascomycota
M003586	M000432	AlphaFold	AF-A0A0C4E2M8-F1	F148304	KLU87674.1	260326at2759	Magnaporthiopsis poae	ingroup	Ascomycota
M003586	M000432	AlphaFold	AF-A0A0C4E2M8-F1	F36779	XP_009217479.1	260326at2759	Gaeumannomyces tritici	ingroup	Ascomycota
M003586	M000990	AlphaFold	AF-A0A0W7VI50-F1	F398673	XP_018658895.1	260326at2759	Trichoderma gamsii	ingroup	Ascomycota
M003586	M000990	AlphaFold	AF-A0A0W7VI50-F1	F549676	XP_083064002.1	260326at2759	Trichoderma evansii	ingroup	Ascomycota
M003586	M000990	AlphaFold	AF-A0A0W7VI50-F1	F63577	XP_013943428.1	260326at2759	Trichoderma atroviride	ingroup	Ascomycota
M003586	M001134	AlphaFold	AF-A0A162VSP0-F1	F5454	XP_038793022.1	260326at2759	Ascochyta rabiei	ingroup	Ascomycota
M003586	M001413	AlphaFold	AF-A0A1B7YTW1-F1	F80884	XP_018163909.1	260326at2759	Colletotrichum higginsianum	ingroup	Ascomycota
M003586	M001473	AlphaFold	AF-A0A1B8B3L7-F1	F36050	XP_044711831.1	260326at2759	Fusarium poae	ingroup	Ascomycota
M003586	M001473	AlphaFold	AF-A0A1B8B3L7-F1	F5128	XP_083087508.1	260326at2759	Fusarium sambucinum	ingroup	Ascomycota
M003586	M003352	AlphaFold	AF-A0A2T4BKL1-F1	F58853	XP_024753167.1	260326at2759	Trichoderma citrinoviride	ingroup	Ascomycota
M003586	M003781	AlphaFold	AF-A0A420XX26-F1	F177199	RKU40196.1	260326at2759	Coniochaeta pulveracea	ingroup	Ascomycota
M003586	M003946	AlphaFold	AF-A0A436ZV80-F1	F2813651	XP_011121803.1	260326at2759	Orbilia oligospora	ingroup	Ascomycota
M003586	M003946	AlphaFold	AF-A0A436ZV80-F1	F97331	XP_067488286.1	260326at2759	Arthrobotrys flagrans	ingroup	Ascomycota
M003586	M008463	AlphaFold	AF-A0A9W8RIG0-F1	F1328300	XP_052919216.1	260326at2759	Fusarium keratoplasticum	ingroup	Ascomycota
M003586	M008463	AlphaFold	AF-A0A9W8RIG0-F1	F195108	XP_053002257.1	260326at2759	Fusarium falciforme	ingroup	Ascomycota
M003586	M008599	AlphaFold	AF-A0A9W9JQW4-F1	F173216	XP_062752221.1	260326at2759	Trichoderma aggressivum	ingroup	Ascomycota
M003586	M008599	AlphaFold	AF-A0A9W9JQW4-F1	F1738374	XP_083077749.1	260326at2759	Trichoderma camerunense	ingroup	Ascomycota
M003586	M008599	AlphaFold	AF-A0A9W9JQW4-F1	F2034170	XP_056033267.1	260326at2759	Trichoderma breve	ingroup	Ascomycota
M003586	M008599	AlphaFold	AF-A0A9W9JQW4-F1	F5544	XP_024777220.1	260326at2759	Trichoderma harzianum	ingroup	Ascomycota
M003586	M009478	AlphaFold	AF-A0AAI9Z396-F1	F1209916	XP_060316788.1	260326at2759	Colletotrichum costaricense	ingroup	Ascomycota
M003586	M009478	AlphaFold	AF-A0AAI9Z396-F1	F1209934	XP_060388796.1	260326at2759	Colletotrichum tamarilloi	ingroup	Ascomycota
M003586	M009478	AlphaFold	AF-A0AAI9Z396-F1	F1671311	XP_060392287.1	260326at2759	Colletotrichum abscissum	ingroup	Ascomycota
M003586	M009478	AlphaFold	AF-A0AAI9Z396-F1	F2283408	XP_083119006.1	260326at2759	Colletotrichum jinshuiense	ingroup	Ascomycota
M003586	M009478	AlphaFold	AF-A0AAI9Z396-F1	F34406	XP_062774987.1	260326at2759	Colletotrichum destructivum	ingroup	Ascomycota
M003586	M009687	AlphaFold	AF-A0AAN6E7U9-F1	F2486360	XP_062673412.1	260326at2759	Exophiala viscosa	ingroup	Ascomycota
M003586	M011265	AlphaFold	AF-I1RCB7-F1	F101028	XP_009253184.1	260326at2759	Fusarium pseudograminearum	ingroup	Ascomycota
M003586	M011265	AlphaFold	AF-I1RCB7-F1	F5518	XP_011316994.1	260326at2759	Fusarium graminearum	ingroup	Ascomycota
M003586	M011779	AlphaFold	AF-L8FNJ4-F1	F3342545	KAL5347178.1	260326at2759	Pseudogymnoascus australis	ingroup	Ascomycota
M003586	M011779	AlphaFold	AF-L8FNJ4-F1	F342668	XP_018131903.1	260326at2759	Pseudogymnoascus verrucosus	ingroup	Ascomycota
M003586	M011779	AlphaFold	AF-L8FNJ4-F1	F655981	XP_024320162.1	260326at2759	Pseudogymnoascus destructans	ingroup	Ascomycota
M003586	M012884	AlphaFold	AF-W2S8N8-F1	F293227	XP_008713367.1	260326at2759	Cyphellophora europaea	ingroup	Ascomycota
M003586	M013128	AlphaFold	AF-X0C4L3-F1	F117187	XP_018744151.1	260326at2759	Fusarium verticillioides	ingroup	Ascomycota
M003586	M013128	AlphaFold	AF-X0C4L3-F1	F5127	XP_023425489.1	260326at2759	Fusarium fujikuroi	ingroup	Ascomycota
M003586	M013128	AlphaFold	AF-X0C4L3-F1	F5507	XP_059463888.1	260326at2759	Fusarium oxysporum	ingroup	Ascomycota
M003596	M003596	AlphaFold	AF-A0A370TTU7-F1	F2656787	XP_031871599.1	5000452at2759	Venustampulla echinocandica	ingroup	Ascomycota
M003596	M006101	AlphaFold	AF-A0A875SBM0-F1	F13502	XP_038780950.1	5000452at2759	Brettanomyces nanus	ingroup	Ascomycota
M003599	M003599	AlphaFold	AF-A0A370TUD7-F1	F2656787	XP_031871801.1	129234at2759	Venustampulla echinocandica	ingroup	Ascomycota
M004227	M004227	AlphaFold	AF-A0A5E8BU50-F1	F2606893	XP_031854778.1	707076at2759	Magnusiomyces paraingens	ingroup	Ascomycota
M004228	M004228	AlphaFold	AF-A0A5E8BUB5-F1	F2606893	XP_031854577.1	4823929at2759	Magnusiomyces paraingens	ingroup	Ascomycota
M004228	M005360	AlphaFold	AF-A0A6G1HCB1-F1	F1176130	KAF1990795.1	4823929at2759	Aulographum hederae	ingroup	Ascomycota
M004228	M005736	AlphaFold	AF-A0A7R7W7I7-F1	F1069201	XP_041541588.1	4823929at2759	Aspergillus luchuensis	ingroup	Ascomycota
M004228	M005777	AlphaFold	AF-A0A7R7XED7-F1	F1220207	XP_041551348.1	4823929at2759	Aspergillus puulaauensis	ingroup	Ascomycota
M004228	M012101	AlphaFold	AF-Q2UEA6-F1	F5059	XP_041144884.2	4823929at2759	Aspergillus flavus	ingroup	Ascomycota
M004228	M012101	AlphaFold	AF-Q2UEA6-F1	F5062	XP_023091131.1	4823929at2759	Aspergillus oryzae	ingroup	Ascomycota
M004228	M005860	AlphaFold	AF-A0A7R7ZNI9-F1	F182096	XP_043137100.1	4823929at2759	Aspergillus chevalieri	ingroup	Ascomycota
M004228	M010383	AlphaFold	AF-C1GUQ7-F1	F1048829	XP_002795674.1	4823929at2759	Paracoccidioides lutzii	ingroup	Ascomycota
M004228	M010657	AlphaFold	AF-E4URQ0-F1	F63402	XP_003175742.1	4823929at2759	Nannizzia gypsea	ingroup	Ascomycota
M004228	M012323	AlphaFold	AF-Q5BH19-F1	F162425	XP_050469311.1	4823929at2759	Aspergillus nidulans	ingroup	Ascomycota
M004228	M011950	AlphaFold	AF-P0CM76-F1	F40410	XP_571080.1	4823929at2759	Cryptococcus deneoformans	ingroup	Basidiomycota
M004228	M012616	AlphaFold	AF-U1FU16-F1	F364733	XP_007806037.1	4823929at2759	Endocarpon pusillum	ingroup	Ascomycota
M004231	M004231	AlphaFold	AF-A0A5E8BVU4-F1	F2606893	XP_031855273.1	5005274at2759	Magnusiomyces paraingens	ingroup	Ascomycota
M004231	M001339	AlphaFold	AF-A0A167F684-F1	F796027	XP_018737366.1	5005274at2759	Sugiyamaella lignohabitans	ingroup	Ascomycota
M004232	M004232	AlphaFold	AF-A0A5E8BW46-F1	F2606893	XP_031855389.1	115730at2759	Magnusiomyces paraingens	ingroup	Ascomycota
M004235	M004235	AlphaFold	AF-A0A5E8BXM7-F1	F2606893	XP_031854210.1	4974767at2759	Magnusiomyces paraingens	ingroup	Ascomycota
M004235	M000349	AlphaFold	AF-A0A0C2TSY5-F1	F41956	KAM6496205.1	4974767at2759	Amanita muscaria	ingroup	Basidiomycota
M004235	M000631	AlphaFold	AF-A0A0H2R0M8-F1	F27342	KLO05345.1	4974767at2759	Schizopora paradoxa	ingroup	Basidiomycota
