catalog_source	assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	taxon_name	genus	family	order	class	phylum	kingdom	superkingdom	provisional_proteome_url	selection_status	assembly_choice_reason
genbank_fungi	GCA_900162805.1	PRJEB11553	SAMEA79702918	FUGC00000000.1	na	4954	4954	Zygosaccharomyces bailii	strain=IST302	na	latest	Scaffold	Major	Full	2017-06-15	version 1	Institute of Bioinformatics and Systems Biology	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/162/805/GCA_900162805.1_version_1/	na	na	na	haploid	fungi	10772966	10761381	42.500000	0	105	176	Institute of Bioinformatics and Systems Biology	Annotation submitted by Institute of Bioinformatics and Systems Biology	2017-06-15	5409	5141	268	na	Zygosaccharomyces bailii	Zygosaccharomyces	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/162/805/GCA_900162805.1_version_1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_900074765.1	PRJEB12930	SAMEA3888429	FJUO00000000.1	na	4955	4955	Lachancea fermentati	na	na	latest	Chromosome	Major	Full	2016-10-26	LAFE0	INRA UMR 1319	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/074/765/GCA_900074765.1_LAFE0/	na	na	na	haploid	fungi	10264457	10242639	42.500000	8	8	36	INRA UMR 1319	Annotation submitted by INRA UMR 1319	2021-10-20	5586	5228	216	na	Lachancea fermentati	Lachancea	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/074/765/GCA_900074765.1_LAFE0//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000026365.1	PRJNA39573	SAMEA3138235	na	reference genome	4956	4956	Zygosaccharomyces rouxii	strain=CBS 732	na	latest	Chromosome	Major	Full	2009-06-05	ASM2636v1	Genolevures Consortium	GCA_000026365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/365/GCF_000026365.1_ASM2636v1/	na	assembly from type material	na	haploid	fungi	9764635	9763366	39.000000	7	7	9	Genolevures Consortium	Annotation submitted by Genolevures Consortium	2025-07-15	5323	4991	332	19525356	Zygosaccharomyces rouxii	Zygosaccharomyces	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/365/GCF_000026365.1_ASM2636v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_965637955.1	PRJEB89506	SAMEA118561575	CBFEWG000000000.1	reference genome	4957	4957	Zygosaccharomyces bisporus	strain=JB6Y2	na	latest	Contig	Major	Full	2026-02-27	ZPJB6Y2_assembly	VRIJE UNIVERSITEIT BRUSSEL	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/637/955/GCA_965637955.1_ZPJB6Y2_assembly/	na	na	na	haploid	fungi	11073449	11073449	44.000000	0	38	38	VRIJE UNIVERSITEIT BRUSSEL	Annotation submitted by VRIJE UNIVERSITEIT BRUSSEL	2026-02-10	5318	5032	286	na	Zygosaccharomyces bisporus	Zygosaccharomyces	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/637/955/GCA_965637955.1_ZPJB6Y2_assembly//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000006445.2	PRJNA12410	SAMEA3138183	na	reference genome	284592	4959	Debaryomyces hansenii CBS767	strain=CBS767	na	latest	Chromosome	Major	Full	2008-09-16	ASM644v2	Genolevures Consortium	GCA_000006445.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/445/GCF_000006445.2_ASM644v2/	na	assembly from type material	na	haploid	fungi	12152486	12151761	36.500000	7	7	14	Genolevures Consortium	GCF_000006445.2-RS_2026_03	2026-03-04	6520	6282	236	15229592;18673395	Debaryomyces hansenii	Debaryomyces	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/445/GCF_000006445.2_ASM644v2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_025882075.1	PRJNA926498	SAMN26195980	JAKWFO000000000.1	reference genome	4972	4972	Dioszegia hungarica	strain=PDD-24b-2	na	latest	Contig	Major	Full	2022-10-28	ASM2588207v1	Universite de Strasbourg	GCA_025882075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/882/075/GCF_025882075.1_ASM2588207v1/	na	na	na	haploid	fungi	20956552	20956552	57.000000	0	16	16	Universite de Strasbourg	Annotation submitted by Universite de Strasbourg	2023-01-27	8321	8234	83	36259934	Dioszegia hungarica	Dioszegia	Bulleribasidiaceae	Tremellales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/882/075/GCF_025882075.1_ASM2588207v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_036810415.1	PRJNA1105966	SAMN02086250	na	reference genome	1295534	4975	Kwoniella dendrophila CBS 6074	strain=CBS 6074	na	latest	Complete Genome	Major	Full	2024-02-22	ASM3681041v1	Broad Institute	GCA_036810415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/810/415/GCF_036810415.1_ASM3681041v1/	na	assembly from type material	na	haploid	fungi	23026020	23026020	38.500000	11	11	11	Broad Institute	Annotation submitted by Broad Institute	2024-07-02	8131	8023	60	na	Kwoniella dendrophila	Kwoniella	Cryptococcaceae	Tremellales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/810/415/GCF_036810415.1_ASM3681041v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_002102565.1	PRJNA396742	SAMN05445367	NBSH00000000.1	reference genome	4999	4999	Kockovaella imperatae	strain=NRRL Y-17943	na	latest	Contig	Major	Full	2017-04-20	Kocim1	DOE Joint Genome Institute	GCA_002102565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/102/565/GCF_002102565.1_Kocim1/	na	na	na	haploid	fungi	17465713	17465713	52.000000	0	38	38	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2017-08-28	7428	7392	32	na	Kockovaella imperatae	Kockovaella	Cuniculitremaceae	Tremellales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/102/565/GCF_002102565.1_Kocim1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_050403325.1	PRJDB17412	SAMD00735291	BAABVI000000000.1	reference genome	5002	5002	Sporobolomyces johnsonii	strain=JCM1840	na	latest	Contig	Major	Full	2024-05-01	S_johnsonii_JCM1840v1	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/325/GCA_050403325.1_S_johnsonii_JCM1840v1/	na	na	na	haploid	fungi	21811286	21811286	61.500000	0	422	422	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	Annotation submitted by Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	2025-05-16	7699	7699	0	na	Sporobolomyces johnsonii	Sporobolomyces	Sporidiobolaceae	Sporidiobolales	Microbotryomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/325/GCA_050403325.1_S_johnsonii_JCM1840v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_050403405.1	PRJDB17412	SAMD00735295	BAABVM000000000.1	na	5003	5003	Sporobolomyces pararoseus	strain=JCM5350	na	latest	Contig	Major	Full	2024-05-01	S_pararoseus_JCM5350v1	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/405/GCA_050403405.1_S_pararoseus_JCM5350v1/	na	na	na	haploid	fungi	22408324	22408324	47.500000	0	938	938	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	Annotation submitted by Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	2025-05-16	8372	8372	0	na	Sporobolomyces pararoseus	Sporobolomyces	Sporidiobolaceae	Sporidiobolales	Microbotryomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/405/GCA_050403405.1_S_pararoseus_JCM5350v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_050403045.1	PRJDB17412	SAMD00735276	BAABUU000000000.1	reference genome	5004	5004	Rhodosporidiobolus ruineniae	strain=JCM8097	na	latest	Contig	Major	Full	2024-05-01	Rs_ruineniae_JCM8097v1	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/045/GCA_050403045.1_Rs_ruineniae_JCM8097v1/	na	na	na	haploid	fungi	25142625	25142625	64.000000	0	409	409	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	Annotation submitted by Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	2025-05-16	9584	9584	0	na	Rhodosporidiobolus ruineniae	Rhodosporidiobolus	Sporidiobolaceae	Sporidiobolales	Microbotryomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/045/GCA_050403045.1_Rs_ruineniae_JCM8097v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_050403505.1	PRJDB17412	SAMD00735300	BAABVR000000000.1	reference genome	5005	5005	Sporobolomyces salmonicolor	strain=JCM1841	na	latest	Contig	Major	Full	2024-05-01	S_salmonicolor_JCM1841v1	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/505/GCA_050403505.1_S_salmonicolor_JCM1841v1/	na	assembly from heterotypic synonym type material	na	haploid	fungi	20466144	20466144	61.500000	0	785	785	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	Annotation submitted by Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	2025-05-16	7108	7108	0	na	Sporobolomyces salmonicolor	Sporobolomyces	Sporidiobolaceae	Sporidiobolales	Microbotryomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/505/GCA_050403505.1_S_salmonicolor_JCM1841v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_011074885.1	PRJNA691332	SAMN12257691	na	reference genome	5007	5007	Brettanomyces bruxellensis	strain=UCD 2041	na	latest	Complete Genome	Major	Full	2020-10-30	ASM1107488v2	Australian Wine Research Institute	GCA_011074885.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/074/885/GCF_011074885.1_ASM1107488v2/	na	na	na	haploid	fungi	13150648	13150648	40.000000	9	9	9	Australian Wine Research Institute	Annotation submitted by Australian Wine Research Institute	2021-09-16	5342	5243	99	32122298	Brettanomyces bruxellensis	Brettanomyces	Pichiaceae	Pichiales	Pichiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/074/885/GCF_011074885.1_ASM1107488v2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_000312925.2	PRJEA74523	SAMEA2272291	CAHR00000000.2	na	1097556	5011	Taphrina deformans PYCC 5710	strain=PYCC 5710	na	latest	Scaffold	Major	Full	2013-03-28	ASM31292v2	Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/925/GCA_000312925.2_ASM31292v2/	na	na	na	haploid	fungi	13364053	13241258	49.500000	0	394	508	Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa	Annotation submitted by Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa	2013-03-28	4657	4650	2	23631913	Taphrina deformans	Taphrina	Taphrinaceae	Taphrinales	Taphrinomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/925/GCA_000312925.2_ASM31292v2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_028858645.1	PRJNA1128250	SAMN33211508	JARAAZ000000000.1	reference genome	5016	5016	Bipolaris maydis	strain=C4	na	latest	Scaffold	Major	Full	2023-02-23	CocheC4_6	DOE Joint Genome Institute	GCA_028858645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/858/645/GCF_028858645.1_CocheC4_6/	na	na	na	haploid	fungi	37785996	37675028	48.500000	0	70	82	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2024-06-26	11399	11323	75	36883814	Bipolaris maydis	Bipolaris	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/858/645/GCF_028858645.1_CocheC4_6//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000523435.1	PRJNA245123	SAMN02981449	AMCN00000000.1	reference genome	930089	5017	Bipolaris zeicola 26-R-13	strain=26-R-13	na	latest	Scaffold	Major	Full	2014-01-30	Cochliobolus carbonum v1.0	JGI	GCA_000523435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/435/GCF_000523435.1_Cochliobolus_carbonum_v1.0/	na	na	na	haploid	fungi	31267936	31249390	51.000000	0	844	882	JGI	Annotation submitted by JGI	2024-01-05	12848	12848	0	23357949	Bipolaris zeicola	Bipolaris	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/435/GCF_000523435.1_Cochliobolus_carbonum_v1.0//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_022343315.1	PRJNA1128256	SAMN15948182	JACTNS000000000.1	reference genome	5022	5022	Plenodomus lingam	strain=CAN1	na	latest	Scaffold	Major	Full	2022-02-18	CAIQ.LM.1	Chinese Academy of Inspection and Quarantine	GCA_022343315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/343/315/GCF_022343315.1_CAIQ.LM.1/	na	na	na	haploid	fungi	42037832	42037732	45.500000	0	48	49	Chinese Academy of Inspection and Quarantine	Annotation submitted by Chinese Academy of Inspection and Quarantine	2024-06-26	11989	11837	152	na	Plenodomus lingam	Plenodomus	Leptosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/343/315/GCF_022343315.1_CAIQ.LM.1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_009769425.1	PRJNA504484	SAMN10423485	WNWS00000000.1	na	5025	5025	Venturia inaequalis	strain=120213	na	latest	Scaffold	Major	Full	2019-12-19	ASM976942v1	ARS	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/769/425/GCA_009769425.1_ASM976942v1/	na	na	na	haploid	fungi	61563202	61561402	44.000000	0	6915	6933	ARS	Annotation submitted by ARS	2019-12-19	12093	11997	96	na	Venturia inaequalis	Venturia	Venturiaceae	Venturiales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/769/425/GCA_009769425.1_ASM976942v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000150115.1	PRJNA786948	SAMN02953690	ABBS00000000.2	reference genome	447093	5037	Histoplasma capsulatum G186AR	strain=G186AR	na	latest	Scaffold	Major	Full	2009-03-23	ASM15011v1	WashU	GCA_000150115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/115/GCF_000150115.1_ASM15011v1/	na	na	na	haploid	fungi	30438878	30238072	44.500000	0	86	355	WashU	Annotation submitted by WashU	2022-04-19	9363	9253	109	na	Histoplasma capsulatum	Histoplasma	Ajellomycetaceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/115/GCF_000150115.1_ASM15011v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000003525.1	PRJNA319322	SAMN02953741	ACBT00000000.1	reference genome	559297	5039	Blastomyces dermatitidis ER-3	strain=ER-3	na	latest	Scaffold	Major	Full	2009-02-24	BD_ER3_V1	Broad Institute	GCA_000003525.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/525/GCF_000003525.1_BD_ER3_V1/	na	na	na	haploid	fungi	66568269	66230255	37.000000	0	25	591	Broad Institute	Annotation submitted by Broad Institute	2022-04-19	10080	9754	132	na	Blastomyces dermatitidis	Blastomyces	Ajellomycetaceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/525/GCF_000003525.1_BD_ER3_V1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_041956615.1	PRJNA1064969	SAMN39447112	JAZGTA000000000.1	reference genome	5041	5041	Malbranchea cinnamomea	strain=CBS 343.55	na	latest	Scaffold	Major	Full	2024-09-16	Malci1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/956/615/GCA_041956615.1_Malci1/	na	na	na	haploid	fungi	24330608	24311673	50.000000	0	347	1855	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2024-09-25	9156	9034	122	39266695	Malbranchea cinnamomea	Malbranchea	Malbrancheaceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/956/615/GCA_041956615.1_Malci1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
