entry_id	taxon_id	protein_id	repeat_order	canonical_residues	gap_residues	ambiguous_residues	source_BRF1_hits	source_gene_status
G0000797	F318774	KAI9824293.1	2	82	10	0	1	unique_gene
G0000798	F318774	KAI9830406.1	2	83	9	0	0	unique_gene
G0000799	F326681	XP_051308741.1	2	83	9	0	1	unique_gene
G0000800	F326681	XP_051308785.1	2	77	15	0	0	unique_gene
G0000801	F326684	XP_047825679.1	2	84	8	0	0	unique_gene
G0000802	F326684	XP_047828283.1	2	82	10	0	1	unique_gene
G0000803	F332112	EHM99760.1	2	83	9	0	0	unique_gene
G0000805	F332112	EHN04094.1	2	83	9	0	0	unique_gene
G0000806	F332112	EHN07001.1	2	90	2	0	1	unique_gene
G0000807	F3342545	KAL5346329.1	2	83	9	0	1	unique_gene
G0000808	F3342545	KAL5352320.1	2	87	5	0	0	unique_gene
G0000809	F3384825	KAN4399878.1	2	86	6	0	0	unique_gene
G0000810	F3384825	KAN4400006.1	2	83	9	0	1	unique_gene
G0000811	F339359	KAJ2899390.1	2	76	16	0	0	unique_gene
G0000813	F342668	XP_018130125.1	2	83	9	0	1	unique_gene
G0000814	F342668	XP_018135585.1	2	87	5	0	0	unique_gene
G0000816	F34349	XP_014565771.1	2	81	11	0	0	unique_gene
G0000817	F34349	XP_014568588.1	2	86	6	0	1	unique_gene
G0000818	F34406	XP_062774407.1	2	80	12	0	1	unique_gene
G0000819	F34406	XP_062774619.1	2	84	8	0	0	unique_gene
G0000820	F34480	KAK9702921.1	2	81	11	0	0	unique_gene
G0000821	F34480	KAK9719513.1	2	89	3	0	1	unique_gene
G0000822	F34480	KAK9761219.1	2	89	3	0	0	unique_gene
G0000823	F34480	KAK9763720.1	2	82	10	0	0	unique_gene
G0000825	F34485	KAJ9057714.1	2	86	6	0	1	unique_gene
G0000826	F34485	KAJ9058600.1	2	86	6	0	1	unique_gene
G0000829	F34485	KAJ9080902.1	2	85	7	0	0	unique_gene
G0000830	F34485	KAJ9081451.1	2	81	11	0	0	unique_gene
G0000831	F34485	KAJ9084494.1	2	85	7	0	0	unique_gene
G0000835	F34488	KXN71290.1	2	84	8	0	0	unique_gene
G0000836	F34488	KXN73468.1	2	85	7	0	1	unique_gene
G0000839	F348617	KAI0233879.1	2	82	10	0	0	unique_gene
G0000840	F348617	KAI0243919.1	2	84	8	0	0	unique_gene
G0000842	F36035	XP_045932776.1	2	88	4	0	0	unique_gene
G0000843	F36035	XP_045933298.1	2	88	4	0	1	unique_gene
G0000844	F36050	XP_044709631.1	2	83	9	0	1	unique_gene
G0000845	F36050	XP_044711148.1	2	75	17	0	0	unique_gene
G0000846	F364730	KAL9096583.1	2	79	13	0	0	unique_gene
G0000847	F364730	KAL9097629.1	2	76	16	0	1	unique_gene
G0000848	F364733	XP_007801318.1	2	86	6	0	0	unique_gene
G0000849	F364733	XP_007801641.1	2	85	7	0	1	unique_gene
G0000850	F36779	XP_009219876.1	2	79	13	0	1	unique_gene
G0000851	F36779	XP_009221464.1	2	72	20	0	0	unique_gene
G0000852	F370292	KAF9651751.1	2	84	8	0	0	unique_gene
G0000853	F370292	KAF9652812.1	2	85	7	0	1	unique_gene
G0000854	F37769	XP_003194805.1	2	75	17	0	0	unique_gene
G0000855	F37769	XP_003194905.1	2	77	15	0	1	unique_gene
G0000856	F378194	XP_047878023.1	2	85	7	0	1	unique_gene
G0000857	F378194	XP_047882030.1	2	80	12	0	0	unique_gene
G0000861	F383834	XP_066793527.1	2	82	10	0	0	unique_gene
G0000862	F383834	XP_066796849.1	2	87	5	0	1	unique_gene
G0000863	F38799	KZT24570.1	2	86	6	0	0	unique_gene
G0000864	F38799	KZT25749.1	2	86	6	0	1	unique_gene
G0000866	F390894	KAF2496634.1	2	84	8	0	0	unique_gene
G0000867	F390894	KAF2501453.1	2	79	13	0	1	unique_gene
G0000868	F393283	XP_007826827.1	2	77	15	0	0	unique_gene
G0000869	F393283	XP_007842130.1	2	83	9	0	1	unique_gene
G0000870	F39416	XP_002839704.1	2	85	7	0	0	unique_gene
G0000871	F39416	XP_002841927.1	2	85	7	0	1	unique_gene
G0000872	F398673	XP_018663133.1	2	73	19	0	0	unique_gene
G0000873	F398673	XP_018663448.2	2	83	9	0	1	unique_gene
G0000874	F400354	MCJ1376612.1	2	85	7	0	1	unique_gene
G0000875	F400354	MCJ1376678.1	2	76	16	0	0	unique_gene
G0000876	F401625	CEH13438.1	2	88	4	0	1	unique_gene
G0000877	F401625	CEH16743.1	2	86	6	0	0	unique_gene
G0000878	F40410	XP_571484.1	2	77	15	0	1	unique_gene
G0000879	F40410	XP_571527.1	2	75	17	0	0	unique_gene
G0000881	F40492	XP_007302417.1	2	77	15	0	0	unique_gene
G0000882	F40492	XP_007307029.1	2	86	6	0	1	unique_gene
G0000883	F40559	XP_001556701.1	2	83	9	0	1	unique_gene
G0000885	F40559	XP_024551912.1	2	86	6	0	0	unique_gene
G0000886	F41759	XP_073584790.1	2	87	5	0	0	unique_gene
G0000887	F41759	XP_073586727.1	2	84	8	0	1	unique_gene
G0000888	F41833	XP_051440365.1	2	85	7	0	0	unique_gene
G0000893	F41833	XP_051448948.1	2	87	5	0	1	unique_gene
G0000895	F418498	KAL8292264.1	2	85	7	0	0	unique_gene
G0000896	F418498	KAL8293709.1	2	85	7	0	1	unique_gene
G0000898	F41956	KAM6496114.1	2	77	15	0	0	unique_gene
G0000900	F41956	KAM6499847.1	2	85	7	0	1	unique_gene
G0000901	F41990	KAJ9130523.1	2	81	11	0	1	unique_gene
G0000902	F41990	KAJ9138389.1	2	69	23	0	0	unique_gene
G0000904	F42068	XP_018229439.1	2	87	5	0	1	unique_gene
G0000905	F42068	XP_018229971.1	2	83	9	0	0	unique_gene
G0000908	F423460	ORX95439.1	2	89	3	0	1	unique_gene
G0000909	F423460	ORY03902.1	2	81	11	0	0	unique_gene
G0000910	F423460	ORY05960.1	2	82	10	0	0	unique_gene
G0000911	F42374	XP_002417007.1	2	89	3	0	0	unique_gene
G0000912	F42374	XP_002422086.1	2	85	7	0	0	unique_gene
G0000913	F42374	XP_002422100.1	2	89	3	0	1	unique_gene
G0000914	F43433	XP_051340625.1	2	88	4	0	1	unique_gene
G0000915	F43433	XP_051343616.1	2	85	7	0	0	unique_gene
G0000917	F43959	XP_064850562.1	2	89	3	0	1	unique_gene
G0000918	F43959	XP_064854212.1	2	87	5	0	0	unique_gene
G0000919	F44089	XP_066788454.1	2	83	9	0	0	unique_gene
G0000920	F44089	XP_066791560.1	2	86	6	0	1	unique_gene
G0000921	F443868	MCJ1312366.1	2	76	16	0	0	unique_gene
G0000922	F443868	MCJ1314028.1	2	88	4	0	1	unique_gene
G0000924	F44442	CAO3669967.1	2	85	7	0	0	unique_gene
G0000928	F44565	KAO0764047.1	2	87	5	0	1	unique_gene
G0000930	F44565	KAO0767012.1	2	84	8	0	0	unique_gene
G0000931	F45228	KAO0773024.1	2	85	7	0	0	unique_gene
G0000932	F45228	KAO0775335.1	2	85	7	0	1	unique_gene
G0000935	F460848	KAI9714091.1	2	85	7	0	0	unique_gene
G0000936	F460848	KAI9724340.1	2	81	11	0	1	unique_gene
G0000937	F460854	KAI9767409.1	2	82	10	0	1	unique_gene
G0000939	F460854	KAI9778904.1	2	78	14	0	0	unique_gene
G0000940	F462254	XP_033395035.1	2	85	7	0	0	unique_gene
G0000941	F462254	XP_033401723.1	2	86	6	0	0	unique_gene
G0000942	F462254	XP_033403033.1	2	80	12	0	1	unique_gene
G0000943	F467971	KZT40943.1	2	85	7	0	1	unique_gene
G0000944	F467971	KZT42978.1	2	82	10	0	0	unique_gene
G0000945	F470096	XP_033603382.1	2	84	8	0	1	unique_gene
G0000946	F470096	XP_033603883.1	2	85	7	0	0	unique_gene
G0000947	F474922	XP_045256619.1	2	81	11	0	0	unique_gene
G0000948	F474922	XP_045264319.1	2	82	10	0	1	unique_gene
G0000949	F4754	XP_018224721.1	2	87	5	0	1	unique_gene
G0000950	F4754	XP_018227014.1	2	84	8	0	0	unique_gene
G0000951	F48021	KAI0056018.1	2	88	4	0	1	unique_gene
G0000952	F48021	KAI0060851.1	2	79	13	0	0	unique_gene
G0000954	F4808	KAI9183089.1	2	84	8	0	1	unique_gene
G0000955	F4808	KAI9189461.1	2	77	15	0	0	unique_gene
G0000956	F48095	XP_069310327.1	2	85	7	0	0	unique_gene
G0000957	F48095	XP_069311022.1	2	76	16	0	1	unique_gene
G0000959	F4837	XP_018292234.1	2	88	4	0	0	unique_gene
G0000961	F4837	XP_018298210.1	2	87	5	0	1	unique_gene
G0000962	F4837	XP_018298745.1	2	88	4	0	0	unique_gene
G0000963	F4840	XP_069234981.1	2	87	5	0	1	unique_gene
G0000965	F4840	XP_069242986.1	2	86	6	0	0	unique_gene
G0000968	F48563	XP_041303788.1	2	78	14	0	0	unique_gene
G0000969	F48563	XP_041310853.1	2	90	2	0	1	unique_gene
G0000971	F48565	KAG2752484.1	2	78	14	0	0	unique_gene
G0000972	F48565	KAG2754437.1	2	90	2	0	1	unique_gene
G0000973	F48578	XP_041175361.1	2	80	12	0	0	unique_gene
G0000974	F48578	XP_041183700.1	2	90	2	0	1	unique_gene
G0000976	F48586	XP_041237340.1	2	78	14	0	0	unique_gene
G0000978	F48586	XP_041247087.1	2	90	2	0	1	unique_gene
G0000979	F48587	XP_041187370.1	2	78	14	0	0	unique_gene
G0000980	F48587	XP_041199515.1	2	90	2	0	1	unique_gene
G0000982	F48593	KAG2343599.1	2	80	12	0	0	unique_gene
G0000983	F48593	KAG2350692.1	2	90	2	0	1	unique_gene
G0000984	F4866	KAJ1958613.1	2	62	30	0	0	unique_gene
G0000985	F4866	KAJ1961685.1	2	86	6	0	1	unique_gene
G0000986	F4866	KAJ1964538.1	2	82	10	0	0	unique_gene
G0000990	F48691	OLL22397.1	2	85	7	0	0	unique_gene
G0000991	F48691	OLL24572.1	2	86	6	0	1	unique_gene
G0000992	F4874	KAF0419075.1	2	86	6	0	1	unique_gene
G0000998	F4874	KAF0506313.1	2	79	13	0	0	unique_gene
G0000999	F4874	KAF0510177.1	2	79	13	0	0	unique_gene
G0001001	F4896	NP_001342959.1	2	87	5	0	1	unique_gene
G0001002	F4896	NP_594229.1	2	84	8	0	0	unique_gene
G0001005	F4897	XP_002172775.1	2	85	7	0	0	unique_gene
G0001006	F4897	XP_002174286.1	2	86	6	0	1	unique_gene
G0001007	F4903	XP_020068942.1	2	86	6	0	0	unique_gene
G0001008	F4903	XP_020072503.1	2	87	5	0	1	unique_gene
G0001009	F4909	XP_029322960.1	2	85	7	0	0	unique_gene
G0001010	F4909	XP_029323201.1	2	87	5	0	1	unique_gene
G0001011	F4918	ODV97584.1	2	87	5	0	1	unique_gene
G0001012	F4918	ODV98196.1	2	88	4	0	0	unique_gene
G0001013	F4927	XP_019039910.1	2	87	5	0	0	unique_gene
G0001014	F4927	XP_019041350.1	2	88	4	0	1	unique_gene
G0001015	F4932	NP_011762.1	2	90	2	0	1	unique_gene
G0001017	F4932	NP_015411.1	2	83	9	0	0	unique_gene
G0001019	F500713	XP_076532139.1	2	88	4	0	1	unique_gene
G0001021	F500713	XP_076534165.1	2	77	15	0	0	unique_gene
G0001022	F5011	CCG82300.1	2	84	8	0	0	unique_gene
G0001023	F5022	XP_003843493.1	2	83	9	0	0	unique_gene
G0001024	F5022	XP_065954613.1	2	75	17	0	1	unique_gene
G0001025	F50376	QDS67585.1	2	85	7	0	0	unique_gene
G0001026	F50376	QDS75325.1	2	77	15	0	1	unique_gene
G0001027	F5059	XP_041143036.1	2	87	5	0	0	unique_gene
G0001028	F5059	XP_071366449.1	2	84	8	0	1	unique_gene
G0001029	F5062	XP_001819770.1	2	87	5	0	0	unique_gene
G0001030	F5062	XP_023091566.1	2	84	8	0	1	unique_gene
G0001032	F50956	KAG9292805.1	2	85	7	0	0	unique_gene
G0001033	F50956	KAG9293342.1	2	83	9	0	0	unique_gene
G0001034	F50956	KAG9301168.1	2	84	8	0	0	unique_gene
G0001035	F50956	KAG9304737.1	2	88	4	0	1	unique_gene
G0001036	F50990	TDL18229.1	2	85	7	0	1	unique_gene
G0001038	F50990	TDL29658.1	2	77	15	0	0	unique_gene
G0001039	F5101	XP_024721358.1	2	88	4	0	0	unique_gene
G0001040	F5101	XP_024721705.1	2	83	9	0	1	unique_gene
G0001041	F5116	XP_040777764.1	2	80	12	0	0	unique_gene
G0001042	F5116	XP_040777879.1	2	82	10	0	1	unique_gene
G0001043	F5127	XP_023424421.1	2	83	9	0	0	unique_gene
G0001044	F5127	XP_023435848.1	2	83	9	0	1	unique_gene
G0001045	F5128	XP_083083603.1	2	83	9	0	1	unique_gene
G0001046	F5128	XP_083086839.1	2	75	17	0	0	unique_gene
G0001047	F5147	XP_003349933.1	2	79	13	0	0	unique_gene
G0001049	F51930	ODV88844.1	2	84	8	0	0	unique_gene
G0001050	F51930	ODV92582.1	2	86	6	0	1	unique_gene
G0001051	F5207	XP_012050410.1	2	77	15	0	1	unique_gene
G0001052	F5207	XP_012050525.1	2	75	17	0	0	unique_gene
G0001053	F5208	XP_066068605.1	2	74	18	0	0	unique_gene
G0001054	F5208	XP_066068695.1	2	78	14	0	1	unique_gene
G0001055	F5210	XP_046032636.1	2	76	16	0	0	unique_gene
G0001056	F5210	XP_046033178.1	2	84	8	0	1	unique_gene
G0001057	F5219	KZV83445.1	2	86	6	0	1	unique_gene
G0001060	F5219	KZW04362.1	2	78	14	0	0	unique_gene
G0001061	F5281	XP_013244599.1	2	84	8	0	0	unique_gene
G0001064	F5286	XP_016272167.1	2	88	4	0	1	unique_gene
G0001065	F5286	XP_016272637.1	2	77	15	0	0	unique_gene
G0001068	F52883	MCJ1343919.1	2	76	16	0	0	unique_gene
G0001069	F52883	MCJ1344026.1	2	87	5	0	1	unique_gene
G0001070	F52883	MCJ1345786.1	2	83	9	0	0	unique_gene
G0001071	F52883	MCJ1346560.1	2	76	16	0	0	unique_gene
G0001072	F5364	TFK55632.1	2	87	5	0	0	unique_gene
G0001073	F5365	XP_067532257.1	2	86	6	0	1	unique_gene
G0001075	F5365	XP_067541424.1	2	78	14	0	0	unique_gene
G0001076	F5414	KAO0759666.1	2	82	10	0	0	unique_gene
G0001077	F5414	KAO0759682.1	2	82	10	0	0	unique_gene
G0001078	F5414	KAO0769069.1	2	87	5	0	1	unique_gene
G0001080	F54195	XP_020045167.1	2	89	3	0	1	unique_gene
G0001081	F54195	XP_020045180.1	2	84	8	0	0	unique_gene
G0001082	F5454	XP_038799482.1	2	75	17	0	1	unique_gene
G0001083	F5454	XP_038799533.1	2	84	8	0	0	unique_gene
G0001084	F5476	XP_710164.1	2	85	7	0	0	unique_gene
G0001085	F5476	XP_711715.1	2	89	3	0	1	unique_gene
G0001086	F5476	XP_721557.1	2	89	3	0	0	unique_gene
G0001087	F5479	KAL6453646.1	2	89	3	0	0	unique_gene
G0001088	F5479	KAL6454388.1	2	85	7	0	0	unique_gene
G0001089	F5479	KAL6454392.1	2	89	3	0	1	unique_gene
G0001090	F5482	XP_002545797.1	2	88	4	0	0	unique_gene
G0001091	F5482	XP_002545813.1	2	89	3	0	1	unique_gene
G0001092	F5482	XP_002550260.1	2	89	3	0	0	unique_gene
G0001093	F5486	RCK56575.1	2	89	3	0	0	unique_gene
G0001094	F5486	RCK59183.1	2	88	4	0	0	unique_gene
G0001095	F5486	RCK59543.1	2	87	5	0	1	unique_gene
G0001096	F5486	RCK60426.1	2	89	3	0	0	unique_gene
G0001097	F5486	RCK62592.1	2	87	5	0	1	unique_gene
G0001098	F5486	RCK62683.1	2	88	4	0	0	unique_gene
G0001099	F549676	XP_083062903.1	2	73	19	0	0	unique_gene
G0001100	F549676	XP_083065747.1	2	83	9	0	1	unique_gene
G0001101	F5507	XP_031034477.1	2	83	9	0	1	unique_gene
G0001102	F5507	XP_031042872.3	2	76	16	0	0	unique_gene
G0001103	F5518	XP_011316285.1	2	73	19	0	0	unique_gene
G0001104	F5518	XP_011321652.1	2	83	9	0	1	unique_gene
G0001105	F552467	XP_066607664.1	2	77	15	0	1	unique_gene
G0001106	F552467	XP_066607790.1	2	75	17	0	0	unique_gene
G0001108	F5544	XP_024773769.1	2	73	19	0	0	unique_gene
G0001109	F5544	XP_024776760.1	2	83	9	0	1	unique_gene
G0001110	F5570	XP_067498481.1	2	85	7	0	0	unique_gene
G0001111	F5570	XP_067505594.1	2	79	13	0	1	unique_gene
G0001112	F5580	XP_029755429.1	2	85	7	0	0	unique_gene
G0001113	F5580	XP_029756854.1	2	78	14	0	1	unique_gene
G0001119	F560253	XP_037154343.1	2	85	7	0	1	unique_gene
G0001120	F560253	XP_037154405.1	2	86	6	0	0	unique_gene
G0001123	F5606	XP_019021043.1	2	86	6	0	0	unique_gene
G0001124	F5606	XP_019022703.1	2	88	4	0	1	unique_gene
G0001125	F5619	XP_019031868.1	2	68	24	0	0	unique_gene
G0001126	F5619	XP_019034197.1	2	78	14	0	1	unique_gene
G0001127	F5630	XP_040763375.1	2	79	13	0	0	unique_gene
G0001128	F5630	XP_040763448.1	2	85	7	0	1	unique_gene
G0001130	F56409	KAL6946843.1	2	88	4	0	1	unique_gene
G0001131	F56409	KAL6950909.1	2	87	5	0	0	unique_gene
G0001132	F56493	KAF9782179.1	2	82	10	0	0	unique_gene
G0001133	F56493	KAF9787762.1	2	84	8	0	1	unique_gene
G0001136	F574656	XP_064690055.1	2	82	10	0	0	unique_gene
G0001137	F574656	XP_064696610.1	2	76	16	0	1	unique_gene
G0001138	F574677	CAO1613986.1	2	84	8	0	0	unique_gene
G0001139	F574677	CAO1623774.1	2	85	7	0	1	unique_gene
G0001141	F574774	OCL09691.1	2	85	7	0	0	unique_gene
G0001142	F574774	OCL12683.1	2	79	13	0	1	unique_gene
G0001143	F574789	XP_033570127.1	2	84	8	0	0	unique_gene
G0001144	F574789	XP_033582011.1	2	79	13	0	1	unique_gene
G0001147	F578093	KAF2457928.1	2	79	13	0	1	unique_gene
G0001149	F58291	XP_023467041.1	2	88	4	0	0	unique_gene
G0001151	F58291	XP_023470944.1	2	85	7	0	1	unique_gene
G0001152	F58853	XP_024750320.1	2	73	19	0	0	unique_gene
G0001153	F58853	XP_024751023.1	2	83	9	0	1	unique_gene
G0001155	F588596	XP_025168940.1	2	82	10	0	0	unique_gene
G0001157	F588596	XP_065991892.1	2	86	6	0	1	unique_gene
G0001159	F58919	XP_025594828.1	2	88	4	0	1	unique_gene
G0001160	F58919	XP_025601038.1	2	85	7	0	0	unique_gene
G0001161	F599730	KAH3683907.1	2	85	7	0	0	unique_gene
G0001162	F599730	KAH3686229.1	2	87	5	0	1	unique_gene
G0001163	F599839	XP_012178339.1	2	85	7	0	1	unique_gene
G0001164	F599839	XP_012179721.1	2	79	13	0	0	unique_gene
G0001165	F60197	KAG0140816.1	2	83	9	0	0	unique_gene
G0001166	F60197	KAG0141237.1	2	82	10	0	0	unique_gene
G0001167	F60197	KAG0143490.1	2	87	5	0	1	unique_gene
G0001168	F60197	KAG0147858.1	2	83	9	0	0	unique_gene
G0001169	F60197	KAG0151321.1	2	82	10	0	0	unique_gene
G0001170	F6035	NP_585866.1	2	83	9	0	0	unique_gene
G0001171	F6035	NP_597392.1	2	86	6	0	1	unique_gene
G0001172	F6039	XP_065328709.1	2	86	6	0	0	unique_gene
G0001173	F6039	XP_065329635.1	2	83	9	0	0	unique_gene
G0001175	F604196	KAG0271967.1	2	87	5	0	1	unique_gene
G0001177	F604196	KAG0276031.1	2	84	8	0	0	unique_gene
G0001179	F610337	KAJ9091339.1	2	83	9	0	0	unique_gene
G0001180	F610337	KAJ9095211.1	2	86	6	0	1	unique_gene
G0001181	F610337	KAJ9111984.1	2	89	3	0	1	unique_gene
G0001182	F61273	EPE09092.1	2	85	7	0	0	unique_gene
G0001183	F61273	EPE10525.1	2	81	11	0	1	unique_gene
G0001187	F61395	XP_040745953.1	2	83	9	0	0	unique_gene
G0001189	F61395	XP_040747324.1	2	62	30	0	0	unique_gene
G0001190	F61397	XP_051390107.1	2	83	9	0	0	unique_gene
G0001191	F61397	XP_051390108.1	2	82	10	0	0	unique_gene
G0001193	F61397	XP_051392655.1	2	80	12	0	0	unique_gene
G0001195	F61397	XP_051394956.1	2	86	6	0	1	unique_gene
G0001197	F61424	PVU86064.1	2	88	4	0	1	unique_gene
G0001199	F61424	PVU87658.1	2	82	10	0	0	unique_gene
G0001200	F61424	PVU90788.1	2	82	10	0	0	unique_gene
G0001201	F63146	KZO94648.1	2	86	6	0	1	unique_gene
G0001202	F63146	KZO98134.1	2	83	9	0	0	unique_gene
G0001203	F63378	UZJ53430.1	2	85	7	0	1	unique_gene
G0001204	F63378	UZJ56794.1	2	84	8	0	0	unique_gene
G0001205	F63402	XP_003177096.1	2	85	7	0	0	unique_gene
G0001206	F63402	XP_003177540.1	2	85	7	0	1	unique_gene
G0001207	F63577	XP_013947406.1	2	83	9	0	1	unique_gene
G0001208	F63577	XP_013948065.1	2	73	19	0	0	unique_gene
G0001209	F64504	KAJ3369974.1	2	76	16	0	0	unique_gene
G0001210	F64504	KAJ3369975.1	2	85	7	0	0	unique_gene
G0001211	F64504	KAJ3373326.1	2	84	8	0	1	unique_gene
G0001214	F64505	KAJ3363021.1	2	84	8	0	1	unique_gene
G0001221	F64517	KAJ3034800.1	2	85	7	0	0	unique_gene
G0001223	F64517	KAJ3039196.1	2	86	6	0	1	unique_gene
G0001226	F64517	KAJ3041349.1	2	81	11	0	0	unique_gene
G0001229	F64525	KAG0346560.1	2	83	9	0	0	unique_gene
G0001232	F64525	KAG0360330.1	2	86	6	0	1	unique_gene
G0001233	F64526	GAB5589899.1	2	87	5	0	1	unique_gene
G0001235	F64526	GAB5592850.1	2	85	7	0	0	unique_gene
G0001236	F64571	XP_021875713.1	2	84	8	0	0	unique_gene
G0001239	F64571	XP_021881495.1	2	85	7	0	1	unique_gene
G0001242	F64632	XP_052938175.1	2	84	8	0	1	unique_gene
G0001243	F64632	XP_052941316.1	2	87	5	0	0	unique_gene
G0001244	F65468	XP_073556710.1	2	73	19	0	0	unique_gene
G0001245	F65468	XP_073561157.1	2	83	9	0	1	unique_gene
G0001246	F655981	XP_024321523.1	2	83	9	0	1	unique_gene
G0001247	F655981	XP_024328007.1	2	87	5	0	0	unique_gene
G0001248	F65672	CAG7848698.1	2	83	9	0	0	unique_gene
G0001249	F65672	CAG7854717.1	2	85	7	0	1	unique_gene
G0001250	F658196	RIA87748.1	2	82	10	0	0	unique_gene
G0001252	F658196	RIA98979.1	2	86	6	0	1	unique_gene
G0001254	F669869	MCJ1266729.1	2	84	8	0	0	unique_gene
G0001255	F669869	MCJ1269781.1	2	85	7	0	1	unique_gene
G0001256	F67723	KAK2466012.1	2	80	12	0	0	unique_gene
G0001257	F67723	KAK2467607.1	2	85	7	0	1	unique_gene
G0001260	F68786	KIJ52660.1	2	88	4	0	1	unique_gene
G0001261	F68786	KIJ56925.1	2	78	14	0	0	unique_gene
G0001263	F69979	KAO0810764.1	2	81	11	0	0	unique_gene
G0001264	F703497	KAF2665280.1	2	80	12	0	1	unique_gene
G0001265	F703497	KAF2671537.1	2	75	17	0	0	unique_gene
G0001266	F703506	KAF2834776.1	2	79	13	0	1	unique_gene
G0001267	F703506	KAF2843177.1	2	82	10	0	0	unique_gene
G0001268	F703511	KAF2405166.1	2	83	9	0	0	unique_gene
G0001269	F703511	KAF2405269.1	2	74	18	0	1	unique_gene
G0001271	F70536	EJW04304.1	2	83	9	0	0	unique_gene
G0001272	F705562	KAF2723135.1	2	88	4	0	0	unique_gene
G0001273	F705562	KAF2725011.1	2	78	14	0	1	unique_gene
G0001274	F706196	EJS41253.1	2	83	9	0	0	unique_gene
G0001275	F708070	XP_064684328.1	2	88	4	0	0	unique_gene
G0001276	F708070	XP_064686491.1	2	84	8	0	1	unique_gene
G0001278	F708070	XP_064687956.1	2	88	4	0	0	unique_gene
G0001280	F710243	XP_053043405.1	2	82	10	0	1	unique_gene
G0001281	F710243	XP_065614974.1	2	84	8	0	0	unique_gene
G0001283	F71933	KAF8345136.1	2	86	6	0	1	unique_gene
G0001284	F72144	XP_070865829.1	2	76	16	0	0	unique_gene
G0001285	F72144	XP_070865908.1	2	80	12	0	1	unique_gene
G0001287	F741139	OCK82763.1	2	85	7	0	0	unique_gene
G0001288	F741139	OCK83876.1	2	79	13	0	1	unique_gene
G0001289	F746128	XP_754348.1	2	84	8	0	1	unique_gene
G0001290	F746128	XP_754557.1	2	87	5	0	0	unique_gene
G0001291	F76012	KAI9291530.1	2	86	6	0	0	unique_gene
G0001292	F76012	KAI9294005.1	2	89	3	0	0	unique_gene
G0001293	F76775	XP_027483762.1	2	82	10	0	0	unique_gene
G0001294	F76775	XP_027486283.1	2	88	4	0	1	unique_gene
G0001295	F76777	XP_018739154.1	2	82	10	0	0	unique_gene
G0001298	F77020	XP_017992446.1	2	82	10	0	0	unique_gene
G0001299	F77020	XP_017993274.1	2	88	4	0	1	unique_gene
G0001302	F78915	RKP08064.1	2	85	7	0	1	unique_gene
G0001303	F78915	RKP10180.1	2	81	11	0	0	unique_gene
G0001304	F78921	KAJ1908882.1	2	86	6	0	0	unique_gene
G0001306	F78921	KAJ1915234.1	2	81	11	0	0	unique_gene
G0001307	F78921	KAJ1916028.1	2	86	6	0	1	unique_gene
G0001308	F78921	KAJ1926833.1	2	81	11	0	0	unique_gene
G0001309	F796027	XP_018734913.1	2	84	8	0	1	unique_gene
G0001310	F796027	XP_018737852.1	2	87	5	0	0	unique_gene
G0001312	F796604	SGY14785.1	2	80	12	0	0	unique_gene
G0001314	F796604	SGZ28423.1	2	85	7	0	1	unique_gene
G0001315	F80663	KIM73778.1	2	86	6	0	1	unique_gene
G0001317	F80663	KIM91237.1	2	75	17	0	0	unique_gene
G0001318	F80884	XP_018163352.1	2	80	12	0	1	unique_gene
G0001319	F80884	XP_018163550.1	2	84	8	0	0	unique_gene
G0001320	F82268	KAI9016770.1	2	88	4	0	1	unique_gene
G0001322	F82508	XP_014177566.1	2	77	15	0	1	unique_gene
G0001323	F82508	XP_014182847.1	2	71	21	0	0	unique_gene
G0001324	F84751	XP_007880075.1	2	83	9	0	0	unique_gene
G0001325	F84751	XP_007881933.1	2	89	3	0	1	unique_gene
G0001326	F84753	XP_014655115.1	2	83	9	0	0	unique_gene
G0001328	F84753	XP_014659472.1	2	88	4	0	1	unique_gene
G0001329	F87287	KAI4133040.1	2	85	7	0	1	unique_gene
G0001330	F87287	KAI4136076.1	2	84	8	0	0	unique_gene
G0001331	F87326	KAF8735434.1	2	82	10	0	0	unique_gene
G0001332	F87326	KAF8737924.1	2	85	7	0	1	unique_gene
G0001333	F89243	MIE9578325.1	2	82	10	0	0	unique_gene
G0001335	F89243	MIE9584005.1	2	86	6	0	1	unique_gene
G0001336	F89922	KAJ9096002.1	2	86	6	0	1	unique_gene
G0001337	F89922	KAJ9096858.1	2	77	15	0	0	unique_gene
G0001338	F90408	MCJ1350555.1	2	76	16	0	0	unique_gene
G0001339	F90408	MCJ1350585.1	2	77	15	0	1	unique_gene
G0001340	F911321	XP_069249713.1	2	89	3	0	0	unique_gene
G0001342	F911321	XP_069256507.1	2	89	3	0	1	unique_gene
G0001343	F91480	KAI9654049.1	2	86	6	0	1	unique_gene
G0001344	F91480	KAI9654059.1	2	85	7	0	0	unique_gene
G0001345	F91625	KAG2171515.1	2	85	7	0	0	unique_gene
G0001346	F91625	KAG2171983.1	2	87	5	0	1	unique_gene
G0001350	F91930	KAN0727483.1	2	80	12	0	0	unique_gene
G0001351	F91930	KAN0734071.1	2	80	12	0	1	unique_gene
G0001352	F92988	GAB7361997.1	2	87	5	0	0	unique_gene
G0001353	F92988	GAB7363090.1	2	78	14	0	1	unique_gene
