case_id	target_node	target_is_terminal	split_smaller_side_taxa	target_dS	target_dN	target_branch_parameter	taxa	codons	minimum_taxon_codon_coverage	target_terminal_codon_coverage	delta_ll_at_half	delta_ll_at_double	delta_ll_at_tenfold	maximum_slice_improvement	marker_copy_caveat	saturated_pairwise_distance_warning_lines	parameter_boundary_warning_lines	nni_convergence_warning_lines	other_warning_lines
Wallemia__5001413at2759__code1	InternalNode1	False	F1540922;F245174	2.9225122373772106	0.08630455564003624	6.226227066382744	4	274	1.0		-11.87275573373563	-14.969547609667188	-247.3563537771979	0.0	none_recorded	0	0	0	0
Cryptococcus__538952at2759__code1	F5208	True	F5208	2.920591388648874	0.1398558378953283	5.1370188821015	10	456	0.9780701754385965	0.9802631578947368	-24.27925318835787	-34.34158992298944	-485.09046482629765	0.0	none_recorded	0	0	0	0
Cryptococcus__5000743at2759__code1	F5208	True	F5208	2.913135603950225	0.05795163803101586	6.76764571067907	8	179	0.7597765363128491	1.0	-4.053125038213921	-6.289441948520334	-118.83695395734071	-4.547473508864641e-13	none_recorded	0	0	0	0
Candida__4900375at2759__code12	F5482	True	F5482	2.8987907871744327	0.08005493489588776	6.323469078776383	4	208	1.0	1.0	-6.344312786748105	-9.588797529941985	-169.47181361240746	4.547473508864641e-13	none_recorded	0	0	0	0
Aspergillus__4613677at2759__code1	F746128	True	F746128	2.859944012474831	0.12307222140767926	4.829582663936726	9	119	0.7310924369747899	1.0	-6.568282198841871	-7.600792557438581	-110.70919717303991	4.547473508864641e-13	none_recorded	0	0	0	0
Cryptococcus__352891at2759__code1	InternalNode1	False	F104669;F5619	2.832604822245786	0.07210927565484121	7.018276808144784	10	249	1.0		-8.620917308775915	-10.994502887295312	-183.81110789752256	0.0	none_recorded	0	0	0	0
Wallemia__649304at2759__code1	InternalNode1	False	F1540922;F245174	2.8229403858129793	0.11287857868267212	5.736233257448313	4	283	1.0		-16.472130522458883	-20.660093274366318	-296.81960104875725	4.547473508864641e-13	none_recorded	0	0	0	0
Cryptococcus__5000362at2759__code1	InternalNode1	False	F104669;F5619	2.7904468132426508	0.08826146826275544	5.947808288064371	10	898	0.9855233853006682		-36.10204747277021	-46.15273102664105	-772.2236300853419	0.0	none_recorded	0	0	0	0
Malassezia__4900375at2759__code1	F77020	True	F77020	2.7899159815085595	0.11523032701610851	6.982449785011656	4	206	1.0	1.0	-6.927751977411845	-11.145065840610187	-182.98621276845734	0.0	none_recorded	0	0	0	0
Wallemia__5015403at2759__code1	F245174	True	F245174	2.787118325192522	0.08546866774473204	4.225290062881585	4	268	1.0	1.0	-9.025227361140423	-12.895129879382694	-231.21509666626798	0.0	none_recorded	0	0	0	0
Wallemia__5004478at2759__code1	InternalNode1	False	F1540922;F245174	2.764987032999272	0.11274167447432001	5.505911372859972	4	391	1.0		-17.960941897925295	-24.985257937665665	-391.82890881575804	0.0	none_recorded	0	0	0	0
Wallemia__727964at2759__code1	F245174	True	F245174	2.7648675038062027	0.09248618313455072	7.440550882789042	4	386	1.0	1.0	-15.734389452848973	-21.10320765059714	-347.7121076638773	-4.547473508864641e-13	none_recorded	0	0	0	0
Wallemia__5001318at2759__code1	InternalNode1	False	F1540922;F245174	2.7152790207500095	0.1050249601995145	5.95777111150308	4	361	1.0		-17.0198026203916	-22.130342632849533	-349.28061375639845	4.547473508864641e-13	none_recorded	0	0	0	0
Naganishia__707202at2759__code1	F104408	True	F104408	2.6428992981505357	0.06826518526644954	4.635946103764639	4	262	1.0	1.0	-10.523512148492046	-11.058565574631757	-205.04081654233232	-4.547473508864641e-13	none_recorded	0	0	0	0
Wallemia__5004327at2759__code1	F1540922	True	F1540922	2.6159725628122716	0.07478716519251213	5.268673810946309	4	764	1.0	1.0	-30.629802605590157	-39.75308459123062	-645.696753952454	0.0	none_recorded	0	0	0	0
Wallemia__5006326at2759__code1	F245174	True	F245174	2.6029784919542878	0.09032243614923655	4.68128085911872	4	587	1.0	1.0	-26.139858786662444	-31.673705264244745	-527.1564698572265	0.0	none_recorded	0	0	0	0
Malassezia__5003856at2759__code1	F76775	True	F76775	2.596695520424401	0.25125594752312636	6.051985522480719	5	277	0.8267148014440433	0.9638989169675091	-21.076709405255315	-27.39464151928314	-272.77949370784427	0.0	none_recorded	0	0	0	0
Naganishia__539632at2759__code1	F104408	True	F104408	2.596152338526863	0.02789323225135817	4.186218356494252	4	299	1.0	1.0	-11.32380167627798	-7.283128774683746	-111.95823299127346	-2.2737367544323206e-13	none_recorded	0	0	0	0
Malassezia__4940884at2759__code1	F2020962	True	F2020962	2.584496502249416	0.1253098805021066	5.64919257173367	5	784	0.985969387755102	0.985969387755102	-30.716230113754136	-46.87925065939089	-728.4404675154656	1.8189894035458565e-12	none_recorded	0	0	0	0
Cryptococcus__4983000at2759__code1	F5208	True	F5208	2.578920687483831	0.07444748382985489	5.881284065789206	10	496	1.0	1.0	-19.566148403310763	-24.725477171279636	-408.6802456673404	0.0	none_recorded	0	0	0	0
Wallemia__340246at2759__code1	InternalNode1	False	F1540922;F245174	2.574278486142474	0.10305600230093566	4.611592738802332	4	648	1.0		-29.563543969245075	-40.09670651707256	-628.8326046630391	0.0	none_recorded	0	0	0	0
Colletotrichum__201273at2759__code1	F2283408	True	F2283408	2.5290358531247903	0.13432038090966847	4.788512641544557	8	259	0.8687258687258688	1.0	-13.663884597674041	-19.007544143541054	-288.4281362418378	-4.547473508864641e-13	none_recorded	0	0	0	0
Malassezia__4837017at2759__code1	F2020962	True	F2020962	2.507073123218548	0.11344599550348355	7.757226987937261	5	228	1.0	1.0	-11.318687235435846	-14.420788492222073	-222.30172257349523	-4.547473508864641e-13	none_recorded	0	0	0	0
Naganishia__530740at2759__code1	F104408	True	F104408	2.487535393785623	0.05550562398905451	3.233795018237192	4	232	1.0	1.0	-11.024976515656135	-11.100839851880892	-169.19402262506537	0.0	none_recorded	0	0	0	0
Amanita__5015876at2759__code1	F235537	True	F235537	2.4698261005016175	0.13003123169500894	4.698069795960892	7	505	0.9603960396039604	1.0	-32.46211925586522	-39.86599188537821	-556.0454867775043	-9.094947017729282e-13	none_recorded	0	0	0	0
Tilletia__4843824at2759__code1	F1031713	True	F1031713	2.4508556598542404	0.0864467045240199	3.696868918364177	5	194	0.9123711340206185	1.0	-9.873881776748021	-10.908090136469127	-181.31564375875132	-4.547473508864641e-13	none_recorded	0	0	34	0
Tilletia__5000986at2759__code1	F1031713	True	F1031713	2.445378761160331	0.09517852686345218	6.259557604955784	5	482	0.9979253112033195	0.9979253112033195	-25.121854556262406	-29.166899217360424	-461.2018086173889	0.0	none_recorded	0	0	26	0
Cryptococcus__707202at2759__code1	InternalNode1	False	F104669;F5619	2.4025298439006386	0.07109070168876498	5.763099735462447	7	353	0.7308781869688386		-22.78897793318356	-20.12616777164203	-299.26766003404055	0.0	none_recorded	0	0	0	0
Umbelopsis__727964at2759__code1	F91625	True	F91625	2.371409092940083	0.09933759054356572	5.171729846101409	4	412	1.0	1.0	-23.236819822069265	-24.077188054366616	-402.48530616780863	-4.547473508864641e-13	none_recorded	0	0	0	0
Malassezia__4896098at2759__code1	F223818	True	F223818	2.3485001030285657	0.08207807796233789	5.282063215745075	4	180	1.0	1.0	-6.608730922611585	-8.14621335991069	-150.97563436407518	0.0	none_recorded	0	0	0	0
Cryptococcus__4843240at2759__code1	F5208	True	F5208	2.3443422202497457	0.18215157045886088	5.378684872768565	10	589	0.967741935483871	0.967741935483871	-36.701900221781216	-48.903331682151475	-584.2354399029073	0.0	none_recorded	0	0	0	0
Malassezia__5005010at2759__code1	F2020962	True	F2020962	2.340617191659306	0.1430403953991882	4.058830501393993	5	103	0.912621359223301	1.0	-5.268944109034919	-7.3667815938208605	-102.10227671457096	-4.547473508864641e-13	none_recorded	0	0	0	0
Cryptococcus__4969636at2759__code1	F5208	True	F5208	2.3389517151539927	0.054136130826519815	6.695361572317552	10	395	1.0	1.0	-11.85520163552792	-15.053122104275644	-251.93692504511682	4.547473508864641e-13	none_recorded	0	0	0	0
Cryptococcus__4975094at2759__code1	F5208	True	F5208	2.3020592014396923	0.09622560346759243	5.34981110389068	10	978	0.9314928425357873	0.9979550102249489	-44.95816630539048	-56.48406192576476	-899.1370158636328	-3.637978807091713e-12	none_recorded	0	0	0	0
Wallemia__4810093at2759__code1	InternalNode1	False	F1540922;F245174	2.2859614391761216	0.17754800800453782	4.661686369378853	4	726	1.0		-48.77393054388176	-62.537614133922034	-788.8098634388598	0.0	none_recorded	0	0	0	0
Naganishia__5000152at2759__code1	F104408	True	F104408	2.2736845250167073	0.052305919481733236	5.039118923543619	4	1117	1.0	1.0	-46.67095252184481	-42.21075938011745	-715.6847458791708	0.0	none_recorded	0	0	0	0
Cryptococcus__727964at2759__code1	F5208	True	F5208	2.2716862700930944	0.11789118240740247	5.597250706220777	10	422	0.8436018957345972	0.8436018957345972	-21.87756074378285	-26.219492444113712	-361.6441976006654	0.0	none_recorded	0	0	0	0
Cryptococcus__207567at2759__code1	F5208	True	F5208	2.253637450666835	0.01289092278525693	4.089897268506758	10	180	1.0	1.0	-8.723708353445318	-5.910338674598961	-48.50614955982019	0.0	none_recorded	0	0	10	0
Amanita__5000362at2759__code1	F41956	True	F41956	2.237664475482875	0.07624863864385971	3.858364776607687	5	897	0.9453734671125975	0.9988851727982163	-44.67219189116986	-48.64101844180004	-783.2557892877721	0.0	none_recorded	0	0	6	0
Umbelopsis__3643464at2759__code1	F91625	True	F91625	2.2365957241912855	0.0766714365238316	4.849877161950038	4	684	1.0	1.0	-29.879908060082016	-34.69470611516772	-581.6059002212769	0.0	none_recorded	0	0	0	0
Malassezia__5006412at2759__code1	F2020962	True	F2020962	2.231769842640321	0.1854911478118734	4.953088946713206	5	510	0.9490196078431372	0.9725490196078431	-31.974774025234183	-42.986801101043056	-512.1080001408918	-9.094947017729282e-13	none_recorded	0	0	0	0
Cryptococcus__260326at2759__code1	F5208	True	F5208	2.229237899478924	0.054066140840871954	5.103992070978779	10	170	0.7941176470588235	0.7941176470588235	-7.5416204623998055	-5.437855995906602	-90.11719731424637	-2.2737367544323206e-13	none_recorded	0	0	0	0
Tilletia__5004327at2759__code1	F1031713	True	F1031713	2.213089826813666	0.11503553611100827	4.855370375215682	5	806	0.9962779156327544	0.9962779156327544	-46.880849086830494	-53.93966315344824	-838.7237985776046	0.0	none_recorded	0	0	0	0
Cryptococcus__4896098at2759__code1	F5208	True	F5208	2.2082592843825966	0.06726126577840312	5.865555328664914	10	204	0.9411764705882353	1.0	-6.683295860744693	-9.018809718641933	-155.31526308101274	0.0	none_recorded	0	0	0	0
Candida__538728at2759__code12	F5479	True	F5479	2.208092658242807	0.14852049817416038	5.053567645208899	4	354	1.0	1.0	-17.798512734614178	-26.543340135095605	-357.4843768502351	4.547473508864641e-13	none_recorded	0	0	0	0
Candida__4888252at2759__code12	F5479	True	F5479	2.204588155444958	0.09027038225495686	6.027020711046132	4	832	1.0	1.0	-28.38449860093442	-42.07716512926345	-710.6406545529899	0.0	none_recorded	0	0	0	0
Candida__5001280at2759__code12	InternalNode1	False	F42374;F5476	2.1973292889419764	0.10282641177022651	5.352179966382972	4	670	1.0		-29.558736672697705	-39.83955864484324	-648.5702466410548	0.0	none_recorded	0	0	0	0
Cryptococcus__5013992at2759__code1	F5208	True	F5208	2.192355265477366	0.05792506720749278	5.221692215656063	10	804	0.945273631840796	0.945273631840796	-27.471953191995453	-32.188806028181716	-531.2160430631884	0.0	none_recorded	0	0	0	0
Candida__4843240at2759__code12	InternalNode1	False	F42374;F5476	2.1785622358936423	0.10119648947818156	5.511599692872759	4	629	1.0		-26.114771754215326	-37.15908583024611	-579.3486410088572	0.0	none_recorded	0	0	0	0
Amanita__5013726at2759__code1	F67723	True	F67723	2.1768331824991343	0.09443363847516408	4.510947911007979	7	183	0.994535519125683	1.0	-9.822458653682588	-10.19953073692659	-169.1896169615702	4.547473508864641e-13	none_recorded	0	0	0	0
Umbelopsis__4843240at2759__code1	F91625	True	F91625	2.1596898849273938	0.12042407015043306	4.127153067054204	4	482	1.0	1.0	-30.03896864087892	-37.10953918487303	-527.9219866892736	0.0	none_recorded	0	0	0	0
Naganishia__5005217at2759__code1	F104408	True	F104408	2.1595988344645405	0.13758944236447257	4.204992173879452	4	460	1.0	1.0	-30.44461936629432	-36.49030241309356	-504.3018972900818	0.0	none_recorded	0	0	0	0
Naganishia__5017019at2759__code1	F104408	True	F104408	2.1590185195128284	0.06029756606731417	3.937867362743018	4	392	1.0	1.0	-18.52186180765102	-18.29133277120718	-283.0147625761124	4.547473508864641e-13	none_recorded	0	0	0	0
Wallemia__4843240at2759__code1	InternalNode1	False	F1540922;F245174	2.146312015333691	0.08547399487971692	3.935014276031406	4	420	1.0		-16.698199602069963	-22.203952749768632	-364.98836372359665	4.547473508864641e-13	none_recorded	0	0	0	0
Cryptococcus__649304at2759__code1	F5619	True	F5619	2.145501794368079	0.0725235689931809	5.490659572662691	9	295	1.0	1.0	-8.904164814989599	-12.950939540314721	-227.62414281605834	-4.547473508864641e-13	none_recorded	0	0	0	0
Wallemia__707202at2759__code1	InternalNode1	False	F1540922;F245174	2.1204642805021567	0.09106586852106575	3.359519302439709	4	351	1.0		-12.317394529688045	-17.826258355164555	-309.30339320056555	0.0	none_recorded	0	0	0	0
Malassezia__5005697at2759__code1	F76775	True	F76775	2.112884169924516	0.13419085751187126	4.902153830091777	5	529	0.7296786389413988	0.994328922495274	-26.313847680006802	-36.97397876368086	-523.8293564487176	-9.094947017729282e-13	none_recorded	0	0	0	0
Cryptococcus__5001273at2759__code1	InternalNode1	False	F104669;F5619	2.1045425517827026	0.1291844619349139	4.756677178879881	10	235	0.9957446808510638		-12.99063219207028	-17.099650298467168	-242.75804911449723	0.0	none_recorded	0	0	12	0
Naganishia__288615at2759__code1	F104408	True	F104408	2.0938577703199135	0.036465017804133984	3.744762983451551	4	447	1.0	1.0	-19.423598250248233	-15.346098817560687	-225.30657265411674	4.547473508864641e-13	none_recorded	0	0	0	0
Cryptococcus__5000476at2759__code1	InternalNode1	False	F104669;F5619	2.093432709437511	0.11689379666620542	4.285170282937112	10	376	0.9973404255319149		-20.170206688568214	-25.62809155189825	-376.11680475858793	0.0	none_recorded	0	0	1	0
Wallemia__5000870at2759__code1	InternalNode1	False	F1540922;F245174	2.093090513229119	0.03939992706986392	4.055021048032901	4	698	1.0		-18.09499211302682	-20.57153313521394	-373.2689324898556	0.0	none_recorded	0	0	0	0
Wallemia__5011777at2759__code1	InternalNode1	False	F1540922;F245174	2.088804278246539	0.10703597730296549	3.977052220538132	4	598	1.0		-29.338528564095213	-38.66083916457865	-594.7307250407202	0.0	none_recorded	0	0	0	0
Malassezia__730114at2759__code1	F77020	True	F77020	2.0841457194635664	0.1776814710468452	5.684868142110521	5	523	0.9980879541108987	1.0	-25.62552893785596	-38.141836368406075	-493.76104662532	0.0	none_recorded	0	0	0	0
Naganishia__5004478at2759__code1	F104408	True	F104408	2.0831943927303116	0.03259637961094094	3.742944181224143	4	411	1.0	1.0	-16.794412354885026	-13.837632333415968	-195.00533020147168	0.0	none_recorded	0	0	0	0
Naganishia__5004327at2759__code1	F104408	True	F104408	2.0722165329340463	0.10664893931324808	4.346324844110357	4	808	1.0	1.0	-57.68107291885008	-58.198189105773054	-820.5966237020866	0.0	none_recorded	0	0	0	0
Cryptococcus__4900375at2759__code1	InternalNode1	False	F104669;F5619	2.060701037561753	0.11123744030126777	3.710582922740857	10	212	1.0		-13.189139220097331	-15.539842532304647	-216.5515064624392	9.094947017729282e-13	none_recorded	0	0	0	0
Malassezia__5014007at2759__code1	F2020962	True	F2020962	2.060327684799427	0.1210821435857047	5.113708947906888	5	564	0.973404255319149	0.973404255319149	-22.298096383253323	-33.446099049247096	-526.1151196792744	-9.094947017729282e-13	none_recorded	0	0	0	0
Wallemia__5015876at2759__code1	InternalNode1	False	F1540922;F245174	2.0593024635208845	0.09384585520723628	3.575107116648899	4	312	1.0		-14.649267382723338	-19.534659336900404	-305.2690101882886	0.0	none_recorded	0	0	0	0
Malassezia__5018803at2759__code1	F2020962	True	F2020962	2.0545945063445643	0.1220482345271203	5.280071654038569	5	824	0.9854368932038835	0.9939320388349514	-37.409927876491565	-53.48976543223762	-812.7635537608767	1.8189894035458565e-12	none_recorded	0	0	0	0
Cryptococcus__4764044at2759__code1	InternalNode1	False	F104669;F5619	2.04495351256798	0.14979361547203143	4.256058882212248	10	457	0.9168490153172867		-25.592197863959882	-34.34694846279672	-472.13435162848964	0.0	none_recorded	0	0	0	0
Colletotrichum__5013539at2759__code1	InternalNode2	False	F1095194;F2283408;F34406;F474922;F80884	2.044457590899675	0.20352905859670758	4.011924811442754	10	273	0.989010989010989		-16.885452272829752	-24.346376191261697	-283.689616654412	0.0	none_recorded	0	0	2	0
Malassezia__541070at2759__code1	F77020	True	F77020	2.04282412100673	0.1251255186916475	4.038512777691165	5	247	0.8016194331983806	1.0	-10.617488276315271	-15.371907018580714	-242.05884160928508	-4.547473508864641e-13	none_recorded	0	0	0	0
Malassezia__649304at2759__code1	F2020962	True	F2020962	2.030927965551264	0.09801207163150448	5.724226042543471	5	296	1.0	1.0	-12.214296555714554	-16.120536678641656	-262.6903696896352	4.547473508864641e-13	none_recorded	0	2	0	0
Wallemia__260326at2759__code1	F1540922	True	F1540922	2.0292163739895113	0.0341448728802902	3.349766464423874	4	148	1.0	1.0	-4.304157833244972	-4.39269904408502	-70.15801413773647	2.2737367544323206e-13	none_recorded	0	0	0	0
Naganishia__5015712at2759__code1	F104408	True	F104408	2.0273470948622623	0.06293295853556716	3.521469046223805	4	465	1.0	1.0	-22.44516797510005	-20.712181903221335	-343.74187589312623	0.0	none_recorded	0	0	0	0
Malassezia__5017019at2759__code1	F2020962	True	F2020962	2.023867875691087	0.093637531114599	4.125240021721489	5	384	0.9661458333333334	0.9661458333333334	-14.74316421331605	-20.256745784520717	-343.00156618711117	0.0	none_recorded	0	0	0	0
Cryptococcus__4985971at2759__code1	F5208	True	F5208	2.0218276878101697	0.060418593471548473	4.225187871557718	10	343	0.9825072886297376	0.9825072886297376	-10.917917702496652	-14.184332732648272	-241.04468324656455	0.0	none_recorded	0	0	0	0
Cryptococcus__540946at2759__code1	InternalNode1	False	F104669;F5619	2.0195025596903466	0.1460307975621607	5.561631607410574	10	411	0.9635036496350365		-22.522717235674463	-29.836826697179276	-414.99619540707226	0.0	none_recorded	0	0	0	0
