case_id	taxa	nucleotide_columns	distinct_aligned_sequences	variable_nucleotide_columns	parsimony_informative_nucleotide_columns	marker_copy_caveat	status
Cryptococcus__5005196at2759__code1	10	1329	10	505	344	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5005196at2759__code1	4	1311	4	443	102	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5005215at2759__code1	10	1770	9	738	573	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5005215at2759__code1	10	1794	10	419	279	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5005215at2759__code1	10	1785	10	439	366	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5005215at2759__code1	10	1782	10	453	335	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5005215at2759__code1	7	1686	7	483	275	none_recorded	ready_for_supported_tree_diagnostic
Candida__5005215at2759__code12	4	1665	4	484	151	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5005215at2759__code1	7	1656	7	878	561	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5005215at2759__code1	9	1707	9	391	148	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5005215at2759__code1	5	1734	5	807	308	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5005215at2759__code1	4	1734	4	202	34	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5005215at2759__code1	5	1731	4	447	87	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5005215at2759__code1	10	1692	10	635	418	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5005215at2759__code1	4	1701	4	509	134	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5005215at2759__code1	4	1692	4	518	126	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5005217at2759__code1	10	1416	10	687	532	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5005217at2759__code1	10	1428	10	505	345	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5005217at2759__code1	10	1422	10	495	425	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5005217at2759__code1	9	1425	9	489	331	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5005217at2759__code1	7	1332	7	462	244	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5005217at2759__code1	7	1380	7	775	454	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5005217at2759__code1	10	1422	10	430	175	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5005217at2759__code1	4	1380	4	592	120	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5005217at2759__code1	5	1401	5	861	382	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5005217at2759__code1	4	1422	4	329	33	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5005217at2759__code1	5	1437	3	462	85	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5005217at2759__code1	9	1419	9	705	306	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5005217at2759__code1	4	1263	4	553	164	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5005217at2759__code1	4	1320	4	505	127	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5005274at2759__code1	10	1011	10	522	377	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5005274at2759__code1	10	1041	10	392	264	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5005274at2759__code1	10	1023	10	292	247	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5005274at2759__code1	10	1011	10	354	266	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5005274at2759__code1	7	1008	7	358	190	none_recorded	ready_for_supported_tree_diagnostic
Candida__5005274at2759__code12	4	960	4	218	59	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5005274at2759__code1	7	879	7	462	268	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5005274at2759__code1	9	867	9	226	105	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5005274at2759__code1	4	822	4	469	56	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5005274at2759__code1	5	990	5	530	212	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5005274at2759__code1	4	963	4	149	16	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5005274at2759__code1	5	1047	4	349	53	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5005274at2759__code1	10	963	10	435	327	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5005274at2759__code1	4	894	4	294	115	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5005274at2759__code1	4	819	4	271	62	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5005697at2759__code1	10	1728	10	767	598	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5005697at2759__code1	8	1743	8	515	315	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5005697at2759__code1	10	1752	10	518	447	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5005697at2759__code1	10	1734	10	800	346	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5005697at2759__code1	7	1569	7	505	293	none_recorded	ready_for_supported_tree_diagnostic
Candida__5005697at2759__code12	4	1380	4	456	136	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5005697at2759__code1	7	1722	7	1030	480	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5005697at2759__code1	10	1737	10	379	180	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5005697at2759__code1	4	1236	4	793	102	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5005697at2759__code1	5	1587	5	847	304	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5005697at2759__code1	4	1653	4	271	32	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5005697at2759__code1	5	1707	4	451	98	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5005697at2759__code1	10	1686	10	721	526	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5005697at2759__code1	4	627	4	385	40	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5005750at2759__code1	10	423	10	181	124	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5005750at2759__code1	9	540	8	134	98	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5005750at2759__code1	9	540	9	97	72	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5005750at2759__code1	10	549	10	111	82	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5005750at2759__code1	7	534	7	121	69	none_recorded	ready_for_supported_tree_diagnostic
Candida__5005750at2759__code12	4	465	4	172	31	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5005750at2759__code1	4	348	4	143	28	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5005750at2759__code1	5	498	5	73	8	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5005750at2759__code1	5	507	5	201	84	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5005750at2759__code1	4	531	4	59	10	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5005750at2759__code1	5	522	3	130	24	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5005750at2759__code1	10	525	10	181	117	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5005750at2759__code1	4	495	4	129	34	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5005750at2759__code1	4	363	4	78	22	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5005892at2759__code1	10	1080	10	502	398	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5005892at2759__code1	10	1119	10	393	288	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5005892at2759__code1	10	1110	10	384	348	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5005892at2759__code1	10	1101	10	345	246	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5005892at2759__code1	7	1080	7	341	184	none_recorded	ready_for_supported_tree_diagnostic
Candida__5005892at2759__code12	4	1065	4	312	90	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5005892at2759__code1	7	903	7	447	287	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5005892at2759__code1	8	1152	8	252	103	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5005892at2759__code1	4	1071	4	598	77	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5005892at2759__code1	5	1128	5	575	244	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5005892at2759__code1	5	1101	4	282	41	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5005892at2759__code1	10	1164	10	504	364	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5005892at2759__code1	4	1098	4	356	122	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5005892at2759__code1	4	951	4	260	57	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5006326at2759__code1	10	1776	10	745	551	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5006326at2759__code1	10	1776	10	438	284	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5006326at2759__code1	9	1776	9	456	373	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5006326at2759__code1	9	1761	9	451	210	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5006326at2759__code1	7	1749	7	487	274	none_recorded	ready_for_supported_tree_diagnostic
Candida__5006326at2759__code12	4	1749	4	420	140	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5006326at2759__code1	7	1764	7	801	500	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5006326at2759__code1	10	1770	10	452	205	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5006326at2759__code1	4	1596	4	867	114	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5006326at2759__code1	5	1746	5	842	347	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5006326at2759__code1	4	1749	4	269	60	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5006326at2759__code1	5	1737	3	445	94	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5006326at2759__code1	10	1767	10	697	473	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5006326at2759__code1	4	1761	4	660	173	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5006326at2759__code1	4	1746	4	550	127	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5006412at2759__code1	10	1614	10	1012	806	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5006412at2759__code1	10	1716	10	540	339	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5006412at2759__code1	10	1677	10	535	461	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5006412at2759__code1	10	1680	10	538	405	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5006412at2759__code1	7	1554	7	610	331	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5006412at2759__code1	6	1521	6	845	385	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5006412at2759__code1	10	1551	10	462	175	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5006412at2759__code1	5	1530	5	848	308	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5006412at2759__code1	4	1635	4	287	24	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5006412at2759__code1	4	1074	4	407	83	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5006412at2759__code1	10	1590	10	782	527	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5006412at2759__code1	4	1563	4	576	200	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5011777at2759__code1	10	2088	10	1116	887	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5011777at2759__code1	10	2106	10	840	560	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5011777at2759__code1	10	2103	10	820	703	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5011777at2759__code1	10	2115	10	1301	568	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5011777at2759__code1	7	1761	7	726	414	none_recorded	ready_for_supported_tree_diagnostic
Candida__5011777at2759__code12	4	1770	4	784	203	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5011777at2759__code1	7	2001	7	1143	709	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5011777at2759__code1	10	2034	10	1160	261	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5011777at2759__code1	4	1473	4	1066	118	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5011777at2759__code1	5	1866	5	1084	409	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5011777at2759__code1	4	2019	4	371	38	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5011777at2759__code1	5	1893	4	650	127	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5011777at2759__code1	10	2010	10	991	689	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5011777at2759__code1	4	1794	4	755	250	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5011777at2759__code1	4	1476	4	1038	116	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5013042at2759__code1	10	1191	10	592	439	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5013042at2759__code1	10	1224	10	304	183	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5013042at2759__code1	10	1224	10	440	385	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5013042at2759__code1	10	1221	10	423	313	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5013042at2759__code1	7	1200	7	538	322	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5013042at2759__code1	10	1191	10	277	112	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5013042at2759__code1	4	1137	4	218	20	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5013042at2759__code1	5	1197	4	344	85	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5013042at2759__code1	10	1170	10	637	425	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5013042at2759__code1	4	1140	4	401	78	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5013067at2759__code1	10	984	9	325	230	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5013067at2759__code1	10	984	10	168	112	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5013067at2759__code1	10	984	10	171	137	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5013067at2759__code1	10	984	10	155	111	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5013067at2759__code1	7	990	7	232	133	none_recorded	ready_for_supported_tree_diagnostic
Candida__5013067at2759__code12	4	990	4	241	66	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5013067at2759__code1	7	978	7	392	259	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5013067at2759__code1	10	981	10	221	99	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5013067at2759__code1	4	981	4	262	44	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5013067at2759__code1	5	978	5	422	217	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5013067at2759__code1	4	933	4	76	8	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5013067at2759__code1	5	978	3	217	43	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5013067at2759__code1	10	978	10	345	235	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5013067at2759__code1	4	975	4	324	100	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5013067at2759__code1	4	978	4	231	59	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5013259at2759__code1	9	492	9	225	141	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5013259at2759__code1	10	507	10	98	47	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5013259at2759__code1	10	501	10	167	147	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5013259at2759__code1	9	498	9	81	57	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5013259at2759__code1	7	492	7	94	44	none_recorded	ready_for_supported_tree_diagnostic
Candida__5013259at2759__code12	4	486	4	79	29	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5013259at2759__code1	6	429	6	295	93	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5013259at2759__code1	10	495	10	106	41	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5013259at2759__code1	4	363	4	200	25	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5013259at2759__code1	5	465	5	155	64	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5013259at2759__code1	4	510	4	86	21	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5013259at2759__code1	5	495	4	105	24	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5013259at2759__code1	10	516	10	146	98	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5013259at2759__code1	4	432	4	164	14	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5013539at2759__code1	10	858	10	401	286	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5013539at2759__code1	10	819	10	539	417	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5013539at2759__code1	10	852	10	238	192	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5013539at2759__code1	10	849	10	257	188	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5013539at2759__code1	7	849	7	219	115	none_recorded	ready_for_supported_tree_diagnostic
Candida__5013539at2759__code12	4	840	4	145	31	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5013539at2759__code1	7	837	7	343	199	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5013539at2759__code1	10	852	10	232	78	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5013539at2759__code1	5	837	5	340	135	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5013539at2759__code1	4	795	4	92	5	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5013539at2759__code1	5	864	4	204	43	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5013539at2759__code1	10	822	10	301	210	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5013539at2759__code1	4	822	4	235	68	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5013539at2759__code1	4	828	4	223	50	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5013726at2759__code1	10	549	10	279	202	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5013726at2759__code1	10	549	9	161	102	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5013726at2759__code1	10	549	10	138	113	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5013726at2759__code1	9	549	9	113	76	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5013726at2759__code1	7	549	7	143	86	none_recorded	ready_for_supported_tree_diagnostic
Candida__5013726at2759__code12	4	549	4	119	18	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5013726at2759__code1	7	549	7	271	159	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5013726at2759__code1	10	549	10	102	46	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5013726at2759__code1	5	546	5	204	90	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5013726at2759__code1	4	546	4	61	8	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5013726at2759__code1	5	546	3	129	26	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5013726at2759__code1	10	546	10	198	138	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5013726at2759__code1	4	543	4	133	41	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5013726at2759__code1	4	492	4	108	17	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5013738at2759__code1	10	732	10	392	309	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5013738at2759__code1	8	741	8	150	87	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5013738at2759__code1	9	738	9	200	178	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5013738at2759__code1	10	744	10	199	155	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5013738at2759__code1	7	738	7	228	129	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5013738at2759__code1	6	681	6	328	150	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5013738at2759__code1	10	678	10	148	46	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5013738at2759__code1	5	675	5	289	119	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5013738at2759__code1	4	699	3	100	7	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Tilletia__5013738at2759__code1	5	723	3	210	49	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5013738at2759__code1	10	675	10	235	154	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5013738at2759__code1	4	642	4	202	72	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5013738at2759__code1	4	714	4	196	46	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5013992at2759__code1	10	2445	10	979	756	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5013992at2759__code1	10	2433	10	795	546	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5013992at2759__code1	9	2433	9	803	715	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5013992at2759__code1	10	2412	10	742	575	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5013992at2759__code1	6	2175	6	887	477	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5013992at2759__code1	6	2400	6	1054	575	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5013992at2759__code1	10	2412	10	478	196	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5013992at2759__code1	4	1566	4	1036	98	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5013992at2759__code1	5	2385	5	1231	526	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5013992at2759__code1	4	2379	4	387	104	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5013992at2759__code1	5	2424	3	715	119	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5013992at2759__code1	10	2412	10	885	597	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5013992at2759__code1	4	1689	4	1154	105	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5013992at2759__code1	4	2214	4	716	158	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5014007at2759__code1	10	1770	10	855	670	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5014007at2759__code1	10	1806	10	608	444	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5014007at2759__code1	9	1773	9	518	448	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5014007at2759__code1	8	1713	8	487	334	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5014007at2759__code1	7	1680	7	577	332	none_recorded	ready_for_supported_tree_diagnostic
Candida__5014007at2759__code12	4	1557	4	499	144	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5014007at2759__code1	7	1776	7	879	523	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5014007at2759__code1	9	1773	9	436	172	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5014007at2759__code1	4	1404	4	842	103	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5014007at2759__code1	5	1692	5	957	411	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5014007at2759__code1	5	1824	4	570	116	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5014007at2759__code1	10	1779	10	743	548	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5014007at2759__code1	4	1656	4	596	195	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5014007at2759__code1	4	1614	4	591	118	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5015403at2759__code1	10	1284	10	606	437	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5015403at2759__code1	10	1287	10	371	220	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5015403at2759__code1	10	1278	10	389	316	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5015403at2759__code1	9	1290	9	366	228	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5015403at2759__code1	7	1272	7	446	245	none_recorded	ready_for_supported_tree_diagnostic
Candida__5015403at2759__code12	4	1245	4	425	158	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5015403at2759__code1	7	1230	7	581	353	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5015403at2759__code1	10	1257	10	319	140	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5015403at2759__code1	4	804	4	289	59	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5015403at2759__code1	5	1128	5	562	208	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5015403at2759__code1	4	1266	4	210	28	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5015403at2759__code1	5	1269	5	375	107	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5015403at2759__code1	10	1239	10	559	367	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5015403at2759__code1	4	804	4	325	67	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5015403at2759__code1	4	1203	4	386	106	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5015647at2759__code1	10	2592	10	1212	960	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5015647at2759__code1	10	2598	10	968	687	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5015647at2759__code1	10	2613	10	774	662	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5015647at2759__code1	9	2604	9	737	503	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5015647at2759__code1	7	2532	7	751	446	none_recorded	ready_for_supported_tree_diagnostic
Candida__5015647at2759__code12	4	2409	4	626	179	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5015647at2759__code1	7	2601	7	1056	671	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5015647at2759__code1	9	2580	9	545	227	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5015647at2759__code1	5	2412	5	1066	457	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5015647at2759__code1	4	2535	4	296	19	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5015647at2759__code1	5	2550	4	585	133	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5015647at2759__code1	10	2586	10	986	712	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5015647at2759__code1	4	2466	4	754	234	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5015647at2759__code1	4	2400	4	719	178	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5015712at2759__code1	10	1434	10	674	524	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5015712at2759__code1	10	1437	10	404	258	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5015712at2759__code1	10	1443	10	430	360	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5015712at2759__code1	9	1440	9	431	290	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5015712at2759__code1	7	1269	7	541	300	none_recorded	ready_for_supported_tree_diagnostic
Candida__5015712at2759__code12	4	1185	4	558	124	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5015712at2759__code1	6	1452	6	626	330	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5015712at2759__code1	10	1464	10	303	121	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5015712at2759__code1	4	1395	4	470	107	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5015712at2759__code1	5	1410	5	703	284	none_recorded	ready_for_supported_tree_diagnostic
