marker	taxon_id	protein_id	sequence_sha256	source_fasta_sha256	cds_source_kind	source_status	source_record_ids_json	cds_sequence_sha256	cds_length	gene_ids_json	gene_mapping_status	representative_decision
260326at2759	F2020955	NODE_870_length_3391_cov_0.839915.p3	23368b95f9252f9489d886a5682894ed866675348b6a6c4f4e53bc701e25f5b3	a1e0138b1e05b5309d155e1372687fe64d7bf56ed935ed82aee33f3303437db0	external_verified_cds_subset	unique_source_cds	"[""NODE_870_length_3391_cov_0.839915.p3""]"	6b49a0e7a245976cf5f3748de6c114a8d9b658cdd1b6868fd99af37445765977	516	"[""ORF:NODE_870_length_3391_cov_0.839915:2371-2886:+""]"	provisional_orf	retained_unresolved_gene
319730at2759	F2020955	NODE_33_length_36935_cov_1.609241.p11	997b88990acbc57ce27a4c959bd4c8ce2a3356847d3af3df7b9229a97475904b	9e5d396c59a4f6e78d94e06cd9e5775d708f8c5f84c428d7bc2e20276c153cc1	external_verified_cds_subset	unique_source_cds	"[""NODE_33_length_36935_cov_1.609241.p11""]"	21271f8711cc607139248c369a87fff850c89b212b9671e0b7acfd7d26b5b5f2	1110	"[""ORF:NODE_33_length_36935_cov_1.609241:6494-7603:+""]"	provisional_orf	retained_unresolved_gene
340246at2759	F2020955	NODE_282_length_10822_cov_1.088035.p3	1bb5dacf28aed5e4dbc8d47ee0070a19053259b012e562801b526e8b5a1db71d	1c20a895d08836fc7184a62947241e110fb2a93b26b57c9c0e15cf55f4db3098	external_verified_cds_subset	unique_source_cds	"[""NODE_282_length_10822_cov_1.088035.p3""]"	58535efca02da570e42b29c497bcdbb9e364dd6ad6c8c6c0befc61312ac38dcf	1797	"[""ORF:NODE_282_length_10822_cov_1.88035:814-2610:+""]"	provisional_orf	retained_unresolved_gene
345792at2759	F2020955	NODE_92_length_21543_cov_0.719036.p4	e1d09671a6be5e4f05e813f6989673574ea5cd88b7ee47b61c2a1206e4957845	cdd83fd44c942136282d00b3d471ec8d593c9b31e2ca71a63b91c4a509937295	external_verified_cds_subset	unique_source_cds	"[""NODE_92_length_21543_cov_0.719036.p4""]"	1d97fc40dd88b810a8db4224b8f05e8afe346c61b9e04a18d3aa18e18a9271e0	909	"[""ORF:NODE_92_length_21543_cov_0.719036:18301-19209:+""]"	provisional_orf	retained_unresolved_gene
4613677at2759	F2020955	NODE_283_length_10814_cov_0.705460.p13	00711c756755c917db0ac2989a364f613d6955eecefeb84e9dd553e4bc369fef	f3a660f2f65979d8f574ae5de1eb78658d3146e98717763a6e53e1f8302d629a	external_verified_cds_subset	unique_source_cds	"[""NODE_283_length_10814_cov_0.705460.p13""]"	e37e699682ffc46faf41e70065ed581093b6d4365f145b84e22826ac1513a431	351	"[""ORF:NODE_283_length_10814_cov_0.705460:2281-2631:+""]"	provisional_orf	retained_unresolved_gene
4695236at2759	F2020955	NODE_295_length_10520_cov_1.134344.p1	57cf3682fb7383c4d56da60d213a70d05bc256b534deed7188899229e6a476d4	dbebf5901a5ee05ddff4817c8f59f5319a15f4f3f9212d63f888587f59a18d80	external_verified_cds_subset	unique_source_cds	"[""NODE_295_length_10520_cov_1.134344.p1""]"	3bb3249cecf0d9a58b047b80943589f11564ca47caf409a60b75e8ed0bd506a6	2892	"[""ORF:NODE_295_length_10520_cov_1.134344:1495-4386:+""]"	provisional_orf	retained_unresolved_gene
4764044at2759	F2020955	NODE_43_length_33755_cov_1.178542.p9	07abcd3ddd71c1abcb9299da63ebbb692b0af6df00cee2e264ff7053dfd79476	1891680c0482b718ef1309d0d77a8c9bd3c20baee23873c20bf52b64d6bf7aab	external_verified_cds_subset	unique_source_cds	"[""NODE_43_length_33755_cov_1.178542.p9""]"	8633495540fa57e01da1906706cc8a38a02251a3b4a016fb981ddc2bf7df65d8	1113	"[""ORF:NODE_43_length_33755_cov_1.178542:26778-27890:+""]"	provisional_orf	retained_unresolved_gene
4803900at2759	F2020955	NODE_2_length_91304_cov_0.692462.p79	b91d6415d13fa9215b472d1690080d3a6ac9f553effafbb0ae0a12549c806654	086018c3e95cee487691ddc62d3101d29b1fa77e1d575b525603d339ee7801c7	external_verified_cds_subset	unique_source_cds	"[""NODE_2_length_91304_cov_0.692462.p79""]"	331758aa41f7794f2da5df2f6079ffeba44a08f67166c8dad596d29c6abc997e	345	"[""ORF:NODE_2_length_91304_cov_0.692462:33110-33454:-""]"	provisional_orf	retained_unresolved_gene
4813267at2759	F2020955	NODE_786_length_3896_cov_0.394785.p1	86e91adc96762535ebfa16925be056974bf549ef562de067bdfdcb61b93ea10e	63f49cd479c58e4f64c729a3e2b5fad13e3d783109cfb98bd55f9c3a43d53299	external_verified_cds_subset	unique_source_cds	"[""NODE_786_length_3896_cov_0.394785.p1""]"	9d4abf1fed3d4f744804999d5338bb31aaf3b4a973e328000f643d994e347681	1692	"[""ORF:NODE_786_length_3896_cov_0.394785:593-2284:-""]"	provisional_orf	retained_unresolved_gene
4823929at2759	F2020955	NODE_44_length_33449_cov_1.575742.p5	6ba3d71218ae8a427a6046d83c6a54009e7b0b2129234ebd3f7b34d6c337beb3	725680e6c4216cff62a501aee03248e0bb03812a30a5e75794ba70453b856a62	external_verified_cds_subset	unique_source_cds	"[""NODE_44_length_33449_cov_1.575742.p5""]"	fbccc587eba38b1393fd8ae6f122001824fd35477b61addd553ee17b1dca5816	1245	"[""ORF:NODE_44_length_33449_cov_1.575742:7876-9120:+""]"	provisional_orf	retained_unresolved_gene
4837017at2759	F2020955	NODE_595_length_5602_cov_0.719062.p3	996cb8246ade3e313f4dd783cfd57917f02311b35e2d9851a17f1e4ec5fddbff	757f4026c9de98e4b460b58693ed5090d2441d6ce8bb6a1bb73a61416fb0cc2c	external_verified_cds_subset	unique_source_cds	"[""NODE_595_length_5602_cov_0.719062.p3""]"	243b7971c9a10884d60725c73592c65f183db5764b727f1c2ddaf5d0a003b0c9	648	"[""ORF:NODE_595_length_5602_cov_0.719062:3424-4071:-""]"	provisional_orf	retained_unresolved_gene
4838864at2759	F2020955	NODE_428_length_7645_cov_0.433740.p3	6c6912e185449e2dd9e628839cc380a2cbb3c06f1461bef1498df0a6caa4eb9c	76167969f8c6aab9f3a2a7455199d0ac93cf342bbcb6b384ddc36865b215d941	external_verified_cds_subset	unique_source_cds	"[""NODE_428_length_7645_cov_0.433740.p3""]"	936c419fcfc67732d49f165b8e08d71cf5ce771f019585f24cf4fdecc72afa3c	1458	"[""ORF:NODE_428_length_7645_cov_0.433740:1545-3002:+""]"	provisional_orf	retained_unresolved_gene
4843240at2759	F2020955	NODE_1058_length_2395_cov_0.515679.p1	116b2bb6bccb422bf3f44988c209e6c7ebc83d95df63b7d981e3a940be4f6911	1cff3295d278d2dfc9ff14d7fe3bfa82cec6f1cb2fc6cfb9ca4f9e43b97cb5c9	external_verified_cds_subset	unique_source_cds	"[""NODE_1058_length_2395_cov_0.515679.p1""]"	090f425ac0796d52d73c95d28f4539162c73d81a68e199c00a4774c09e94f73d	1068	"[""ORF:NODE_1058_length_2395_cov_0.515679:296-1363:-""]"	provisional_orf	retained_unresolved_gene
4843824at2759	F2020955	NODE_612_length_5407_cov_0.901093.p4	c391e124a5e2fc0692554441cdc51710a700bb7f3507d5f70a5186176577f529	a93116166e50a4f12a6c0513b5b18c6b965dce152ff4d19aeff6d9518d219299	external_verified_cds_subset	unique_source_cds	"[""NODE_612_length_5407_cov_0.901093.p4""]"	d7e3d5926aab4a0ab99a82f35d943666975c7285c5bd186e7a55ffe5efd3a00b	546	"[""ORF:NODE_612_length_5407_cov_0.901093:209-754:+""]"	provisional_orf	retained_unresolved_gene
4867008at2759	F2020955	NODE_649_length_5036_cov_1.140571.p6	ff010915c01a6175f55fe4266963af53bff8797ac51620cd61dedc362b70d01c	0b9dda6c9986f957011e3f935f7fbd28bfed0f8371939e7a0b90c16c50b6d12c	external_verified_cds_subset	unique_source_cds	"[""NODE_649_length_5036_cov_1.140571.p6""]"	065a6575534531977e9236838380fe958eddce78a2a2467b6589a5436162839a	534	"[""ORF:NODE_649_length_5036_cov_1.140571:1680-2213:+""]"	provisional_orf	retained_unresolved_gene
4896098at2759	F2020955	NODE_32_length_37098_cov_1.132760.p20	4ad0b254371d32e6726bdbb292a3433eb8ad6666e8940d7653884f9a612e33b7	30c5c22a7df752e0e87998a6a8501178f58ed3f7cb669903c64d89d629918a7d	external_verified_cds_subset	unique_source_cds	"[""NODE_32_length_37098_cov_1.132760.p20""]"	30d0153783953a09c67aa0bb82cc6887de4677eeac71da17504a82f235622e56	540	"[""ORF:NODE_32_length_37098_cov_1.132760:5263-5802:+""]"	provisional_orf	retained_unresolved_gene
4900375at2759	F2020955	NODE_213_length_12556_cov_0.937063.p10	84c55c3bf96ede5bfca06a504414e0e06dccd3431622cc731a914e1b881b6e52	279703f8b17160144ef07198de757817bc684159dcb17bb1b0af407245ff9f9d	external_verified_cds_subset	unique_source_cds	"[""NODE_213_length_12556_cov_0.937063.p10""]"	65f0ecd197023098239af686153b1c6929b022ea1a981dd8bcfa11b23ad9f016	513	"[""ORF:NODE_213_length_12556_cov_0.937063:6036-6548:-""]"	provisional_orf	retained_unresolved_gene
4911644at2759	F2020955	NODE_84_length_22354_cov_0.646506.p1	c863083ed1a658207abdf94730d9391aa2bfee156cf23eb442cb637ec445d601	694af08aa5c91615b585787ec8d86e2ce69b252c2796496c600d3d8fa0def28a	external_verified_cds_subset	unique_source_cds	"[""NODE_84_length_22354_cov_0.646506.p1""]"	bcd26cc9ae7c4bc8736673e9769b626663d7de488b5c2b9b679efc8408d48ca9	2403	"[""ORF:NODE_84_length_22354_cov_0.646506:11992-14394:-""]"	provisional_orf	retained_unresolved_gene
4940884at2759	F2020955	NODE_5_length_72347_cov_1.339331.p6	fcbb72ee35309f563173c8a957a81843a113101b5e0a47462d2325e21f7465e4	55372369aba8c2214bc46aa830eb6a88ab0fe697f9033e7fa444db0d6e340cdf	external_verified_cds_subset	unique_source_cds	"[""NODE_5_length_72347_cov_1.339331.p6""]"	b0a0357376815a7a69934940cccac4bab7959a39d6150d864b9e60c8876ba983	2307	"[""ORF:NODE_5_length_72347_cov_1.339331:1119-3425:+""]"	provisional_orf	retained_unresolved_gene
4969018at2759	F2020955	NODE_380_length_8387_cov_0.529440.p3	806c13e15d2b71c574138856dc8fb008cbc21abc12391a6c3f3c4e4e7ac03886	4e16e6dd128b25a56ebcfdb9da32a81e3645a3fd8361cbe7bdb4d47288265da5	external_verified_cds_subset	unique_source_cds	"[""NODE_380_length_8387_cov_0.529440.p3""]"	500dffd273a3b9fe266bdb5714ddb56eea2f7402d1a00b71c69d06ea1051e3ee	1446	"[""ORF:NODE_380_length_8387_cov_0.529440:4583-6028:-""]"	provisional_orf	retained_unresolved_gene
4969636at2759	F2020955	NODE_779_length_3939_cov_0.376563.p2	98fe54f0c6522599d5fc1643e849cc496f614c6873a0df48839aeb2a01b5b8b1	63ed1584c84f2b5eff6add41a1dc03608a1fb082287efd5c4b938c96c50de1f1	external_verified_cds_subset	unique_source_cds	"[""NODE_779_length_3939_cov_0.376563.p2""]"	7fee0f27b0b06bef50a0382879cd532e3027d99399710740428bebf9f80d7c88	1002	"[""ORF:NODE_779_length_3939_cov_0.376563:2936-3937:+""]"	provisional_orf	retained_unresolved_gene
4969990at2759	F2020955	NODE_73_length_24441_cov_0.672952.p7	94caa6740503226f96605271554475dda3437f3f0de9c72a6942a98f216885d5	1d16b8423d224b9c57e77c640b442856a40cbb1222e2902d015a9ef15db40ce0	external_verified_cds_subset	unique_source_cds	"[""NODE_73_length_24441_cov_0.672952.p7""]"	5f514d7a3b5099bf1076d6054b60d99d88008ad40ab80d3b32f48e7daa1c2e7b	1029	"[""ORF:NODE_73_length_24441_cov_0.672952:18098-19126:-""]"	provisional_orf	retained_unresolved_gene
4970538at2759	F2020955	NODE_2_length_91304_cov_0.692462.p6	5434fb7daca15515edf99523793855014dacbfe6494f4f058ac8cecbb8cc5624	27a3f7b0aa21fa0dd1def78f4fd736192522068b2741c58c93297da45bd79ea3	external_verified_cds_subset	unique_source_cds	"[""NODE_2_length_91304_cov_0.692462.p6""]"	9fea671817f93d592404dcc8eab442ae2fab53de7985c91cde99f803fa03f024	2466	"[""ORF:NODE_2_length_91304_cov_0.692462:62277-64742:-""]"	provisional_orf	retained_unresolved_gene
4975094at2759	F2020955	NODE_396_length_8125_cov_0.508472.p1	3d75da58435de58cea00ccd5af525841c9c1de8578c49eccbfce625c3c8d98f1	fd15766700aa995a5645fc9b5bfde6046b5fe9a5a791468ceb362c669837946b	external_verified_cds_subset	unique_source_cds	"[""NODE_396_length_8125_cov_0.508472.p1""]"	2afef4c184587dae8affa1928cc3b7cfed247cbdbd2b0228ccdaea01065e73bb	2463	"[""ORF:NODE_396_length_8125_cov_0.508472:2312-4774:-""]"	provisional_orf	retained_unresolved_gene
4976279at2759	F2020955	NODE_4_length_77007_cov_1.156642.p34	c83ec055ab891903b2decd2e8988c13370232d23ab551001f5f862b6f22fe3e9	a62cfc9144c3c29259b141c0391e57eb7f03999ba9ff9e9af1c94987b96e6b57	external_verified_cds_subset	unique_source_cds	"[""NODE_4_length_77007_cov_1.156642.p34""]"	1194a2e4f1d999c653568c3095ca1a9ca78d694c7fb6f24d8b3de0d92b24499d	900	"[""ORF:NODE_4_length_77007_cov_1.156642:44908-45807:-""]"	provisional_orf	retained_unresolved_gene
4977163at2759	F2020955	NODE_40_length_35084_cov_0.543519.p20	6d5ef9efaea475489392a505a826116ae8b2b581f2a8f70887c2c19b763fff9b	77923e589ff3428c7dfaca5158c30abc33703a5ce92ed01a6302fe68944b7572	external_verified_cds_subset	unique_source_cds	"[""NODE_40_length_35084_cov_0.543519.p20""]"	3f38fef3f6c8becdff6cf2ba2d2a0981947adf9b7a75466f4707440d7e6c8526	564	"[""ORF:NODE_40_length_35084_cov_0.543519:20849-21412:+""]"	provisional_orf	retained_unresolved_gene
4977863at2759	F2020955	NODE_39_length_35218_cov_0.479655.p1	9821d22868dd94c9ebd74a7ee39122216b3a7d69edf0506ebe798b9b8b4b3599	7e3a8434ad528d9c65243bfb272031a7c2b0982e9db377e8ef122749ac83a0b9	external_verified_cds_subset	unique_source_cds	"[""NODE_39_length_35218_cov_0.479655.p1""]"	49dacf52c32c0daa4dc57af860a3156f1436f5fe834ad1bf25170a76c43b1bea	1794	"[""ORF:NODE_39_length_35218_cov_0.479655:25176-26969:+""]"	provisional_orf	retained_unresolved_gene
4985971at2759	F2020955	NODE_19_length_47148_cov_1.447810.p19	b42ac0dfa62509a46b0aa41e3dd7b802f83aa7cc1259d6c92cdc2cbaa0147ae1	558b14a7bec3f1c35291b94faf31df00ec42b0d074db0a65ba0e2a6dc6f06ee8	external_verified_cds_subset	unique_source_cds	"[""NODE_19_length_47148_cov_1.447810.p19""]"	5d7f3c79710030217fba9c034ec83ebad5461777fd2b2d4d8484424c9cff7b8f	909	"[""ORF:NODE_19_length_47148_cov_1.447810:21109-22017:-""]"	provisional_orf	retained_unresolved_gene
4986044at2759	F2020955	NODE_19_length_47148_cov_1.447810.p10	a477fe85a40908117429c757b9ade16a2e58c206675a4c2af1c07f0a0420d1a2	d6259a57ac034f053a97fa9dd6bebc0843a11feec5349ab203d9d54157fbf9d4	external_verified_cds_subset	unique_source_cds	"[""NODE_19_length_47148_cov_1.447810.p10""]"	77cada26965232ddd06e7c55d7a5ea998acb8ca51657e592b9d71a62504b4c2f	1188	"[""ORF:NODE_19_length_47148_cov_1.447810:421-1608:-""]"	provisional_orf	retained_unresolved_gene
4988239at2759	F2020955	NODE_65_length_25825_cov_1.353844.p2	217be1ed77de6f6d2c9a81ed3b76ac06f15f6618ea9c01aef4bf15a4dafcac79	5794079844fe3a44e52235713f331faf7bd655497f3acaf698810002c470cc19	external_verified_cds_subset	unique_source_cds	"[""NODE_65_length_25825_cov_1.353844.p2""]"	00eb72ffeb888267358d860d5e3fc88c0823e1e66b11541acde0ea501c0a19b8	2955	"[""ORF:NODE_65_length_25825_cov_1.353844:20937-23891:+""]"	provisional_orf	retained_unresolved_gene
4999134at2759	F2020955	NODE_296_length_10502_cov_0.638374.p1	3a7d17ad1406b68349fdae484e84c4a064e502d7f3db2def054b987f1ce675bc	f0e95e547f77387ca28f0920e54f935943f0aa00f9756b0df2b345876f7919f2	external_verified_cds_subset	unique_source_cds	"[""NODE_296_length_10502_cov_0.638374.p1""]"	0355a48d6e62267fde8315b85ee2056a40cfdef470bcb5ce3013e68e8eed893e	6675	"[""ORF:NODE_296_length_10502_cov_0.638374:3591-10265:+""]"	provisional_orf	retained_unresolved_gene
5000045at2759	F2020955	NODE_180_length_13923_cov_0.697772.p6	2a7a01f4dc5d8fa2bf62036919c206729f7a0ad34f2c48a3ad8c386616870cb0	3f4c23c7b52f276c3df7c22beac0fdaecbea1de7b770a1cf0ab838222979dd41	external_verified_cds_subset	unique_source_cds	"[""NODE_180_length_13923_cov_0.697772.p6""]"	521a2bf3852756074082af4dcf11ef0e67c985e258a75c5fe956e69d8e5ce3bf	927	"[""ORF:NODE_180_length_13923_cov_0.697772:5283-6209:-""]"	provisional_orf	retained_unresolved_gene
5000152at2759	F2020955	NODE_115_length_18417_cov_0.666012.p1	ee49e56b7b0f25889e35601b43dc663c91eeebe6ec6884cf0980a9f2263f31fd	44b2c64ea94a2d76198c172c7606c655f1f8ff51ebf5ed313cde75d2891e86a2	external_verified_cds_subset	unique_source_cds	"[""NODE_115_length_18417_cov_0.666012.p1""]"	a4d88b8670b35ac5bbede47741d248a2b3fda424ade7be6960172a6553baa4df	3120	"[""ORF:NODE_115_length_18417_cov_0.666012:1050-4169:+""]"	provisional_orf	retained_unresolved_gene
5000362at2759	F2020955	NODE_9_length_64580_cov_1.431941.p6	9fea254e7fe892b8907658a9cfb1b5addb23f1c625c4cbb37039f3de680635d5	4da1e2c20bbfcc11403ce962e590ddf2ec8e7ac603ddc03436268ec6f19c55b7	external_verified_cds_subset	unique_source_cds	"[""NODE_9_length_64580_cov_1.431941.p6""]"	475727f5891356713aeedbce7d9d6fd6c7c57ca41e976e9d0a80c133796db8c4	2436	"[""ORF:NODE_9_length_64580_cov_1.431941:10034-12469:+""]"	provisional_orf	retained_unresolved_gene
5000371at2759	F2020955	NODE_298_length_10484_cov_0.802600.p2	8c7a045dec6cb46af6940af0f9bec0e64b32f2f78b314fa0f6fc1f26c91b756e	df0f8ad42f341ee4235d93cb921cd2277662d15fd1381918cc93729787233dc4	external_verified_cds_subset	unique_source_cds	"[""NODE_298_length_10484_cov_0.802600.p2""]"	0fec3545aa0f6a51fa121327b28aae27baa28ed7161f9c6f1e5af5db18f3e2e3	1233	"[""ORF:NODE_298_length_10484_cov_0.802600:3447-4679:+""]"	provisional_orf	retained_unresolved_gene
5000743at2759	F2020955	NODE_110_length_18645_cov_0.794403.p15	c2379f368cbd70022413874631938da5ce7ed97e02649c9f3b38882b76639e62	2a873afc324f7d4b452820f3576a7daeef2f84c73c3190d43f79c20165eb295f	external_verified_cds_subset	unique_source_cds	"[""NODE_110_length_18645_cov_0.794403.p15""]"	a27d79bc9be18e87528f35f62b1a7d3c4224258749cd4628992582f0600db245	519	"[""ORF:NODE_110_length_18645_cov_0.794403:12987-13505:-""]"	provisional_orf	retained_unresolved_gene
5001156at2759	F2020955	NODE_7_length_67686_cov_1.621421.p25	1582d81847f38880dcfe4d6f38925381ea819781e51305d9f5eedfe1fbfe533d	393944cba42d9341458f209cc91dcb63ee6ea46dcd129cd33ee444e09cc8400b	external_verified_cds_subset	unique_source_cds	"[""NODE_7_length_67686_cov_1.621421.p25""]"	5d92854757a7cb4f1d938bfcf2db0628d669ff97188445449ef138d38f7f9825	819	"[""ORF:NODE_7_length_67686_cov_1.621421:16487-17305:+""]"	provisional_orf	retained_unresolved_gene
5001273at2759	F2020955	NODE_217_length_12479_cov_0.651212.p7	779c9f012c81560a191d15950046da6683e85b1817c89eac9402515f75fd0ec1	1e49198bb45818e592180e3ff9cd73cc5959eb3759dc83539d656dcd3c4a7d01	external_verified_cds_subset	unique_source_cds	"[""NODE_217_length_12479_cov_0.651212.p7""]"	a95b0e1c40160101f3ecb55e52ef081e43d00fbd43ddc18c03dd5d08cf34d5ce	648	"[""ORF:NODE_217_length_12479_cov_0.651212:4680-5327:-""]"	provisional_orf	retained_unresolved_gene
5001280at2759	F2020955	NODE_53_length_30760_cov_1.203712.p3	eeef769d812249338ac78d45eb5cd1f7f8ad61c740cbbb14ec975c1425a847ef	82cb5fed74ad1e0fab6dce5a9f8fc812de5a5dbf2efaa2c009ccb90f835cb615	external_verified_cds_subset	unique_source_cds	"[""NODE_53_length_30760_cov_1.203712.p3""]"	66ccbe79fea81c461d355bb052978a7d5adc0f3f2cf7af135da70e467b889308	2766	"[""ORF:NODE_53_length_30760_cov_1.203712:15846-18611:+""]"	provisional_orf	retained_unresolved_gene
5001318at2759	F2020955	NODE_283_length_10814_cov_0.705460.p4	ee93d3b9d07c4f7fc3f746fb8a7625765248fb11bc25a1915b1ba6e5cfafe0e4	1c442eec47022211b7f95de6a4330314211a90b18b168296fc93e43d21947776	external_verified_cds_subset	unique_source_cds	"[""NODE_283_length_10814_cov_0.705460.p4""]"	9ddce8500ccbcb57cff73014a4ec5b10a60690e0c906e3ceae01d7abdabe6915	981	"[""ORF:NODE_283_length_10814_cov_0.705460:5598-6578:-""]"	provisional_orf	retained_unresolved_gene
5001413at2759	F2020955	NODE_252_length_11723_cov_1.965933.p7	99aa7785291237c160c58432eec2a12b67dc9cdaf7cfd43dd52c48039a2f35a3	04466ff66c4803fdd7b46d7f55c62a58f079666ac64c55b53b87f5e1cf144f00	external_verified_cds_subset	unique_source_cds	"[""NODE_252_length_11723_cov_1.965933.p7""]"	ec172ab53640224c37ba459f1603b0b0fabe10448cc13f628d903b9896f7e6c8	849	"[""ORF:NODE_252_length_11723_cov_1.965933:7785-8633:-""]"	provisional_orf	retained_unresolved_gene
5001473at2759	F2020955	NODE_94_length_21525_cov_0.751003.p14	967abce7052e3318c5d734d2a601b5624e205d4760a22b9601bbe59eecf6709d	ec11fb5f9c6210fba4501574538637190ba41cc855f043b69eafe9ee5bf45d83	external_verified_cds_subset	unique_source_cds	"[""NODE_94_length_21525_cov_0.751003.p14""]"	c8a3efbe745e224a1f29a5096f15a400b7480347cb28573fbaab86c3a97a77bf	489	"[""ORF:NODE_94_length_21525_cov_0.751003:10762-11250:-""]"	provisional_orf	retained_unresolved_gene
5001660at2759	F2020955	NODE_191_length_13422_cov_1.451025.p4	bd4bce28aaf67f32588ad796f779afaedd81b3ca7caa909438bdfa24647b332d	1de96bc6eff7cf42aff8b92e67e92739dfda798a52653a0e92b5d38e89c3410c	external_verified_cds_subset	unique_source_cds	"[""NODE_191_length_13422_cov_1.451025.p4""]"	8865ef2c429b344748b4973be9bc5e4dc64b5ec46dfc16c9140d0db98a5da8ff	1725	"[""ORF:NODE_191_length_13422_cov_1.451025:8969-10693:+""]"	provisional_orf	retained_unresolved_gene
5001734at2759	F2020955	NODE_582_length_5738_cov_0.811314.p1	5a15a5837f3e9116996dc98f3c5426c6d58eff970c2af7a872a67b3d6c7121c3	df99d3053d5c8f7d335048cbb4ccd0feb36d8c38d55ca607509d5cdb44427409	external_verified_cds_subset	unique_source_cds	"[""NODE_582_length_5738_cov_0.811314.p1""]"	6f58899a8774ac4d7efd0b3f4229f28a552c056fb1d96b3c40e9ea7613e26404	744	"[""ORF:NODE_582_length_5738_cov_0.811314:3200-3943:-""]"	provisional_orf	retained_unresolved_gene
5002334at2759	F2020955	NODE_54_length_30443_cov_1.442954.p13	bcd1d8866f6f1ad9d6addc379b6617cc019115e083ef9095b3d24794a59fd332	e14b0b674c27cdd9aa00b228ebe54e62a8c61267062d07543e6e8f6348978289	external_verified_cds_subset	unique_source_cds	"[""NODE_54_length_30443_cov_1.442954.p13""]"	f8e7c3f3d6fdd81efeed4af84f8b490e9c08948f61b52943c1cdadab23e628e9	981	"[""ORF:NODE_54_length_30443_cov_1.442954:21558-22538:-""]"	provisional_orf	retained_unresolved_gene
5002573at2759	F2020955	NODE_416_length_7838_cov_1.514537.p3	b4c508ae7b4daa0c8a470fd1b9bc17e5825ee6cee3147dae87dfb2353405f367	17792635eba976d9938d2645736a6934777b988fe437f6339d65aa9b20476923	external_verified_cds_subset	unique_source_cds	"[""NODE_416_length_7838_cov_1.514537.p3""]"	650230327147cce03b7a504a3ae5002e5158f389d0ceb6ed6d93eb2afd064d9b	1134	"[""ORF:NODE_416_length_7838_cov_1.514537:1363-2496:+""]"	provisional_orf	retained_unresolved_gene
5003205at2759	F2020955	NODE_578_length_5822_cov_0.814957.p1	91159934e67483508f3936a8d765f62a1afb24b94df68b826c3a53ea11f1a336	17de330a9fcf5732585de5cc7cb6b6658fbac9a0079a6e8f079b745e40b25eb2	external_verified_cds_subset	unique_source_cds	"[""NODE_578_length_5822_cov_0.814957.p1""]"	05b16a8805779d31e3c10b6c06f4b38870ded881eb853946c7b7de8f7c78acb3	3396	"[""ORF:NODE_578_length_5822_cov_0.814957:1916-5311:-""]"	provisional_orf	retained_unresolved_gene
5003856at2759	F2020955	NODE_3_length_80033_cov_0.932970.p34	f5eb942f20e37030c4c8c0bb19905098c44b83ec654918c800dbee1621a49773	5c1dc90032077105fc3268f5909d13b482153e872cee7770f6e3f83c5ed6737f	external_verified_cds_subset	unique_source_cds	"[""NODE_3_length_80033_cov_0.932970.p34""]"	ac09e19d398fd82ef6b7f3753f1b0b7f7f7ff678963f66ae35abdb6a4101cd5f	801	"[""ORF:NODE_3_length_80033_cov_0.932970:62182-62982:+""]"	provisional_orf	retained_unresolved_gene
5003972at2759	F2020955	NODE_581_length_5739_cov_0.670922.p4	0d9e6a7adefa8d9dc5963b01cb955ad2865383248b49ec36b6c4001c3feaa8b7	18128be8baa2cc7b2e26b395867a454befd3c111563c26178df66a1663a8d968	external_verified_cds_subset	unique_source_cds	"[""NODE_581_length_5739_cov_0.670922.p4""]"	f16310d04c7f77cb12594299fab92fd743006829710167e3da4b802e779850ca	696	"[""ORF:NODE_581_length_5739_cov_0.670922:2007-2702:+""]"	provisional_orf	retained_unresolved_gene
5004118at2759	F2020955	NODE_700_length_4628_cov_1.474718.p3	05481b20af19910e3d020a8da2b0755976240aff1624cd4b2e93304fe58f8769	c794818d35cc04d444da6d37e8916cd555e8ed37be41ee38ae9516ebb2597dbb	external_verified_cds_subset	unique_source_cds	"[""NODE_700_length_4628_cov_1.474718.p3""]"	502f19827e537da1f4d5cd7922d17215fda399f880ea8c97a95dca2fe7f09a11	648	"[""ORF:NODE_700_length_4628_cov_1.474718:1588-2235:-""]"	provisional_orf	retained_unresolved_gene
5004265at2759	F2020955	NODE_111_length_18624_cov_1.285020.p7	421abd2d6e502eb1373249cf20974f880d904d62cfc12211ece8fd11bea1bd02	af04bf4d96737672faa650895a22a58554dbd93a84a0d3fb45ef2fefc251164a	external_verified_cds_subset	unique_source_cds	"[""NODE_111_length_18624_cov_1.285020.p7""]"	fbf83ed25cd7b5b456be8118b3eb31d3c70eb0280423d4a5fa7d6a1214b47065	750	"[""ORF:NODE_111_length_18624_cov_1.285020:1665-2414:+""]"	provisional_orf	retained_unresolved_gene
5004327at2759	F2020955	NODE_14_length_51535_cov_1.125049.p5	71f5ff54d9d5aa1800d43b82e2b30b726ce7dca846be356c2d76e58e91b21d28	eb20c755f37014464df96cdadaf4dd47a603616e67e711422b28cf411f4452de	external_verified_cds_subset	unique_source_cds	"[""NODE_14_length_51535_cov_1.125049.p5""]"	05b09d4ad9def0f7456d9668d2a43071dcd1ea5bc9536180e705f9745ea09cf5	2049	"[""ORF:NODE_14_length_51535_cov_1.125049:31617-33665:+""]"	provisional_orf	retained_unresolved_gene
