case_id	marker	genus_label	translation_table	source_strict_taxa	excluded_curated_hybrids	retained_taxa	source_codon_columns	retained_codon_columns	minimum_observed_codons	maximum_observed_codons	marker_copy_caveat	status	selection_status
Aspergillus__345792at2759__code1	345792at2759	Aspergillus	1	10	0	10	306	290	279	290	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__345792at2759__code1	345792at2759	Colletotrichum	1	10	0	10	306	299	295	299	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__345792at2759__code1	345792at2759	Fusarium	1	10	0	10	306	298	297	298	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__345792at2759__code1	345792at2759	Trichoderma	1	10	0	10	306	295	242	295	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__345792at2759__code1	345792at2759	Saccharomyces	1	7	0	7	306	298	294	298	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__345792at2759__code1	345792at2759	Candida	1	1	0	1	306	296	296	296	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__345792at2759__code12	345792at2759	Candida	12	4	0	4	306	280	280	280	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__345792at2759__code1	345792at2759	Amanita	1	6	0	6	306	257	214	257	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__345792at2759__code1	345792at2759	Suillus	1	8	0	8	306	276	256	276	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__345792at2759__code1	345792at2759	Naganishia	1	4	0	4	306	279	279	279	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__345792at2759__code1	345792at2759	Malassezia	1	5	0	5	306	295	268	295	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__345792at2759__code1	345792at2759	Microbotryum	1	4	0	4	306	254	254	254	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__345792at2759__code1	345792at2759	Serendipita	1	2	0	2	306	288	288	288	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__345792at2759__code1	345792at2759	Tilletia	1	5	0	5	306	305	303	305	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__345792at2759__code1	345792at2759	Cryptococcus	1	10	0	10	306	294	292	294	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__345792at2759__code1	345792at2759	Wallemia	1	4	0	4	306	290	290	290	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__345792at2759__code1	345792at2759	Umbelopsis	1	1	0	1	306	264	264	264	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Aspergillus__352891at2759__code1	352891at2759	Aspergillus	1	10	0	10	252	252	252	252	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__352891at2759__code1	352891at2759	Colletotrichum	1	8	0	8	252	252	252	252	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__352891at2759__code1	352891at2759	Fusarium	1	10	0	10	252	252	251	252	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__352891at2759__code1	352891at2759	Trichoderma	1	10	0	10	252	252	245	252	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__352891at2759__code1	352891at2759	Saccharomyces	1	7	0	7	252	252	252	252	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__352891at2759__code1	352891at2759	Candida	1	0	0	0	252	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__352891at2759__code12	352891at2759	Candida	12	3	0	3	252	246	246	246	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Amanita__352891at2759__code1	352891at2759	Amanita	1	7	0	7	252	247	247	247	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__352891at2759__code1	352891at2759	Suillus	1	10	0	10	252	247	247	247	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__352891at2759__code1	352891at2759	Naganishia	1	4	0	4	252	249	249	249	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__352891at2759__code1	352891at2759	Malassezia	1	5	0	5	252	247	247	247	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__352891at2759__code1	352891at2759	Microbotryum	1	4	0	4	252	251	251	251	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__352891at2759__code1	352891at2759	Serendipita	1	2	0	2	252	237	237	237	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__352891at2759__code1	352891at2759	Tilletia	1	5	0	5	252	249	249	249	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__352891at2759__code1	352891at2759	Cryptococcus	1	10	0	10	252	249	249	249	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__352891at2759__code1	352891at2759	Wallemia	1	4	0	4	252	213	213	213	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__352891at2759__code1	352891at2759	Umbelopsis	1	4	0	4	252	247	247	247	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__4613677at2759__code1	4613677at2759	Aspergillus	1	9	0	9	131	119	87	119	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4613677at2759__code1	4613677at2759	Colletotrichum	1	10	0	10	131	127	127	127	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4613677at2759__code1	4613677at2759	Fusarium	1	9	0	9	131	121	121	121	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4613677at2759__code1	4613677at2759	Trichoderma	1	9	0	9	131	121	120	121	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4613677at2759__code1	4613677at2759	Saccharomyces	1	7	0	7	131	114	114	114	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4613677at2759__code12	4613677at2759	Candida	12	4	0	4	131	116	116	116	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4613677at2759__code1	4613677at2759	Amanita	1	7	0	7	131	105	103	105	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4613677at2759__code1	4613677at2759	Suillus	1	9	0	9	131	107	104	107	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4613677at2759__code1	4613677at2759	Naganishia	1	4	0	4	131	75	75	75	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4613677at2759__code1	4613677at2759	Malassezia	1	5	0	5	131	122	119	122	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4613677at2759__code1	4613677at2759	Microbotryum	1	4	0	4	131	125	125	125	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4613677at2759__code1	4613677at2759	Serendipita	1	1	0	1	131	114	114	114	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4613677at2759__code1	4613677at2759	Tilletia	1	5	0	5	131	128	125	128	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4613677at2759__code1	4613677at2759	Cryptococcus	1	9	0	9	131	106	105	106	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4613677at2759__code1	4613677at2759	Wallemia	1	4	0	4	131	106	106	106	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4613677at2759__code1	4613677at2759	Umbelopsis	1	4	0	4	131	127	127	127	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__4695236at2759__code1	4695236at2759	Aspergillus	1	9	0	9	1091	1078	1028	1078	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4695236at2759__code1	4695236at2759	Colletotrichum	1	10	0	10	1091	1074	1073	1074	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4695236at2759__code1	4695236at2759	Fusarium	1	10	0	10	1091	1076	902	1076	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4695236at2759__code1	4695236at2759	Trichoderma	1	10	0	10	1091	1080	1077	1080	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4695236at2759__code1	4695236at2759	Saccharomyces	1	7	0	7	1091	1064	1064	1064	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4695236at2759__code12	4695236at2759	Candida	12	4	0	4	1091	1065	1065	1065	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4695236at2759__code1	4695236at2759	Amanita	1	7	0	7	1091	1071	1034	1071	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4695236at2759__code1	4695236at2759	Suillus	1	9	0	9	1091	1068	1022	1068	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4695236at2759__code1	4695236at2759	Naganishia	1	3	0	3	1091	1081	1081	1081	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4695236at2759__code1	4695236at2759	Malassezia	1	5	0	5	1091	1070	1065	1070	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4695236at2759__code1	4695236at2759	Microbotryum	1	4	0	4	1091	1081	1081	1081	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4695236at2759__code1	4695236at2759	Serendipita	1	2	0	2	1091	1069	1069	1069	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4695236at2759__code1	4695236at2759	Tilletia	1	2	0	2	1091	1076	1076	1076	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Cryptococcus__4695236at2759__code1	4695236at2759	Cryptococcus	1	10	0	10	1091	1076	1072	1076	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4695236at2759__code1	4695236at2759	Wallemia	1	4	0	4	1091	1065	1065	1065	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4695236at2759__code1	4695236at2759	Umbelopsis	1	4	0	4	1091	1054	1054	1054	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__4747214at2759__code1	4747214at2759	Aspergillus	1	9	0	9	145	139	139	139	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4747214at2759__code1	4747214at2759	Colletotrichum	1	9	0	9	145	141	141	141	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4747214at2759__code1	4747214at2759	Fusarium	1	10	0	10	145	141	141	141	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4747214at2759__code1	4747214at2759	Trichoderma	1	10	0	10	145	141	114	141	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4747214at2759__code1	4747214at2759	Saccharomyces	1	7	0	7	145	138	138	138	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4747214at2759__code12	4747214at2759	Candida	12	4	0	4	145	138	138	138	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4747214at2759__code1	4747214at2759	Amanita	1	7	0	7	145	144	144	144	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4747214at2759__code1	4747214at2759	Suillus	1	4	0	4	145	144	144	144	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4747214at2759__code1	4747214at2759	Naganishia	1	4	0	4	145	72	72	72	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4747214at2759__code1	4747214at2759	Malassezia	1	5	0	5	145	137	136	137	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4747214at2759__code1	4747214at2759	Microbotryum	1	4	0	4	145	132	132	132	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4747214at2759__code1	4747214at2759	Serendipita	1	2	0	2	145	101	101	101	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4747214at2759__code1	4747214at2759	Tilletia	1	5	0	5	145	139	139	139	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4747214at2759__code1	4747214at2759	Cryptococcus	1	10	0	10	145	141	106	141	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4747214at2759__code1	4747214at2759	Wallemia	1	4	0	4	145	135	135	135	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4747214at2759__code1	4747214at2759	Umbelopsis	1	4	0	4	145	112	112	112	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__4764044at2759__code1	4764044at2759	Aspergillus	1	10	0	10	524	514	509	514	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4764044at2759__code1	4764044at2759	Colletotrichum	1	9	0	9	524	506	506	506	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4764044at2759__code1	4764044at2759	Fusarium	1	10	0	10	524	510	504	510	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4764044at2759__code1	4764044at2759	Trichoderma	1	10	0	10	524	511	498	511	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4764044at2759__code1	4764044at2759	Saccharomyces	1	7	0	7	524	478	478	478	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4764044at2759__code12	4764044at2759	Candida	12	4	0	4	524	400	400	400	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4764044at2759__code1	4764044at2759	Amanita	1	7	0	7	524	488	483	488	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4764044at2759__code1	4764044at2759	Suillus	1	10	0	10	524	489	488	489	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4764044at2759__code1	4764044at2759	Naganishia	1	3	0	3	524	406	406	406	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4764044at2759__code1	4764044at2759	Malassezia	1	5	0	5	524	481	477	481	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4764044at2759__code1	4764044at2759	Microbotryum	1	4	0	4	524	500	500	500	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
