manual_review_rank	species_a	species_b	marker	taxon_a	taxon_b	same_model_coordinates	pfam_accession	pfam_name	hit_a	hit_b	domain_a_start	domain_a_end	domain_b_start	domain_b_end	domain_shared_positions	domain_compared_residues	whole_marker_compared_residues	whole_marker_rmsd_angstrom	domain_sites_under_whole_marker_fit_rmsd_angstrom	domain_own_fit_rmsd_angstrom	domain_fit_improvement_angstrom	domain_uncorrected_sequence_difference	local_distance_pairs	local_mean_absolute_distance_change_angstrom	pae10_local_pairs	pae10_local_pair_fraction	pae10_local_mean_absolute_distance_change_angstrom
87	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	4975094at2759	F470096	F4918	False	PF00557.30	Peptidase_M24	H00008843	H00161045	182	419	208	416	186	185	722	25.064298233526696	4.481591841899027	2.2934080297025874	2.1881838121964394	0.6054054054054054	3946	0.5792102631442776	3946	1.0	0.5792102631442776
88	Pichia kudriavzevii	Ophiostoma piceae	539632at2759	F4909	F61273	False	PF00575.30	S1	H00150924	H00097048	13	88	3	68	66	66	216	2.7309153680480103	2.373489263772254	0.23707820365237803	2.136411060119876	0.09090909090909091	1030	0.1106810608176453	1030	1.0	0.1106810608176453
89	Pseudovirgaria hyperparasitica	Pichia kudriavzevii	539632at2759	F470096	F4909	False	PF00575.30	S1	H00061923	H00150924	14	88	13	88	75	75	230	2.9232377906064966	2.3050666183192243	0.1780239011531424	2.127042717166082	0.12	1315	0.0915385144526092	1315	1.0	0.0915385144526092
90	Zalerion maritima	Ophiostoma piceae	539632at2759	F339359	F61273	False	PF00575.30	S1	H00024539	H00097048	14	88	3	68	66	66	235	2.1817261859835675	2.2120972783428914	0.16166433676327582	2.0504329415796154	0.045454545454545456	1031	0.08216543621660712	1031	1.0	0.08216543621660712
91	Heterodermia speciosa	Saxophila tyrrhenica	5000823at2759	F116794	F1690608	False	PF01399.34	PCI	H00046692	H00157372	437	519	439	521	77	76	664	4.3955497394090335	5.159451215412832	3.123209209505986	2.0362420059068462	0.25	1106	1.165745991063071	1090	0.9855334538878843	1.0171865381704253
92	Zalerion maritima	Pseudovirgaria hyperparasitica	539632at2759	F339359	F470096	False	PF00575.30	S1	H00024539	H00061923	14	88	14	88	75	75	248	2.128123741711419	1.9237658988938977	0.06874144556582054	1.855024453328077	0.05333333333333334	1308	0.033811105272997244	1308	1.0	0.033811105272997244
93	Orbilia oligospora	Pseudovirgaria hyperparasitica	4911644at2759	F2813651	F470096	False	PF18004.7	RPN2_C	H00103094	H00002937	814	979	911	1085	69	41	695	1.658902146037013	4.347333293340569	2.574225292411886	1.7731080009286826	0.4878048780487805	187	0.22976044953690364	187	1.0	0.22976044953690364
94	Cladosporium halotolerans	Pachysolen tannophilus	5001660at2759	F1052096	F4918	False	PF08155.17	NOGCT	H00086476	H00146449	403	455	396	449	53	53	551	2.7631753152624667	1.9750822149489307	0.24441807530011322	1.7306641396488174	0.24528301886792453	357	0.12511150950254582	357	1.0	0.12511150950254582
95	Zalerion maritima	Botrytis cinerea	539632at2759	F339359	F40559	False	PF00575.30	S1	H00024539	H00036434	14	88	14	88	75	75	239	1.987786281088098	1.7490056025489311	0.08801996697324814	1.660985635575683	0.013333333333333334	1309	0.0441595817201164	1309	1.0	0.0441595817201164
96	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	4813267at2759	F470096	F4918	False	PF23284.3	KOW2_Spt5	H00080340	H00059023	475	524	509	558	47	39	427	4.5708064538238595	3.4820123543695347	1.8274061624134168	1.654606191956118	0.5384615384615384	538	0.787024449404097	536	0.9962825278810409	0.7853533464978636
97	Cladosporium halotolerans	Pachysolen tannophilus	5001660at2759	F1052096	F4918	False	PF17835.7	NOG1_N	H00086472	H00146445	6	164	6	164	159	159	551	2.7631753152624667	1.8677039645944988	0.2598994937338566	1.6078044708606423	0.29559748427672955	3052	0.10551955621072076	3052	1.0	0.10551955621072076
98	Colletotrichum karsti	Sphaceloma murrayae	5005697at2759	F1095194	F2082308	False	PF02881.25	SRP54_N	H00052761	H00007955	344	409	378	447	57	49	224	2.3398257327055316	1.8538705989107374	0.26302095199996206	1.5908496469107754	0.30612244897959184	609	0.14900781871496463	609	1.0	0.14900781871496463
99	Lithohypha guttulata	Pichia kudriavzevii	539632at2759	F1690604	F4909	False	PF00575.30	S1	H00084714	H00150924	19	93	13	88	75	75	229	2.518350578472607	1.752169248263446	0.1742907330014861	1.57787851526196	0.16	1314	0.09366333876236108	1314	1.0	0.09366333876236108
100	Aspergillus luchuensis	Pachysolen tannophilus	4837017at2759	F1069201	F4918	False	PF17777.7	RL10P_insert	H00125419	H00001389	126	213	129	208	64	64	204	2.1397429495249947	2.4679434113087035	0.8965949771329033	1.5713484341758002	0.609375	939	0.43087669896650127	939	1.0	0.43087669896650127
101	Colletotrichum karsti	Aspergillus puulaauensis	5005697at2759	F1095194	F1220207	False	PF02881.25	SRP54_N	H00052761	H00019473	344	409	333	402	57	52	226	2.342123379033726	1.8224075182957757	0.2572266938046406	1.5651808244911352	0.3269230769230769	640	0.12183623780149684	640	1.0	0.12183623780149684
102	Pachysolen tannophilus	Sugiyamaella lignohabitans	5001660at2759	F4918	F796027	False	PF08155.17	NOGCT	H00146449	H00032956	396	449	402	455	54	54	569	2.13404393158462	1.8080822603883362	0.2698532920543362	1.538228968334	0.3148148148148148	366	0.1464929424348981	366	1.0	0.1464929424348981
103	Orbilia oligospora	Pachysolen tannophilus	4911644at2759	F2813651	F4918	False	PF18004.7	RPN2_C	H00103094	H00097005	814	979	762	937	69	43	694	1.9126779958718236	3.8505926419499716	2.319761120016852	1.5308315219331194	0.46511627906976744	196	0.1789229637720413	196	1.0	0.1789229637720413
104	Botrytis cinerea	Pichia kudriavzevii	539632at2759	F40559	F4909	False	PF00575.30	S1	H00036434	H00150924	14	88	13	88	75	75	228	2.22730952864428	1.6472194179171724	0.15033395356197324	1.4968854643551992	0.10666666666666667	1312	0.0756460934002425	1312	1.0	0.0756460934002425
105	Trichoderma asperellum	Colletotrichum karsti	5005697at2759	F101201	F1095194	False	PF02881.25	SRP54_N	H00041785	H00052761	343	411	344	409	57	52	227	1.6871402975654115	1.6439090571783161	0.17602762333119	1.4678814338471262	0.15384615384615385	639	0.09759303258065737	639	1.0	0.09759303258065737
106	Colletotrichum karsti	Pachysolen tannophilus	5005697at2759	F1095194	F4918	False	PF02881.25	SRP54_N	H00052761	H00142039	344	409	306	369	57	38	213	2.4633837615773952	2.158779136403762	0.7366086692024181	1.422170467201344	0.5789473684210527	424	0.3683320298299129	424	1.0	0.3683320298299129
107	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	5000870at2759	F470096	F4918	False	PF14551.12	MCM_N	H00017070	H00108615	18	140	22	136	69	58	598	1.8015938703235184	1.7508338901002176	0.41983553553636166	1.330998354563856	0.5517241379310345	647	0.20772809463283515	645	0.9969088098918083	0.20608722818064715
108	Pachysolen tannophilus	Polychaeton citri	4940884at2759	F4918	F705562	False	PF00271.38	Helicase_C	H00106795	H00087045	268	379	741	846	100	88	376	2.1469449102778544	2.677907834239836	1.34830064068657	1.329607193553266	0.45454545454545453	1438	0.3269855618167578	1433	0.9965229485396384	0.3239122817194653
109	Pichia kudriavzevii	Pachysolen tannophilus	539632at2759	F4909	F4918	False	PF00575.30	S1	H00150924	H00014362	13	88	13	88	76	76	230	1.9958274221249257	1.4200331308562588	0.1006101346373407	1.3194229962189181	0.02631578947368421	1347	0.04833444643742967	1347	1.0	0.04833444643742967
110	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	5000870at2759	F470096	F4918	False	PF17855.8	MCM_lid	H00017075	H00108620	617	703	635	721	85	76	598	1.8015938703235184	1.5627631765692473	0.2619806466569755	1.3007825299122717	0.42105263157894735	1134	0.10996642299306848	1134	1.0	0.10996642299306848
111	Brettanomyces nanus	Pseudovirgaria hyperparasitica	5000870at2759	F13502	F470096	False	PF17207.10	MCM_OB	H00134336	H00017071	245	375	206	337	131	128	593	2.74130731479506	1.5133763119610257	0.2171961263840637	1.2961801855769621	0.3359375	1898	0.09562305940596727	1898	1.0	0.09562305940596727
112	Colletotrichum costaricense	Pachysolen tannophilus	5002573at2759	F1209916	F4918	False	PF03465.21	eRF1_3	H00098291	H00052719	233	335	278	378	97	94	280	1.9952654331957893	2.1157949381008243	0.83393791914007	1.2818570189607543	0.574468085106383	1775	0.30793596664605194	1775	1.0	0.30793596664605194
113	Colletotrichum tamarilloi	Pachysolen tannophilus	5002573at2759	F1209934	F4918	False	PF03465.21	eRF1_3	H00098291	H00052719	233	335	278	378	97	94	280	1.9952654331957893	2.1157949381008243	0.83393791914007	1.2818570189607543	0.574468085106383	1775	0.30793596664605194	1775	1.0	0.30793596664605194
114	Colletotrichum lupini	Pachysolen tannophilus	5002573at2759	F145971	F4918	False	PF03465.21	eRF1_3	H00098291	H00052719	233	335	278	378	97	94	280	1.9952654331957893	2.1157949381008243	0.83393791914007	1.2818570189607543	0.574468085106383	1775	0.30793596664605194	1775	1.0	0.30793596664605194
115	Colletotrichum abscissum	Pachysolen tannophilus	5002573at2759	F1671311	F4918	False	PF03465.21	eRF1_3	H00098291	H00052719	233	335	278	378	97	94	280	1.9952654331957893	2.1157949381008243	0.83393791914007	1.2818570189607543	0.574468085106383	1775	0.30793596664605194	1775	1.0	0.30793596664605194
116	Lithohypha guttulata	Zalerion maritima	539632at2759	F1690604	F339359	False	PF00575.30	S1	H00084714	H00024539	19	93	14	88	75	75	241	1.7039428648745896	1.377297393625859	0.09698757682018956	1.2803098168056695	0.06666666666666667	1308	0.050796057536728355	1308	1.0	0.050796057536728355
117	Brettanomyces nanus	Recurvomyces mirabilis	5004391at2759	F13502	F574656	False	PF11987.14	IF-2	H00083686	H00044375	761	855	837	948	95	92	620	2.90558339851276	1.694370882330857	0.42085434576841285	1.2735165365624441	0.34782608695652173	1826	0.2038786782467019	1818	0.9956188389923329	0.19730452892174652
118	Brettanomyces nanus	Pachysolen tannophilus	5000870at2759	F13502	F4918	False	PF17855.8	MCM_lid	H00134340	H00108620	655	739	635	721	83	74	596	1.5219020784424544	1.4464554235767793	0.17317716684583526	1.273278256730944	0.3108108108108108	1097	0.09068073434199349	1097	1.0	0.09068073434199349
119	Aulographum hederae	Colletotrichum costaricense	5002573at2759	F1176130	F1209916	False	PF03465.21	eRF1_3	H00100615	H00098291	282	386	233	335	97	94	281	2.2257906279218593	1.8166406596697902	0.5522191046876586	1.2644215549821316	0.44680851063829785	1790	0.22523581343305532	1790	1.0	0.22523581343305532
120	Aulographum hederae	Colletotrichum tamarilloi	5002573at2759	F1176130	F1209934	False	PF03465.21	eRF1_3	H00100615	H00098291	282	386	233	335	97	94	281	2.2257906279218593	1.8166406596697902	0.5522191046876586	1.2644215549821316	0.44680851063829785	1790	0.22523581343305532	1790	1.0	0.22523581343305532
121	Aulographum hederae	Colletotrichum lupini	5002573at2759	F1176130	F145971	False	PF03465.21	eRF1_3	H00100615	H00098291	282	386	233	335	97	94	281	2.2257906279218593	1.8166406596697902	0.5522191046876586	1.2644215549821316	0.44680851063829785	1790	0.22523581343305532	1790	1.0	0.22523581343305532
122	Aulographum hederae	Colletotrichum abscissum	5002573at2759	F1176130	F1671311	False	PF03465.21	eRF1_3	H00100615	H00098291	282	386	233	335	97	94	281	2.2257906279218593	1.8166406596697902	0.5522191046876586	1.2644215549821316	0.44680851063829785	1790	0.22523581343305532	1790	1.0	0.22523581343305532
123	Fusarium pseudograminearum	Orbilia oligospora	4911644at2759	F101028	F2813651	False	PF18004.7	RPN2_C	H00121782	H00103094	867	1036	814	979	66	44	695	1.4088969529447508	3.630773953560866	2.367331694563273	1.2634422589975927	0.4318181818181818	211	0.15395581839422273	211	1.0	0.15395581839422273
124	Pichia kudriavzevii	Colletotrichum fioriniae	539632at2759	F4909	F710243	False	PF00575.30	S1	H00150924	H00155027	13	88	17	91	75	75	225	2.1181312316841323	1.4324456111358002	0.17702259954169336	1.2554230115941067	0.09333333333333334	1316	0.08312963657455237	1315	0.9992401215805471	0.08305314424554207
125	Colletotrichum costaricense	Pichia kudriavzevii	539632at2759	F1209916	F4909	False	PF00575.30	S1	H00155027	H00150924	17	91	13	88	75	75	225	2.118131231684134	1.432445611135799	0.17702259954169303	1.255423011594106	0.09333333333333334	1316	0.08312963657455237	1315	0.9992401215805471	0.08305314424554207
126	Colletotrichum tamarilloi	Pichia kudriavzevii	539632at2759	F1209934	F4909	False	PF00575.30	S1	H00155027	H00150924	17	91	13	88	75	75	225	2.118131231684134	1.432445611135799	0.17702259954169303	1.255423011594106	0.09333333333333334	1316	0.08312963657455237	1315	0.9992401215805471	0.08305314424554207
127	Colletotrichum lupini	Pichia kudriavzevii	539632at2759	F145971	F4909	False	PF00575.30	S1	H00155027	H00150924	17	91	13	88	75	75	225	2.118131231684134	1.432445611135799	0.17702259954169303	1.255423011594106	0.09333333333333334	1316	0.08312963657455237	1315	0.9992401215805471	0.08305314424554207
128	Colletotrichum abscissum	Pichia kudriavzevii	539632at2759	F1671311	F4909	False	PF00575.30	S1	H00155027	H00150924	17	91	13	88	75	75	225	2.118131231684134	1.432445611135799	0.17702259954169303	1.255423011594106	0.09333333333333334	1316	0.08312963657455237	1315	0.9992401215805471	0.08305314424554207
129	Pseudomassariella vexata	Pachysolen tannophilus	4971272at2759	F1141098	F4918	False	PF18098.7	RPN5_C	H00006442	H00027628	442	474	405	437	32	32	343	1.584333721553895	1.4999927168212834	0.28046206642787075	1.2195306503934127	0.46875	182	0.08496336292443395	182	1.0	0.08496336292443395
130	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	5002573at2759	F470096	F4918	False	PF03464.21	eRF1_2	H00158157	H00052718	148	276	143	274	118	111	326	1.993895755309917	2.3822984720161307	1.2034024309849891	1.1788960410311415	0.5855855855855856	2097	0.39680567517991133	2094	0.9985693848354793	0.3874952638593601
131	Phialemonium atrogriseum	Orbilia oligospora	4911644at2759	F1093897	F2813651	False	PF18004.7	RPN2_C	H00058854	H00103094	872	1052	814	979	69	44	696	1.2899057239370784	3.141456537707806	1.9926706560316736	1.1487858816761325	0.4772727272727273	210	0.15513478594620994	210	1.0	0.15513478594620994
132	Phialemonium atrogriseum	Pachysolen tannophilus	4911644at2759	F1093897	F4918	False	PF18004.7	RPN2_C	H00058854	H00097005	872	1052	762	937	69	40	684	1.7688578074786834	2.008510391416977	0.865323937937906	1.1431864534790708	0.425	179	0.18488874712388592	179	1.0	0.18488874712388592
133	Orbilia oligospora	Pestalotiopsis fici	4911644at2759	F2813651	F393283	False	PF18004.7	RPN2_C	H00103094	H00076432	814	979	948	1129	69	44	688	1.451103846571472	3.512476302875392	2.4048113195307668	1.107664983344625	0.45454545454545453	207	0.29421380018034	207	1.0	0.29421380018034
134	Aulographum hederae	Colletotrichum costaricense	5002573at2759	F1176130	F1209916	False	PF03464.21	eRF1_2	H00100614	H00098290	148	277	99	228	122	104	281	2.2257906279218593	2.4713614590899486	1.3679884326234	1.1033730264665487	0.5769230769230769	2078	0.5337312409133728	2074	0.9980750721847931	0.5277669349675487
135	Aulographum hederae	Colletotrichum tamarilloi	5002573at2759	F1176130	F1209934	False	PF03464.21	eRF1_2	H00100614	H00098290	148	277	99	228	122	104	281	2.2257906279218593	2.4713614590899486	1.3679884326234	1.1033730264665487	0.5769230769230769	2078	0.5337312409133728	2074	0.9980750721847931	0.5277669349675487
136	Aulographum hederae	Colletotrichum lupini	5002573at2759	F1176130	F145971	False	PF03464.21	eRF1_2	H00100614	H00098290	148	277	99	228	122	104	281	2.2257906279218593	2.4713614590899486	1.3679884326234	1.1033730264665487	0.5769230769230769	2078	0.5337312409133728	2074	0.9980750721847931	0.5277669349675487
137	Aulographum hederae	Colletotrichum abscissum	5002573at2759	F1176130	F1671311	False	PF03464.21	eRF1_2	H00100614	H00098290	148	277	99	228	122	104	281	2.2257906279218593	2.4713614590899486	1.3679884326234	1.1033730264665487	0.5769230769230769	2078	0.5337312409133728	2074	0.9980750721847931	0.5277669349675487
138	Lepraria neglecta	Pachysolen tannophilus	4837017at2759	F209136	F4918	False	PF17777.7	RL10P_insert	H00128561	H00001389	125	211	129	208	64	63	202	1.9776976651649312	2.423640956033444	1.329887885807967	1.0937530702254772	0.6507936507936508	925	0.5197272255465455	925	1.0	0.5197272255465455
139	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	4987397at2759	F470096	F4918	False	PF17855.8	MCM_lid	H00087564	H00002805	831	918	752	839	84	74	596	2.0551533109962565	1.3008109845802986	0.21854857763600744	1.0822624069442912	0.33783783783783783	1146	0.12745412614809315	1146	1.0	0.12745412614809315
140	Zalerion maritima	Pachysolen tannophilus	539632at2759	F339359	F4918	False	PF00575.30	S1	H00024539	H00014362	14	88	13	88	75	75	245	1.8711013641575451	1.226752237764948	0.14871515847847644	1.0780370792864715	0.12	1313	0.07910096640620642	1313	1.0	0.07910096640620642
141	Zalerion maritima	Colletotrichum fioriniae	539632at2759	F339359	F710243	False	PF00575.30	S1	H00024539	H00155027	14	88	17	91	75	75	240	1.7184094397474985	1.1221838581982246	0.069699252882224	1.0524846053160006	0.02666666666666667	1309	0.04036435577839216	1308	0.9992360580595875	0.040324815617692876
142	Colletotrichum costaricense	Zalerion maritima	539632at2759	F1209916	F339359	False	PF00575.30	S1	H00155027	H00024539	17	91	14	88	75	75	240	1.718409439747495	1.1221838581982222	0.06969925288222206	1.0524846053160002	0.02666666666666667	1309	0.04036435577839216	1308	0.9992360580595875	0.040324815617692876
143	Colletotrichum tamarilloi	Zalerion maritima	539632at2759	F1209934	F339359	False	PF00575.30	S1	H00155027	H00024539	17	91	14	88	75	75	240	1.718409439747495	1.1221838581982222	0.06969925288222206	1.0524846053160002	0.02666666666666667	1309	0.04036435577839216	1308	0.9992360580595875	0.040324815617692876
144	Colletotrichum lupini	Zalerion maritima	539632at2759	F145971	F339359	False	PF00575.30	S1	H00155027	H00024539	17	91	14	88	75	75	240	1.718409439747495	1.1221838581982222	0.06969925288222206	1.0524846053160002	0.02666666666666667	1309	0.04036435577839216	1308	0.9992360580595875	0.040324815617692876
145	Colletotrichum abscissum	Zalerion maritima	539632at2759	F1671311	F339359	False	PF00575.30	S1	H00155027	H00024539	17	91	14	88	75	75	240	1.718409439747495	1.1221838581982222	0.06969925288222206	1.0524846053160002	0.02666666666666667	1309	0.04036435577839216	1308	0.9992360580595875	0.040324815617692876
146	Zalerion maritima	Pichia kudriavzevii	539632at2759	F339359	F4909	False	PF00575.30	S1	H00024539	H00150924	14	88	13	88	75	75	230	2.6165705448100143	1.2560728221925044	0.20596355178618006	1.0501092704063244	0.12	1318	0.10298657459170192	1318	1.0	0.10298657459170192
147	Fusarium pseudograminearum	Pachysolen tannophilus	4911644at2759	F101028	F4918	False	PF18004.7	RPN2_C	H00121782	H00097005	867	1036	762	937	66	40	685	1.6716752646200428	1.9067315326743568	0.8703540306275864	1.0363775020467703	0.425	181	0.18922836536104728	181	1.0	0.18922836536104728
148	Fusarium pseudograminearum	Pseudovirgaria hyperparasitica	4911644at2759	F101028	F470096	False	PF18004.7	RPN2_C	H00121782	H00002937	867	1036	911	1085	66	41	691	1.468411397694182	1.9168530682585576	0.8816487993597683	1.0352042688987892	0.3170731707317073	188	0.254436772263678	188	1.0	0.254436772263678
