representative_input_id	models	unique_sequences	taxa	ingroup_taxa	outgroup_taxa	sources	markers	marker_ids_json	major_lineages_json	minimum_length	maximum_length	model_weighted_median_mean_CA_plddt	models_mean_CA_plddt_below70	edges_not_passing_both_approximate_directions	edge_qualification	orthology_status
M001320	26	26	27	27	0	AlphaFold;ESMFold	1	"[""4900375at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	209	249	86.6024371903578	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001327	7	7	8	7	1	AlphaFold;ESMFold	1	"[""4764044at2759""]"	"[""Ascomycota"", ""Ichthyosporea""]"	414	513	80.0709420289855	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001328	1	1	1	1	0	AlphaFold	1	"[""5003205at2759""]"	"[""Ascomycota""]"	1017	1017	86.18238938053106	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001351	4	4	4	4	0	AlphaFold	1	"[""5004327at2759""]"	"[""Ascomycota""]"	802	881	82.82803932155261	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001356	4	4	4	4	0	AlphaFold	1	"[""5013726at2759""]"	"[""Ascomycota""]"	168	185	90.68618918918918	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001369	75	75	76	76	0	AlphaFold;ESMFold	1	"[""801816at2759""]"	"[""Ascomycota"", ""Basidiobolomycota"", ""Basidiomycota"", ""Glomeromycota""]"	178	237	89.25890625000001	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001370	1	1	3	3	0	AlphaFold	1	"[""4986044at2759""]"	"[""Basidiomycota""]"	843	843	57.88797153024913	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M001371	1	1	1	0	1	AlphaFold	1	"[""5001473at2759""]"	"[""Metazoa""]"	131	131	80.32198473282448	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001378	75	75	81	81	0	AlphaFold;ESMFold	1	"[""345792at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	314	419	77.44264797507785	2	26	pending_exact_score_review	not_established_by_structural_clustering
M001381	1	1	1	1	0	AlphaFold	1	"[""201273at2759""]"	"[""Ascomycota""]"	234	234	80.54021367521376	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001387	1	1	1	1	0	AlphaFold	1	"[""4976279at2759""]"	"[""Ascomycota""]"	961	961	78.81856399583762	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001404	1	1	1	1	0	AlphaFold	1	"[""4969018at2759""]"	"[""Ascomycota""]"	450	450	69.56897777777773	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M001405	4	4	4	4	0	AlphaFold	1	"[""554735at2759""]"	"[""Ascomycota""]"	637	690	69.08698129755089	3	0	pending_exact_score_review	not_established_by_structural_clustering
M001415	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	112	112	94.40723214285715	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001417	1	1	1	1	0	AlphaFold	1	"[""4970387at2759""]"	"[""Ascomycota""]"	117	117	71.75726495726497	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001419	2	2	2	2	0	AlphaFold	1	"[""5001473at2759""]"	"[""Ascomycota""]"	151	153	76.15453231182096	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001502	5	5	5	5	0	AlphaFold;ESMFold	1	"[""5013738at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	227	268	76.69682835820898	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001512	3	3	3	3	0	AlphaFold;ESMFold	1	"[""4976279at2759""]"	"[""Ascomycota""]"	263	312	84.25012820512816	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001521	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	117	117	89.11162393162392	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001530	18	18	18	18	0	AlphaFold;ESMFold	1	"[""5017019at2759""]"	"[""Ascomycota""]"	423	484	85.6729468021518	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001538	2	2	2	2	0	AlphaFold	1	"[""5013992at2759""]"	"[""Ascomycota""]"	685	726	75.8247930164284	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001541	2	2	2	2	0	AlphaFold	1	"[""5003972at2759""]"	"[""Ascomycota"", ""Mucoromycota""]"	246	285	89.14931664527171	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001554	5	5	5	5	0	AlphaFold	1	"[""5004327at2759""]"	"[""Ascomycota""]"	855	960	84.14934502923988	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001557	1	1	1	1	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	896	896	71.58418526785715	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001561	4	4	4	4	0	AlphaFold	1	"[""5011777at2759""]"	"[""Ascomycota""]"	768	924	60.11851993552768	4	0	pending_exact_score_review	not_established_by_structural_clustering
M001562	3	3	3	3	0	AlphaFold	1	"[""5005274at2759""]"	"[""Ascomycota""]"	292	373	72.34880258899686	1	1	pending_exact_score_review	not_established_by_structural_clustering
M001563	15	15	15	15	0	AlphaFold;ESMFold	1	"[""5002334at2759""]"	"[""Ascomycota""]"	436	539	81.10310363769531	1	3	pending_exact_score_review	not_established_by_structural_clustering
M001567	16	16	17	17	0	AlphaFold	2	"[""4987397at2759"", ""5015647at2759""]"	"[""Ascomycota"", ""Glomeromycota""]"	947	1191	69.14246949619229	12	8	pending_exact_score_review	not_established_by_structural_clustering
M001586	74	74	76	76	0	AlphaFold;ESMFold	1	"[""5005892at2759""]"	"[""Ascomycota""]"	362	474	76.23628518518514	4	0	pending_exact_score_review	not_established_by_structural_clustering
M001593	2	2	2	2	0	AlphaFold	1	"[""4940884at2759""]"	"[""Ascomycota""]"	929	1064	64.79325646766266	2	0	pending_exact_score_review	not_established_by_structural_clustering
M001596	1	1	1	1	0	AlphaFold	1	"[""538728at2759""]"	"[""Ascomycota""]"	615	615	60.093382113821136	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M001598	1	1	1	1	0	AlphaFold	1	"[""340246at2759""]"	"[""Ascomycota""]"	737	737	66.61888738127553	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M001602	6	6	6	6	0	AlphaFold	1	"[""5005697at2759""]"	"[""Ascomycota""]"	449	685	71.930497241497	2	1	pending_exact_score_review	not_established_by_structural_clustering
M001605	3	3	3	3	0	AlphaFold	1	"[""5001734at2759""]"	"[""Ascomycota""]"	258	322	74.49571969696966	1	0	pending_exact_score_review	not_established_by_structural_clustering
M001610	109	109	111	111	0	AlphaFold	1	"[""5000362at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Glomeromycota"", ""Mortierellomycota"", ""Mucoromycota""]"	837	991	79.1606926406926	1	0	pending_exact_score_review	not_established_by_structural_clustering
M001626	11	11	11	11	0	AlphaFold	1	"[""5018803at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	879	1135	62.36378672470076	11	0	pending_exact_score_review	not_established_by_structural_clustering
M001630	15	15	15	15	0	AlphaFold;ESMFold	1	"[""4976279at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Glomeromycota""]"	505	628	77.47179337231958	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001631	3	3	3	3	0	AlphaFold	1	"[""5005217at2759""]"	"[""Basidiomycota""]"	799	864	86.35428240740742	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001632	49	49	50	50	0	AlphaFold;ESMFold	1	"[""5013042at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Zoopagomycota""]"	377	457	87.67954216867474	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001660	1	1	1	1	0	AlphaFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	154	154	95.14298701298699	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001664	4	4	4	4	0	AlphaFold	1	"[""5013992at2759""]"	"[""Ascomycota"", ""Kickxellomycota""]"	727	784	69.49237110679896	3	0	pending_exact_score_review	not_established_by_structural_clustering
M001677	2	2	2	2	0	AlphaFold	1	"[""5005697at2759""]"	"[""Ascomycota"", ""Chytridiomycota""]"	368	382	81.31268815445023	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001691	1	1	1	1	0	AlphaFold	1	"[""5001318at2759""]"	"[""Ascomycota""]"	457	457	68.94783369803068	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M001697	1	1	1	1	0	AlphaFold	1	"[""5001473at2759""]"	"[""Ascomycota""]"	73	73	93.47424657534246	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001710	1	1	1	1	0	AlphaFold	1	"[""5018803at2759""]"	"[""Ascomycota""]"	430	430	79.43534883720935	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001712	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	112	112	90.83526785714285	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001719	1	1	1	1	0	AlphaFold	1	"[""541070at2759""]"	"[""Ascomycota""]"	247	247	94.47522267206482	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001735	1	1	1	1	0	AlphaFold	1	"[""4896098at2759""]"	"[""Ascomycota""]"	215	215	80.24725581395354	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001736	2	2	2	2	0	AlphaFold	1	"[""5005174at2759""]"	"[""Ascomycota""]"	200	201	87.79280758706464	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001739	1	1	1	1	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	262	262	70.83889312977097	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001740	7	7	7	7	0	AlphaFold	1	"[""4986044at2759""]"	"[""Ascomycota""]"	437	527	77.47614736842104	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001747	1	1	1	1	0	AlphaFold	1	"[""5005274at2759""]"	"[""Ascomycota""]"	366	366	69.92035519125686	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M001755	1	1	1	1	0	AlphaFold	1	"[""5006326at2759""]"	"[""Ascomycota""]"	897	897	89.81494983277581	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001764	1	1	1	1	0	AlphaFold	1	"[""5015712at2759""]"	"[""Ascomycota""]"	453	453	81.08225165562916	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001770	1	1	1	1	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	362	362	69.88773480662985	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M001789	1	1	1	1	0	AlphaFold	1	"[""5000823at2759""]"	"[""Ascomycota""]"	700	700	81.2826285714286	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001823	1	1	1	1	0	AlphaFold	1	"[""4843824at2759""]"	"[""Ascomycota""]"	196	196	87.42540816326527	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001830	1	1	1	1	0	AlphaFold	1	"[""5005750at2759""]"	"[""Ascomycota""]"	94	94	95.69425531914892	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001837	5	5	5	5	0	AlphaFold	1	"[""4985971at2759""]"	"[""Ascomycota""]"	276	345	80.16267441860465	0	1	pending_exact_score_review	not_established_by_structural_clustering
M001844	3	3	3	3	0	AlphaFold;ESMFold	1	"[""4747214at2759""]"	"[""Ascomycota""]"	144	148	85.75884353741499	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001846	1	1	1	1	0	AlphaFold	1	"[""4896098at2759""]"	"[""Ascomycota""]"	237	237	74.94105485232069	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001847	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	115	115	89.61860869565216	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001848	2	2	2	2	0	AlphaFold;ESMFold	1	"[""5015403at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	283	328	87.65661961997428	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001851	1	1	1	1	0	AlphaFold	1	"[""5001473at2759""]"	"[""Ascomycota""]"	149	149	75.74704697986576	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001858	1	1	1	1	0	AlphaFold	1	"[""4975094at2759""]"	"[""Ascomycota""]"	1013	1013	79.50043435340561	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001864	6	6	6	6	0	AlphaFold	1	"[""4983000at2759""]"	"[""Ascomycota""]"	495	501	87.842442825044	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001876	3	3	3	3	0	AlphaFold	1	"[""707202at2759""]"	"[""Ascomycota""]"	365	367	92.53884931506846	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001878	2	2	2	2	0	AlphaFold	1	"[""4940884at2759""]"	"[""Ascomycota""]"	568	622	78.5360077668584	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001886	3	3	3	3	0	AlphaFold	1	"[""5011777at2759""]"	"[""Ascomycota""]"	590	686	69.90938679245276	2	0	pending_exact_score_review	not_established_by_structural_clustering
M001887	15	15	15	14	1	AlphaFold;ESMFold	1	"[""4837017at2759""]"	"[""Ascomycota"", ""Choanoflagellatea""]"	216	246	91.29720338983047	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001894	2	2	2	2	0	AlphaFold	1	"[""5005274at2759""]"	"[""Ascomycota""]"	348	369	68.35743143164194	1	1	pending_exact_score_review	not_established_by_structural_clustering
M001945	1	1	1	1	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	283	283	63.92565371024733	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M001952	11	11	11	11	0	AlphaFold;ESMFold	1	"[""760428at2759""]"	"[""Ascomycota"", ""Kickxellomycota""]"	418	464	89.55171693735494	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001953	1	1	1	1	0	AlphaFold	1	"[""538728at2759""]"	"[""Ascomycota""]"	265	265	79.23603773584905	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001956	13	13	13	13	0	AlphaFold	1	"[""5001473at2759""]"	"[""Ascomycota""]"	141	166	75.73422818791944	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001958	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	113	113	93.23008849557527	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001968	6	6	6	6	0	AlphaFold	1	"[""4896098at2759""]"	"[""Ascomycota""]"	744	830	78.03127083333338	0	0	pending_exact_score_review	not_established_by_structural_clustering
M001972	1	1	1	1	0	AlphaFold	1	"[""5005750at2759""]"	"[""Ascomycota""]"	94	94	94.1870212765957	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M001977	1	1	1	1	0	AlphaFold	1	"[""4986044at2759""]"	"[""Ascomycota""]"	897	897	60.2253400222965	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M001991	1	1	1	1	0	AlphaFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	119	119	67.87394957983187	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M002003	1	1	1	1	0	AlphaFold	1	"[""5001318at2759""]"	"[""Ascomycota""]"	488	488	66.78493852459009	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M002012	1	1	1	1	0	AlphaFold	1	"[""5018803at2759""]"	"[""Ascomycota""]"	861	861	65.01817653890829	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M002021	1	1	1	1	0	AlphaFold	1	"[""260326at2759""]"	"[""Ascomycota""]"	124	124	92.05862903225804	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M002053	1	1	1	1	0	AlphaFold	1	"[""5015403at2759""]"	"[""Ascomycota""]"	453	453	91.71918322295802	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M002071	2	2	2	2	0	AlphaFold	1	"[""5004391at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	757	781	77.4976872112947	0	0	pending_exact_score_review	not_established_by_structural_clustering
M002077	1	1	1	1	0	AlphaFold	1	"[""5001473at2759""]"	"[""Ascomycota""]"	156	156	74.40641025641023	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M002113	65	65	65	65	0	AlphaFold;ESMFold	1	"[""4977163at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Mortierellomycota""]"	202	300	84.10343170166016	0	1	pending_exact_score_review	not_established_by_structural_clustering
M002129	1	1	1	1	0	AlphaFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	134	134	73.78514925373133	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M002149	1	1	1	1	0	AlphaFold	1	"[""4803900at2759""]"	"[""Ascomycota""]"	128	128	88.60929687500001	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M002160	109	109	112	112	0	AlphaFold;ESMFold	1	"[""4908955at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Chytridiomycota""]"	325	403	81.16226775956284	2	0	pending_exact_score_review	not_established_by_structural_clustering
M002165	96	96	99	99	0	AlphaFold	1	"[""5000823at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Chytridiomycota"", ""Glomeromycota""]"	942	1203	72.03328518239567	7	0	pending_exact_score_review	not_established_by_structural_clustering
M002168	2	2	2	2	0	AlphaFold	1	"[""540946at2759""]"	"[""Ascomycota""]"	404	484	88.87346493740283	0	0	pending_exact_score_review	not_established_by_structural_clustering
M002209	1	1	1	1	0	AlphaFold	1	"[""5018803at2759""]"	"[""Kickxellomycota""]"	1012	1012	60.00402173913041	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M002212	1	1	1	1	0	AlphaFold	1	"[""129234at2759""]"	"[""Kickxellomycota""]"	158	158	72.49	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M002233	1	1	1	1	0	AlphaFold	1	"[""4838864at2759""]"	"[""Ascomycota""]"	621	621	74.53809983896943	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M002234	92	92	96	96	0	AlphaFold;ESMFold	1	"[""319730at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	442	581	92.5188704694313	0	40	pending_exact_score_review	not_established_by_structural_clustering
M002242	1	1	1	1	0	AlphaFold	1	"[""160487at2759""]"	"[""Ascomycota""]"	790	790	62.05389873417727	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M002243	1	1	1	1	0	AlphaFold	1	"[""4823929at2759""]"	"[""Ascomycota""]"	832	832	75.96594951923076	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M002245	2	2	2	2	0	AlphaFold	1	"[""4837017at2759""]"	"[""Ascomycota""]"	183	197	86.50302307841667	0	0	pending_exact_score_review	not_established_by_structural_clustering
M002249	2	2	2	2	0	AlphaFold	1	"[""4803900at2759""]"	"[""Ascomycota""]"	117	125	89.05684170940174	0	0	pending_exact_score_review	not_established_by_structural_clustering
M002254	1	1	1	1	0	AlphaFold	1	"[""5000452at2759""]"	"[""Ascomycota""]"	242	242	80.1362396694215	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M002266	1	1	1	1	0	AlphaFold	1	"[""776280at2759""]"	"[""Ascomycota""]"	886	886	71.12975169300216	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M002272	1	1	1	1	0	AlphaFold	1	"[""5001318at2759""]"	"[""Ascomycota""]"	704	704	61.7836363636364	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M002273	1	1	1	1	0	AlphaFold	1	"[""5005274at2759""]"	"[""Ascomycota""]"	339	339	72.53946902654874	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M002274	1	1	1	1	0	AlphaFold	1	"[""5004327at2759""]"	"[""Ascomycota""]"	764	764	84.44278795811515	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M002275	1	1	1	1	0	AlphaFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	175	175	87.9512	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M002283	1	1	1	1	0	AlphaFold	1	"[""4896098at2759""]"	"[""Ascomycota""]"	448	448	81.44696428571429	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M002285	1	1	1	1	0	AlphaFold	1	"[""4985971at2759""]"	"[""Ascomycota""]"	1135	1135	75.53354185022019	0	0	singleton_no_edge_test	not_established_by_structural_clustering
