entry_id	taxon_id	protein_id	sequence_id	query_source	protein_length	gene_ids_json	gene_mapping_status	representative_decision	TFIIB_hits	BRF1_hits	Zn_Ribbon_TF_hits	selected_busco_markers_json	pair_status	species_name	study_role	lineage_group	BRF1_evidence_class	selected_focal_marker	curated_hybrid_taxon	interpretation	best_split_side	class_disagrees_with_split
G0000072	F1095194	XP_038743090.1	S1e9ede89f3332694319a7d11be045f339326120987f92093a733ac1056931a72	marker-inputs-v1	730	"[""gene-CkaCkLH20_08739""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Colletotrichum karsti	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000074	F109760	XP_016610841.1	Se33913e3203aa576afeb72ceee0beb64e215b5de1ffb2205220ae6d0f5b3e8f0	additional_full_proteome	330	"[""gene-SPPG_01883""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Spizellomyces punctatus	ingroup	Chytridiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000075	F109760	XP_016610874.1	S55969b96e3f47a60e8654e6547b9aaac148d48e55ac1fc9ee9ecd9b71fc4f3e9	marker-inputs-v1	503	"[""gene-SPPG_01915""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Spizellomyces punctatus	ingroup	Chytridiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000077	F109876	ORZ32262.1	Sf81f5eddee3a509e282ca4c68031ef2a2b13bd2a981caea06bf0f2ef7558a731	additional_full_proteome	341	"[""gene-BCR44DRAFT_1440794""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Catenaria anguillulae	ingroup	Blastocladiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000080	F109876	ORZ37691.1	S1e7332be7f31738459172c6b8c7eb0cd1c7b22f86d67bd1e8a26b0d6f3fbc1f0	additional_full_proteome	264	"[""gene-BCR44DRAFT_128237""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	0	[]	eligible_ordered_pair	Catenaria anguillulae	ingroup	Blastocladiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	True
G0000081	F109889	KAJ3380545.1	S7ae24181a4913d36559bc3d120eb665aab1dbf15e377edeedb25efde34eb9450	marker-inputs-v1	483	"[""gene-HDU92_005902""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Lobulomyces angularis	ingroup	Chytridiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000083	F109889	KAJ3396307.1	S3161595d76451faf8a85a5a0bfce8c19e9d6c80cccf231b98fc8a5ad1b27dfe6	additional_full_proteome	545	"[""gene-HDU92_003366""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Lobulomyces angularis	ingroup	Chytridiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000084	F109899	KIM25500.1	S96dee886401924cc9b585da8b4a3909bb8bb22e8b7127a7bc42e5064ddd69c4e	additional_full_proteome	355	"[""gene-M408DRAFT_74141""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Serendipita vermifera	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000085	F109899	KIM26995.1	S2665d5af82f1064e25a021972b5a517d09d3429bc9cef78c3fe7c3b84e151a95	marker-inputs-v1	650	"[""gene-M408DRAFT_176297""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Serendipita vermifera	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000087	F109932	KAJ3345026.1	S32a224cc76d37862891f059b23defa11a50aaa7267c791eb87c99090601b519a	marker-inputs-v1	491	"[""gene-HDU83_004471""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Entophlyctis luteolus	ingroup	Chytridiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000088	F109932	KAJ3345204.1	S220140e7ff798c07d22e2c74d5cc8f37b6d095290abe409cac7eb287f6c975f7	additional_full_proteome	830	"[""gene-HDU83_004301""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Entophlyctis luteolus	ingroup	Chytridiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000089	F1099800	BFZ62965.1	S03975bb5c7ab18ed3aaf00b0186621abd9694084b63f10ac1e5554e036f71e6c	marker-inputs-v1	587	"[""gene-YB2330_004077""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Saitoella coloradoensis	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000090	F1099800	BFZ65174.1	Sf7b8406ab34ce56ac64e0fffe3a274290c256f5f99b7e3e0945a82f993d34ce1	additional_full_proteome	682	"[""gene-YB2330_006337""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Saitoella coloradoensis	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000091	F110093	XP_052962621.1	S512ca80d538e09e52ee0dd4c266f1839d5de43412af560c002642143a16740b2	additional_full_proteome	343	"[""gene-BJ171DRAFT_524252""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Polychytrium aggregatum	ingroup	Chytridiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000093	F110093	XP_052964835.1	Sfceff446a3f49a836e07197c25d8cdb58630c00f221812f7c81aad11c3645f52	marker-inputs-v1	441	"[""gene-BJ171DRAFT_513132""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Polychytrium aggregatum	ingroup	Chytridiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000094	F1116844	KAI9821366.1	Sa78905baf2733c6d16bb60c2b6929e9ea5170462926aedbb4f71faa79c6a4434	additional_full_proteome	362	"[""gene-M1832_003372""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Thelocarpon impressellum	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000095	F1116844	KAI9821389.1	Sc824b92ec50ee0e2616f22d88bf1334dda2411bb4743cf28cb18ab559dda3c16	marker-inputs-v1	675	"[""gene-M1832_003396""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Thelocarpon impressellum	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000097	F1117311	CAI2163589.1	S6b68292c845ecad975fc759e0e27c21bb8dfd5bfe865260b56070c0a99aaaf4c	additional_full_proteome	327	"[""gene-FWILDA_LOCUS1145""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Funneliformis geosporum	ingroup	Glomeromycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000099	F1117311	CAI2173001.1	Sa3939404147ca0ae09e5c078ebd9d3ce3eb6120e24ce6d67cd269f909101fa55	additional_full_proteome	329	"[""gene-FWILDA_LOCUS5864""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Funneliformis geosporum	ingroup	Glomeromycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000101	F112072	KAO0799741.1	Sbe7afc2e384f46f5e60eb1ee01e28c9e3336f9c1e7b46a401debb1de818415b9	additional_full_proteome	356	"[""gene-P385_001632""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Naohidea sebacea	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000102	F112072	KAO0801807.1	Sfba6d2c1215db56fac13070d0aa0796e6909c20d7e0f5f226e5e3e8e01b2b663	marker-inputs-v1	543	"[""gene-P385_000654""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Naohidea sebacea	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000106	F1123529	KXS17188.1	S117e1991cba4b82d0dc55e8fe0ebbde3e88d31d4dfc3618c6a01c3ff12804ccb	additional_full_proteome	300	"[""gene-M427DRAFT_97206""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Gonapodya prolifera	ingroup	Monoblepharomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000108	F112417	KAF8502973.1	Sbdf77868c81a808819da3c8c35f820b5c06a5bdfefa637e426d6b035edba0e22	marker-inputs-v1	706	"[""gene-JB92DRAFT_2833534""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Gautieria morchelliformis	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000109	F112417	KAF8515000.1	Se6ce24c47a41da3d5470a3f99edebbe9b68fff40b1a43a0915568195819500a2	additional_full_proteome	354	"[""gene-JB92DRAFT_2829808""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Gautieria morchelliformis	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000110	F1125753	XP_066760421.1	S4206913c3a54c976cc30d4ab7a670076127e546e513a6c32dce48174db7294c9	additional_full_proteome	365	"[""gene-V1518DRAFT_415333""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Limtongia smithiae	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000111	F1125753	XP_066761632.1	S57424aebd7859993df309ef6e779dced8181929e1dc5a41619846438776e742c	marker-inputs-v1	485	"[""gene-V1518DRAFT_408028""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Limtongia smithiae	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000112	F1130053	KAI9727586.1	S9bbfb40a3dc3de4bb4900281998012eabf689d6ff38061c7a3fafd43247f10bb	additional_full_proteome	1071	"[""gene-M1834_008025""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	[]	eligible_ordered_pair	Cirrosporium novae-zelandiae	ingroup	Ascomycota	BRF1_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000113	F1130053	KAI9730816.1	S0ccd30c0dd4d39ac9a0a2080d12cbc70a8991fb11b46d1359ca79eecc78703e6	marker-inputs-v1	348	"[""gene-M1834_005534""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	"[""4986044at2759""]"	eligible_ordered_pair	Cirrosporium novae-zelandiae	ingroup	Ascomycota	BRF1_not_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000114	F113071	KAF8574195.1	S92a142e6fcc62856af0718f36ed4fed088e9b3787adba2d237eb1a0687606362	additional_full_proteome	347	"[""gene-K439DRAFT_1399215""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Ramaria rubella	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000116	F113071	KAF8583525.1	S0e38485532ee59815d89083bb36deffbe49cb892ae26dd3b1afc5c0ab4735460	marker-inputs-v1	693	"[""gene-K439DRAFT_1617437""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Ramaria rubella	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000118	F1141098	XP_040710197.1	S3ab6e3129257eed7f34df029945f084783d7065eb6883c9dd4711c61146b2096	additional_full_proteome	354	"[""gene-BCR38DRAFT_461591""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Pseudomassariella vexata	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000119	F1141098	XP_040710702.1	S9af74ca654ed1226aba77611a1faad48e06a90e795855d482d9f9e940e90f9ea	marker-inputs-v1	779	"[""gene-BCR38DRAFT_449166""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Pseudomassariella vexata	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000120	F114524	XP_056085708.1	Sfb882c73e16429d1010e6d224cb5e1c9a26729ec5b095f3165762c4299979ed1	additional_full_proteome	345	"[""gene-SKDI_16G3470""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Saccharomyces kudriavzevii	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000121	F114524	XP_056088007.1	S7c803c612103119f2add3aafb4ed5c25ccfdc4a07a78f2103bcb3e1036a29a02	marker-inputs-v1	597	"[""gene-SKDI_07G4960""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Saccharomyces kudriavzevii	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000122	F114525	XP_056079833.1	S2cd9e1f514c17b23992ba62da20ba822e416a4a1ac7b97357778b4eeece3f930	marker-inputs-v1	596	"[""gene-SMKI_16G0290""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Saccharomyces mikatae	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
