entry_id	experimental_method	starting_model_review	starting_models_json	target_chain_attribution	training_independence	initial_release_date
3K1F	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""3HOU"", ""details"": ""First 12-subunit RNA Polymerase II from PDB entry 3HOU"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2009-11-10T00:00:00.000+00:00
3K7A	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1R5U"", ""details"": ""1R5U WITHOUT CHAIN M"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2009-11-24T00:00:00.000+00:00
3M3Y	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1R9T"", ""details"": ""PDB entry 1R9T"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2010-05-12T00:00:00.000+00:00
3M4O	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1R9T"", ""details"": ""pdb entry 1R9T"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2010-05-12T00:00:00.000+00:00
3NZJ	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""details"": ""PDB entry 1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-02-16T00:00:00.000+00:00
3NZW	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""details"": ""PDB entry 1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-02-16T00:00:00.000+00:00
3NZX	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""details"": ""PDB entry 1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-02-16T00:00:00.000+00:00
3PO2	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1WCM"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-03-02T00:00:00.000+00:00
3PO3	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1WCM"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-03-02T00:00:00.000+00:00
3QT1	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-03-23T00:00:00.000+00:00
3RZD	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-08-10T00:00:00.000+00:00
3RZO	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""2NVQ"", ""details"": ""PDB ENTRY 2NVQ"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-08-10T00:00:00.000+00:00
3S14	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""2NVQ"", ""details"": ""PDB ENTRY 2NVQ"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-08-10T00:00:00.000+00:00
3S15	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""2NVQ"", ""details"": ""PDB ENTRY 2NVQ"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-08-10T00:00:00.000+00:00
3S16	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""2NVQ"", ""details"": ""PDB ENTRY 2NVQ"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-08-10T00:00:00.000+00:00
3S17	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-08-10T00:00:00.000+00:00
3S1M	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""2NVQ"", ""details"": ""PDB ENTRY 2NVQ"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-08-10T00:00:00.000+00:00
3S1N	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""2NVQ"", ""details"": ""PDB ENTRY 2NVQ"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-08-10T00:00:00.000+00:00
3S1Q	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-08-10T00:00:00.000+00:00
3S1R	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-08-10T00:00:00.000+00:00
3S2D	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""2NVQ"", ""details"": ""pdb entry 2NVQ"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-08-10T00:00:00.000+00:00
3S2H	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""2NVQ"", ""details"": ""PDB ENTRY 2NVQ"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-08-17T00:00:00.000+00:00
3UN4	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""details"": ""pdb entry 1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2012-02-29T00:00:00.000+00:00
3UN8	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""details"": ""pdb entry 1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2012-02-29T00:00:00.000+00:00
4A3B	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-12-07T00:00:00.000+00:00
4A3C	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-11-16T00:00:00.000+00:00
4A3D	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-12-07T00:00:00.000+00:00
4A3E	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-12-07T00:00:00.000+00:00
4A3F	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-12-07T00:00:00.000+00:00
4A3G	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2012-02-08T00:00:00.000+00:00
4A3I	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2012-02-08T00:00:00.000+00:00
4A3J	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-12-07T00:00:00.000+00:00
4A3K	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-12-07T00:00:00.000+00:00
4A3L	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-12-07T00:00:00.000+00:00
4A3M	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2011-12-07T00:00:00.000+00:00
4A93	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1WCM"", ""details"": ""PDB ENTRY 1WCM"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2012-03-21T00:00:00.000+00:00
4BBR	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2012-11-14T00:00:00.000+00:00
4BBS	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2012-11-14T00:00:00.000+00:00
4BXX	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1WCM"", ""details"": ""PDB ENTRY 1WCM"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-09-11T00:00:00.000+00:00
4BXZ	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1WCM"", ""details"": ""PDB ENTRY 1WCM"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-09-11T00:00:00.000+00:00
4BY1	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1WCM"", ""details"": ""PDB ENTRY 1WCM"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-09-11T00:00:00.000+00:00
4BY7	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1WCM"", ""details"": ""PDB ENTRY 1WCM"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-09-11T00:00:00.000+00:00
4C2M	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-10-23T00:00:00.000+00:00
4C3H	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-10-23T00:00:00.000+00:00
4C3I	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-10-23T00:00:00.000+00:00
4C3J	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-10-23T00:00:00.000+00:00
4CLQ	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-11-26T00:00:00.000+00:00
4CR2	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-04-02T00:00:00.000+00:00
4CR3	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-04-02T00:00:00.000+00:00
4CR4	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-04-02T00:00:00.000+00:00
4G4S	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2012-09-05T00:00:00.000+00:00
4INR	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""details"": ""PDB ENTRY 1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-01-30T00:00:00.000+00:00
4INT	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""details"": ""PDB ENTRY 1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-01-30T00:00:00.000+00:00
4INU	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""details"": ""PDB ENTRY 1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-01-30T00:00:00.000+00:00
4J70	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""details"": ""PDB ENTRY 1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-04-17T00:00:00.000+00:00
4JSQ	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-05-01T00:00:00.000+00:00
4JSU	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-05-01T00:00:00.000+00:00
4JT0	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2013-05-01T00:00:00.000+00:00
4L9P	X-RAY DIFFRACTION	other_computational_starting_model_entry_level	"[{""details"": ""Homology model of A. fumigatus farnesyltransferase generated using PHYRE"", ""id"": 1, ""source_name"": ""PHYRE"", ""type"": ""in silico model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-01-01T00:00:00.000+00:00
4LNB	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-01-01T00:00:00.000+00:00
4LNG	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-01-01T00:00:00.000+00:00
4MBG	X-RAY DIFFRACTION	other_computational_starting_model_entry_level	"[{""details"": ""HOMOLOGY MODEL OF ASPERGILLUS FUMIGATUS PROTEIN FARNESYLTRANSFERASE GENERATED USING PHYRE"", ""id"": 1, ""source_name"": ""PHYRE"", ""type"": ""in silico model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-01-01T00:00:00.000+00:00
4NNN	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-02-12T00:00:00.000+00:00
4NNW	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-02-12T00:00:00.000+00:00
4NO1	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-02-12T00:00:00.000+00:00
4NO6	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-02-12T00:00:00.000+00:00
4NO8	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-02-12T00:00:00.000+00:00
4NO9	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-02-12T00:00:00.000+00:00
4Q1S	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""details"": ""PDB ENTRY 1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-07-30T00:00:00.000+00:00
